day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,109,49.28,10.89,35.53,49.28,49.28,49.28,50.0,98.56,196.23,146.95,98.56,98.56,98.56,100.0
1,104,98.56,15.36,64.51,99.21,98.56,98.56,100.0,98.56,199.06,150.03,99.85,98.56,98.56,100.0
2,92,141.28,7.48,81.17,140.63,141.28,141.28,142.0,98.56,199.76,150.68,101.15,98.56,98.56,100.0
3,89,181.03,-2.64,95.62,181.26,181.0,181.0,181.0,98.5,198.23,149.11,96.74,98.56,98.56,100.0
4,99,230.23,-1.99,120.76,227.66,229.27,229.27,230.0,98.4,196.7,147.71,92.79,101.46,101.46,100.0
5,109,279.44,8.61,155.87,274.66,279.67,279.67,280.0,98.4,196.81,147.78,94.02,100.79,100.79,100.0
6,93,323.23,2.6,174.4,318.52,321.84,321.84,323.0,98.4,198.0,148.95,98.3,101.65,101.65,100.0
7,112,372.41,15.92,212.26,367.41,371.86,371.86,373.0,98.35,197.36,148.28,97.78,100.04,100.04,100.0
8,95,418.23,11.64,232.53,412.89,416.52,416.52,418.0,98.35,198.56,149.46,99.04,100.69,100.69,100.0
9,110,467.4,22.57,268.01,461.08,466.32,466.32,468.0,98.32,198.14,149.03,96.39,99.6,99.6,100.0
10,112,516.56,35.1,305.1,510.78,516.37,516.37,518.0,98.32,198.94,149.82,99.39,100.09,100.09,100.0
11,99,565.72,34.21,328.78,559.46,565.09,565.09,567.0,98.32,199.77,150.64,100.64,100.55,100.55,100.0
12,109,614.88,84.75,379.38,609.55,615.33,615.33,617.0,98.32,101.07,101.2,100.18,100.47,100.47,100.0
13,91,656.72,125.21,419.78,649.83,655.89,655.89,658.0,98.32,101.07,101.2,101.43,100.87,100.87,100.0
14,107,705.85,175.75,470.38,698.16,705.94,705.94,708.0,98.26,101.07,101.2,96.65,100.1,100.1,100.0
15,112,754.98,226.28,520.98,747.36,756.17,756.17,758.0,98.26,101.07,101.2,98.4,100.46,100.46,100.0
16,105,804.11,276.81,571.58,797.17,806.58,806.58,808.0,98.26,101.07,101.2,99.62,100.8,100.8,100.0
17,105,853.24,327.35,622.18,849.32,857.14,857.14,858.0,98.26,101.07,101.2,104.31,101.13,101.13,100.0
18,104,902.37,377.88,672.78,900.54,907.86,907.86,908.0,98.26,101.07,101.2,105.57,101.44,101.44,100.0
19,95,948.24,422.35,717.18,943.61,951.99,951.99,953.0,98.26,101.07,101.2,103.86,101.73,101.73,100.0
