day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,92,42.49,-8.18,16.58,42.49,42.49,42.49,42.0,99.02,200.35,150.84,99.02,99.02,99.02,100.0
1,113,91.97,5.81,54.95,89.56,92.0,92.0,92.0,98.95,198.02,149.26,94.14,99.02,99.02,100.0
2,83,125.49,-11.6,61.99,124.28,125.49,125.49,125.0,98.95,200.82,151.91,96.56,99.02,99.02,100.0
3,113,174.89,2.56,100.16,169.57,175.0,175.0,175.0,98.8,197.69,149.68,90.58,99.02,99.02,100.0
4,98,223.49,0.69,122.4,216.64,218.34,218.34,223.0,98.8,199.73,151.51,94.15,109.31,109.31,100.0
5,98,272.1,-1.0,144.9,264.35,263.4,263.4,271.0,98.79,199.4,151.01,95.41,105.9,105.9,100.0
6,115,321.49,14.43,184.58,314.95,315.35,315.35,321.0,98.78,199.13,150.62,101.2,103.91,103.91,100.0
7,108,370.88,22.12,216.58,366.2,367.94,367.94,371.0,98.78,200.62,152.01,102.51,105.18,105.18,100.0
8,96,417.49,17.52,236.32,410.29,410.78,410.78,417.0,98.78,201.2,152.51,103.82,106.33,106.33,100.0
9,101,466.86,18.18,261.36,460.23,459.59,459.59,467.0,98.76,200.69,151.93,99.88,104.37,104.37,100.0
10,108,516.24,25.86,293.45,510.81,511.49,511.49,517.0,98.76,200.64,151.82,101.16,103.79,103.79,100.0
11,98,564.86,72.82,340.1,557.59,557.2,557.2,565.0,98.76,102.07,102.71,102.43,104.57,104.57,100.0
12,104,614.24,123.86,391.45,608.72,608.98,608.98,615.0,98.75,102.07,102.71,102.26,103.56,103.56,100.0
13,107,663.61,174.89,442.81,660.49,661.08,661.08,665.0,98.75,102.07,102.71,103.54,104.2,104.2,100.0
14,93,707.24,216.86,484.45,701.08,701.68,701.68,708.0,98.75,102.07,102.71,104.82,104.8,104.8,100.0
15,93,750.89,258.82,526.1,743.56,742.88,742.88,751.0,98.7,102.07,102.71,101.03,103.61,103.61,100.0
16,95,796.56,302.79,569.74,790.05,786.57,786.57,796.0,98.65,102.07,102.71,97.04,102.62,102.62,100.0
17,111,845.87,353.82,621.1,837.58,837.49,837.49,846.0,98.62,102.07,102.71,95.06,101.85,101.85,100.0
18,89,885.56,391.79,658.74,876.47,875.35,875.35,885.0,98.62,102.07,102.71,100.2,102.28,102.28,100.0
19,102,934.83,442.75,709.38,925.39,926.16,926.16,935.0,98.54,102.07,102.71,97.82,101.61,101.61,100.0
20,102,984.1,493.72,760.02,975.25,977.14,977.14,985.0,98.54,102.07,102.71,99.72,102.02,102.02,100.0
21,96,1030.83,538.68,804.67,1020.77,1022.06,1022.06,1031.0,98.54,102.07,102.71,100.95,102.17,102.17,100.0
22,105,1080.09,589.72,856.02,1071.65,1072.88,1072.88,1081.0,98.52,102.07,102.71,101.76,101.65,101.65,100.0
23,89,1119.83,627.68,893.67,1109.15,1110.88,1110.88,1120.0,98.52,102.07,102.71,103.0,102.0,102.0,100.0
24,92,1162.61,668.64,934.31,1152.64,1152.15,1152.15,1162.0,98.44,102.07,102.71,97.03,101.45,101.45,100.0
25,105,1211.81,719.68,985.67,1200.5,1202.6,1202.6,1212.0,98.39,102.07,102.71,95.72,100.9,100.9,100.0
26,97,1259.61,765.64,1031.31,1248.95,1248.99,1248.99,1259.0,98.39,102.07,102.71,96.91,101.22,101.22,100.0
27,103,1308.8,816.68,1082.67,1300.33,1299.44,1299.44,1309.0,98.38,102.07,102.71,102.76,100.9,100.9,100.0
28,102,1357.99,867.64,1133.31,1349.5,1350.04,1350.04,1359.0,98.38,102.07,102.71,105.67,101.19,101.19,100.0
29,108,1407.18,918.68,1184.67,1401.12,1400.78,1400.78,1409.0,98.38,102.07,102.71,103.24,101.47,101.47,100.0
30,108,1456.37,969.72,1236.02,1453.35,1451.65,1451.65,1459.0,98.38,102.07,102.71,104.47,101.75,101.75,100.0
31,90,1497.18,1008.68,1274.67,1490.5,1490.64,1490.64,1499.0,98.38,102.07,102.71,105.71,102.01,102.01,100.0
32,93,1541.02,1050.64,1316.31,1533.28,1532.89,1532.89,1542.0,98.31,102.07,102.71,100.43,101.51,101.51,100.0
33,107,1590.16,1101.68,1367.67,1581.63,1583.41,1583.41,1592.0,98.27,102.07,102.71,96.69,101.05,101.05,100.0
34,98,1639.02,1148.64,1414.31,1630.56,1630.77,1630.77,1640.0,98.27,102.07,102.71,97.86,101.29,101.29,100.0
35,81,1670.89,1178.61,1443.95,1659.43,1661.22,1661.22,1671.0,98.27,102.07,102.71,104.26,101.1,101.1,100.0
36,114,1719.96,1229.64,1495.31,1708.31,1711.82,1711.82,1721.0,98.14,102.07,102.71,97.76,101.2,101.2,100.0
37,83,1753.89,1261.61,1526.95,1741.84,1744.09,1744.09,1754.0,98.14,102.07,102.71,98.94,101.45,101.45,100.0
38,94,1798.87,1304.57,1569.6,1788.02,1787.49,1787.49,1798.0,98.04,102.07,102.71,92.37,101.21,101.21,100.0
39,108,1847.87,1355.61,1620.95,1838.67,1837.91,1837.91,1848.0,98.01,102.07,102.71,101.29,100.83,100.83,100.0
40,103,1896.87,1406.64,1672.31,1889.92,1888.44,1888.44,1898.0,98.01,102.07,102.71,102.5,101.08,101.08,100.0
41,116,1945.88,1457.68,1723.67,1944.43,1939.1,1939.1,1948.0,98.01,102.07,102.71,109.03,101.32,101.32,100.0
42,91,1987.87,1497.64,1763.31,1980.26,1979.33,1979.33,1989.0,98.01,102.07,102.71,110.35,101.55,101.55,100.0
43,103,2036.85,1548.68,1814.67,2031.57,2029.88,2029.88,2039.0,97.96,102.07,102.71,102.63,101.11,101.11,100.0
44,111,2085.83,1599.72,1866.02,2083.49,2080.55,2080.55,2089.0,97.96,102.07,102.71,103.84,101.33,101.33,100.0
45,106,2134.81,1650.75,1917.38,2136.03,2131.32,2131.32,2139.0,97.96,102.07,102.71,105.07,101.55,101.55,100.0
46,86,2171.83,1685.72,1952.02,2165.65,2166.44,2166.44,2175.0,97.96,102.07,102.71,112.76,101.76,101.76,100.0
47,109,2220.77,1736.75,2003.38,2216.95,2217.13,2217.13,2225.0,97.88,102.07,102.71,102.61,101.38,101.38,100.0
48,101,2269.71,1786.72,2053.02,2266.05,2267.34,2267.46,2275.0,97.88,102.07,102.71,103.82,101.59,101.33,100.0
49,90,2310.77,1825.68,2091.67,2305.22,2306.48,2306.73,2315.0,97.88,102.07,102.71,101.65,101.71,101.46,100.0
50,99,2359.68,1873.64,2139.31,2351.51,2354.84,2355.55,2364.0,97.82,102.07,102.71,105.43,101.29,100.36,100.0
51,98,2408.59,1920.61,2185.95,2398.49,2402.21,2403.17,2412.0,97.82,102.07,102.71,102.05,101.24,100.76,100.0
52,98,2457.5,1967.57,2232.6,2446.28,2449.65,2450.94,2460.0,97.82,102.07,102.71,100.4,101.13,100.47,100.0
53,101,2506.42,2017.54,2282.24,2496.15,2500.14,2501.4,2510.0,97.82,102.07,102.71,102.26,101.02,101.08,100.0
54,105,2555.33,2068.57,2333.6,2547.55,2550.69,2551.88,2560.0,97.82,102.07,102.71,102.79,101.1,100.97,100.0
55,115,2604.24,2119.61,2384.95,2600.22,2601.33,2602.56,2610.0,97.82,102.07,102.71,105.34,101.28,101.36,100.0
56,92,2647.33,2160.57,2425.6,2638.53,2642.6,2643.67,2652.0,97.82,102.07,102.71,107.36,101.46,101.77,100.0
57,91,2689.43,2200.54,2465.24,2678.82,2683.03,2684.1,2693.0,97.79,102.07,102.71,101.43,101.14,101.15,100.0
58,85,2725.56,2234.5,2498.88,2715.46,2717.61,2718.83,2728.0,97.74,102.07,102.71,96.72,100.84,100.54,100.0
59,90,2766.73,2273.47,2537.52,2759.68,2757.31,2758.64,2768.0,97.66,102.07,102.71,91.58,100.6,100.38,100.0
60,101,2815.54,2323.43,2587.17,2807.14,2807.47,2808.65,2818.0,97.62,102.07,102.71,94.93,100.31,100.02,100.0
61,108,2864.35,2374.47,2638.52,2856.92,2857.7,2858.65,2868.0,97.62,102.07,102.71,99.56,100.47,100.02,100.0
62,100,2913.15,2423.43,2687.17,2904.6,2907.39,2908.46,2918.0,97.62,102.07,102.71,104.64,100.63,100.38,100.0
63,121,2961.96,2474.47,2738.52,2955.81,2957.72,2958.58,2968.0,97.62,102.07,102.71,102.43,100.67,100.24,100.0
64,99,3010.77,2522.43,2786.17,3003.0,3006.31,3007.46,3017.0,97.62,102.07,102.71,103.62,100.82,100.24,100.0
65,113,3059.58,2573.47,2837.52,3053.45,3056.71,3057.74,3067.0,97.62,102.07,102.71,100.89,100.79,100.55,100.0
66,93,3103.77,2615.43,2879.17,3094.64,3099.24,3100.17,3110.0,97.62,102.07,102.71,103.61,100.94,101.14,100.0
67,97,3151.98,2661.39,2924.81,3142.21,3145.89,3146.64,3157.0,97.59,102.07,102.71,98.86,100.7,101.06,100.0
68,103,3200.77,2712.43,2976.17,3191.51,3196.18,3196.97,3207.0,97.58,102.07,102.71,98.59,100.59,100.66,100.0
69,107,3249.56,2763.47,3027.52,3241.38,3246.54,3247.67,3257.0,97.58,102.07,102.71,99.74,100.73,101.4,100.0
70,86,3286.77,2798.43,3062.17,3275.16,3282.11,3282.97,3293.0,97.58,102.07,102.71,104.44,100.86,101.4,100.0
71,106,3335.53,2849.47,3113.52,3324.01,3332.43,3333.46,3343.0,97.52,102.07,102.71,97.7,100.65,100.97,100.0
72,103,3384.28,2900.5,3164.88,3373.44,3382.82,3384.2,3393.0,97.52,102.07,102.71,98.85,100.78,101.48,100.0
73,97,3432.53,2946.47,3210.52,3420.44,3429.37,3430.46,3440.0,97.52,102.07,102.71,99.99,100.92,101.48,100.0
74,104,3481.28,2997.5,3261.88,3472.42,3479.77,3481.37,3490.0,97.51,102.07,102.71,103.96,100.8,101.84,100.0
75,88,3520.53,3034.47,3298.52,3507.85,3517.3,3518.1,3528.0,97.51,102.07,102.71,105.13,100.93,102.56,100.0
