day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,108,24.74,-10.88,21.84,24.74,24.74,24.74,25.28,82.47,169.82,123.08,82.47,82.47,82.47,84.27
1,111,49.46,-22.67,41.97,50.4,49.48,49.48,50.56,82.4,175.41,139.17,85.54,82.47,82.47,84.27
2,97,74.16,-51.3,47.09,76.99,74.22,74.22,75.84,82.33,179.48,132.8,88.62,82.47,82.47,84.27
3,93,98.84,-84.64,46.88,104.5,98.96,98.96,101.12,82.26,180.47,140.41,91.71,82.47,82.47,84.27
4,84,123.5,-127.09,33.41,122.14,121.36,121.36,126.13,82.2,180.64,139.16,94.79,88.0,88.0,84.27
5,112,148.14,-140.7,53.59,148.55,148.43,148.43,151.41,82.13,179.44,135.98,88.02,90.22,90.22,84.27
6,145,172.76,-122.67,94.87,175.86,175.61,175.61,176.69,82.07,181.38,133.11,91.05,90.62,90.62,84.27
7,84,197.36,-167.24,82.24,194.01,195.93,195.93,201.71,82.0,183.68,140.49,94.08,90.97,90.97,84.27
8,107,221.94,-187.85,94.53,221.36,222.77,222.77,226.99,81.94,182.3,138.11,91.17,89.47,89.47,84.27
9,91,246.5,-225.17,87.95,246.44,249.7,249.7,252.27,81.88,183.32,137.23,94.18,89.77,89.77,84.27
10,159,271.05,-194.22,128.3,273.46,276.72,276.72,277.55,81.82,182.92,138.8,90.06,90.05,90.05,84.27
11,124,295.57,-199.5,155.22,302.37,303.81,303.81,302.83,81.75,184.69,139.06,96.39,90.31,90.31,84.27
12,100,320.08,-229.83,157.27,332.19,330.98,330.98,328.11,81.69,186.18,139.69,99.39,90.55,90.55,84.27
13,105,344.57,-255.2,165.03,363.23,358.21,358.21,353.39,81.63,186.24,140.62,103.46,90.78,90.78,84.27
14,98,369.04,-287.82,164.93,386.69,385.51,385.51,378.67,81.58,186.6,139.19,106.49,91.0,91.0,84.27
15,115,393.5,-303.38,182.22,416.89,412.87,412.87,403.95,81.52,186.52,139.08,100.69,91.2,91.2,84.27
16,159,417.94,-275.23,211.14,447.99,440.29,440.29,429.23,81.46,93.83,96.56,103.66,91.39,91.39,84.27
17,73,433.96,-267.91,216.65,446.34,449.19,449.19,443.24,81.4,93.83,96.56,106.65,91.58,91.58,84.27
18,127,458.33,-239.76,245.57,474.89,477.89,477.89,468.52,81.25,93.83,96.56,95.15,95.68,95.68,84.27
19,72,473.5,-233.45,250.08,478.26,482.61,482.61,481.54,81.19,93.83,96.56,98.04,96.12,96.12,84.27
20,101,497.8,-205.3,279.01,504.14,511.01,511.01,506.82,81.03,93.83,96.56,86.27,94.69,94.69,84.27
21,109,522.1,-177.15,307.93,534.23,539.56,539.56,532.1,80.98,93.83,96.56,100.3,95.16,95.16,84.27
22,92,546.37,-150.83,332.44,553.98,564.63,564.63,557.38,80.92,93.83,96.56,103.21,95.62,95.62,84.27
23,145,570.64,-122.68,361.36,585.53,593.31,593.31,582.66,80.87,93.83,96.56,105.17,95.61,95.61,84.27
24,63,577.06,-125.36,356.87,572.85,589.08,589.08,586.67,80.82,93.83,96.56,108.12,96.04,96.04,84.27
25,55,575.68,-136.04,344.37,564.82,576.87,576.87,582.68,80.55,93.83,96.56,90.04,96.02,96.02,84.27
26,111,599.73,-107.89,373.3,588.53,605.52,605.52,607.96,80.17,93.83,96.56,79.04,95.53,95.53,84.27
27,50,593.65,-123.57,355.8,581.25,588.2,588.2,598.98,80.12,93.83,96.56,81.83,96.18,96.18,84.27
28,122,617.55,-95.42,384.73,606.21,616.62,616.62,624.26,79.68,93.83,96.56,83.19,94.74,94.74,84.27
29,138,641.44,-67.28,413.66,635.52,645.26,645.26,649.54,79.62,93.83,96.56,97.72,95.46,95.46,84.27
30,97,665.31,-39.13,442.58,662.06,674.11,674.11,674.82,79.57,93.83,96.56,100.66,96.16,96.16,84.27
31,83,689.17,-21.81,458.09,670.11,689.32,689.32,698.83,79.52,93.83,96.56,107.08,96.84,96.84,84.27
32,95,713.01,6.34,485.59,697.9,717.79,717.79,724.11,79.47,93.83,96.56,96.0,94.9,94.9,84.27
