day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,122,21.39,1.79,34.62,23.83,23.83,23.83,25.28,77.78,171.73,126.64,79.44,79.44,79.44,84.27
1,143,42.75,19.94,77.04,48.65,47.66,47.66,50.56,77.69,178.35,141.29,82.73,79.44,79.44,84.27
2,83,64.1,-26.38,57.56,71.42,71.49,71.49,74.57,77.6,184.76,142.68,86.04,79.44,79.44,84.27
3,118,85.41,-35.12,80.29,95.91,95.32,95.32,99.85,77.51,181.05,138.5,81.63,79.44,79.44,84.27
4,60,89.28,-103.83,46.79,96.48,92.09,92.09,100.87,77.43,183.87,141.34,84.9,90.33,90.33,84.27
5,143,110.47,-84.49,87.3,118.36,124.25,124.25,126.15,77.08,176.66,130.28,72.94,107.19,107.19,84.27
6,97,131.65,-113.85,91.66,141.5,144.12,144.12,151.43,76.99,180.51,134.22,77.14,110.18,110.18,84.27
7,130,152.8,-110.19,129.85,165.61,175.24,175.24,176.71,76.91,180.5,133.66,80.36,103.73,103.73,84.27
8,91,173.92,-147.29,127.07,192.29,192.1,192.1,201.99,76.83,183.0,135.35,91.89,105.91,105.91,84.27
9,129,195.03,-145.82,161.51,218.78,222.2,222.2,227.27,76.74,182.18,137.35,88.29,100.33,100.33,84.27
10,98,216.11,-176.74,165.73,246.25,248.85,248.85,252.55,76.66,184.17,137.15,91.56,101.93,101.93,84.27
11,81,237.17,-224.53,150.3,260.86,259.8,259.8,274.56,76.58,183.99,137.54,94.84,100.07,100.07,84.27
12,74,255.71,-278.19,130.92,273.85,266.32,266.32,289.57,76.5,182.36,138.09,87.16,96.4,96.4,84.27
13,119,276.71,-285.41,156.97,297.66,294.33,294.33,314.85,76.39,180.32,135.55,79.38,93.37,93.37,84.27
14,129,297.7,-283.49,192.27,322.42,322.66,322.66,340.13,76.32,181.53,136.27,82.53,94.44,94.44,84.27
15,148,318.67,-263.56,235.16,349.51,351.3,351.3,365.41,76.24,182.96,137.94,90.3,95.45,95.45,84.27
16,23,286.45,-369.8,162.35,303.99,306.81,306.81,329.43,76.16,184.63,136.95,97.89,96.41,96.41,84.27
17,173,307.11,-321.18,203.33,324.78,336.05,336.05,354.71,75.15,177.68,134.68,69.31,97.47,97.47,84.27
18,121,327.76,-325.91,230.02,346.52,365.8,365.8,379.99,75.07,179.62,135.82,72.47,99.17,99.17,84.27
19,162,348.38,-290.35,271.04,369.22,396.04,396.04,405.27,75.0,180.63,134.23,75.63,100.79,100.79,84.27
20,106,368.99,-312.05,285.12,400.35,426.74,426.74,430.55,74.92,182.43,136.65,103.77,102.34,102.34,84.27
21,126,389.57,-313.91,318.91,432.49,457.89,457.89,455.83,74.85,182.67,135.83,107.16,103.84,103.84,84.27
22,83,410.13,-359.44,307.17,438.08,467.2,467.2,479.84,74.77,183.61,137.16,110.59,105.27,105.27,84.27
23,99,430.68,-388.34,311.7,467.47,495.13,495.13,505.12,74.7,182.71,132.86,97.97,101.54,101.54,84.27
24,82,451.2,-434.19,333.33,478.59,506.72,506.72,528.13,74.63,182.64,89.52,101.26,100.58,100.58,84.27
25,90,471.7,-471.45,360.45,504.58,528.17,528.17,553.41,74.56,181.81,89.52,91.44,97.92,97.92,84.27
26,123,492.19,-475.44,387.58,533.64,557.09,557.09,578.69,74.49,181.41,89.52,96.84,96.41,96.41,84.27
27,110,512.65,-492.95,414.7,563.66,586.32,586.32,603.98,74.42,182.16,89.52,100.09,97.41,97.41,84.27
28,68,526.75,-552.71,422.33,554.82,585.45,585.45,612.99,74.35,182.51,89.52,109.78,98.38,98.38,84.27
29,96,547.16,-583.5,449.45,582.7,614.16,614.16,638.27,74.21,181.13,89.52,92.93,95.7,95.7,84.27
30,94,567.55,-616.23,476.58,609.42,640.54,640.54,663.55,74.14,181.04,89.52,96.12,96.59,96.59,84.27
31,99,587.92,-643.85,503.7,637.07,669.29,669.29,688.83,74.08,180.89,89.52,92.16,95.81,95.81,84.27
32,121,608.27,-649.5,530.82,669.84,698.28,698.28,714.11,74.01,180.92,89.52,109.24,96.63,96.63,84.27
33,13,567.66,-699.68,483.45,604.04,643.08,643.08,668.12,73.94,90.26,89.52,112.58,97.43,97.43,84.27
34,122,587.71,-672.6,510.57,627.2,672.11,672.11,693.4,72.89,90.26,89.52,77.22,96.79,96.79,84.27
35,81,607.73,-654.78,531.2,651.32,684.66,684.66,715.41,72.82,90.26,89.52,80.4,97.79,97.79,84.27
36,104,627.74,-627.71,558.33,676.39,713.44,713.44,740.69,72.76,90.26,89.52,83.57,95.94,95.94,84.27
37,119,647.73,-600.63,585.45,711.44,742.5,742.5,765.98,72.69,90.26,89.52,119.93,96.86,96.86,84.27
38,102,667.7,-573.55,612.57,731.8,771.83,771.83,791.26,72.63,90.26,89.52,116.63,97.76,97.76,84.27
39,80,687.66,-556.73,632.2,735.87,782.79,782.79,812.27,72.56,90.26,89.52,108.48,98.63,98.63,84.27
40,76,707.6,-543.91,647.83,744.98,791.01,791.01,829.28,72.5,90.26,89.52,95.56,96.82,96.82,84.27
41,153,727.51,-516.84,674.96,770.75,819.52,819.52,854.56,72.43,90.26,89.52,85.92,95.02,95.02,84.27
42,78,747.42,-502.02,692.59,782.96,830.47,830.47,873.57,72.37,90.26,89.52,93.99,95.79,95.79,84.27
