day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,82,39.56,-9.61,11.61,39.56,39.56,39.56,32.0,84.88,183.21,140.77,84.88,84.88,84.88,100.0
1,95,81.99,-4.17,37.39,78.87,82.0,82.0,77.0,84.85,179.13,138.44,78.63,84.88,84.88,100.0
2,77,116.56,-16.81,45.27,113.96,116.56,116.56,104.0,84.85,179.28,138.24,83.83,84.88,84.88,100.0
3,0,74.17,-105.0,-21.86,75.59,74.12,74.12,54.0,84.78,176.38,134.27,76.74,84.88,84.88,100.0
4,103,116.15,-83.66,15.35,98.73,106.7,106.7,104.0,83.96,163.31,131.58,46.29,140.84,140.84,100.0
5,138,158.13,-28.85,82.0,124.13,172.21,172.21,154.0,83.96,166.38,133.32,50.8,131.02,131.02,100.0
6,101,200.11,-14.17,113.99,152.96,203.21,203.21,204.0,83.96,172.66,138.03,57.65,140.0,140.0,100.0
7,78,236.13,-23.16,122.7,187.03,215.3,215.3,232.0,83.96,173.98,138.57,87.87,131.81,131.81,100.0
8,69,263.18,-40.65,123.24,216.2,222.53,222.53,251.0,83.9,172.97,136.92,79.66,123.55,123.55,100.0
9,156,305.06,29.66,190.39,251.77,280.89,280.89,301.0,83.77,171.38,134.3,71.14,116.71,116.71,100.0
10,24,287.18,-34.7,145.61,237.83,244.02,244.02,275.0,83.77,176.73,137.56,75.87,121.74,121.74,100.0
11,143,328.79,22.36,210.24,266.07,301.78,301.78,325.0,83.23,171.88,129.27,56.48,115.53,115.53,100.0
12,140,370.41,74.55,276.29,298.4,361.93,361.93,375.0,83.23,175.61,132.1,64.66,120.3,120.3,100.0
13,144,412.02,129.2,343.67,333.08,424.31,424.31,425.0,83.23,178.69,134.75,69.35,124.75,124.75,100.0
14,106,453.64,144.38,381.04,378.75,465.84,465.84,475.0,83.23,181.64,137.25,91.34,128.93,128.93,100.0
15,39,451.02,92.3,351.11,369.65,441.74,441.74,464.0,83.23,182.16,137.87,96.19,126.21,126.21,100.0
16,161,492.45,163.76,418.56,405.65,501.85,501.85,514.0,82.85,179.09,134.9,71.99,120.22,120.22,100.0
17,44,495.02,116.54,394.05,411.31,484.01,484.01,508.0,82.85,182.43,137.02,76.67,123.69,123.69,100.0
18,46,499.77,72.6,372.74,426.97,471.0,471.0,504.0,82.52,179.88,134.61,60.68,118.01,118.01,100.0
19,201,540.87,161.43,439.0,461.85,527.49,527.49,554.0,82.21,177.65,132.51,69.75,112.97,112.97,100.0
20,115,581.98,185.76,486.82,499.07,584.53,584.53,604.0,82.21,181.34,134.36,74.43,115.92,115.92,100.0
21,74,614.87,168.7,493.16,528.06,600.31,600.31,628.0,82.21,182.12,135.32,90.01,116.43,116.43,100.0
22,110,655.94,188.11,535.88,570.41,653.77,653.77,678.0,82.15,181.19,134.57,84.7,113.07,113.07,100.0
23,80,694.87,177.25,548.25,605.69,677.26,677.26,708.0,82.15,181.71,135.25,89.43,113.02,113.02,100.0
24,89,735.94,175.71,569.86,646.45,710.95,710.95,747.0,82.13,181.09,134.78,81.51,110.62,110.62,100.0
25,90,777.0,175.29,613.75,690.69,746.44,746.44,787.0,82.13,180.83,92.22,91.52,109.03,109.03,100.0
26,93,818.06,220.42,659.86,733.86,785.6,785.6,830.0,82.13,95.75,92.22,86.35,107.68,107.68,100.0
27,41,818.0,213.54,654.75,727.78,773.28,773.28,821.0,82.13,95.75,92.22,94.17,106.65,106.65,100.0
28,67,844.1,232.67,675.64,759.03,788.18,788.18,838.0,81.81,95.75,92.22,71.49,104.18,104.18,100.0
29,79,882.25,263.8,708.53,791.88,816.03,816.03,867.0,81.69,95.75,92.22,65.71,102.3,102.3,100.0
30,122,923.09,311.67,754.64,827.0,866.54,866.54,917.0,81.67,95.75,92.22,70.23,101.02,101.02,100.0
31,118,963.92,359.54,800.75,873.24,917.89,917.89,967.0,81.67,95.75,92.22,92.47,102.69,102.69,100.0
32,142,1004.76,407.42,846.86,922.56,970.05,970.05,1017.0,81.67,95.75,92.22,98.64,104.32,104.32,100.0
33,56,1019.92,415.54,856.75,926.89,973.1,973.1,1023.0,81.67,95.75,92.22,103.34,105.89,105.89,100.0
34,130,1060.66,463.42,902.86,968.26,1025.03,1025.03,1073.0,81.48,95.75,92.22,82.75,103.87,103.87,100.0
35,200,1101.4,511.29,948.97,1011.9,1077.7,1077.7,1123.0,81.48,95.75,92.22,87.28,105.34,105.34,100.0
