day,d,op,mle,mle20,mle30,mle50,mle100,mle150,mle200,mle300,mle500
507,206,19341.0,18968.0,17028.38,17331.07,18452.85,18803.63,18954.31,19033.08,19037.9,18968.14
508,195,19436.0,19017.24,17111.16,17426.23,18540.08,18867.24,19017.08,19088.78,19091.63,19017.45
509,275,19536.0,19066.5,17227.88,17528.08,18627.31,18930.85,19079.85,19144.48,19145.36,19066.75
510,233,19636.0,19115.8,17331.68,17629.93,18717.2,18995.36,19142.62,19200.78,19199.26,19116.06
511,230,19736.0,19165.12,17424.76,17738.56,18810.63,19059.86,19205.9,19257.44,19253.15,19165.36
512,175,19811.0,19214.48,17456.81,17798.68,18892.2,19125.37,19269.77,19314.09,19307.22,19214.8
513,185,19896.0,19263.86,17496.18,17866.22,18981.0,19190.89,19334.21,19371.1,19361.46,19264.24
514,239,19996.0,19313.28,17586.31,17982.84,19079.86,19257.08,19398.64,19428.59,19416.0,19313.67
515,205,20096.0,19362.72,17636.18,18057.71,19182.16,19323.28,19463.79,19486.38,19470.53,19363.11
516,152,20148.0,19412.2,17627.77,18076.87,19231.72,19389.48,19528.94,19544.41,19525.21,19412.55
517,229,20248.0,19461.7,17694.03,18172.38,19331.69,19456.56,19594.08,19602.43,19580.18,19462.03
518,179,20327.0,19511.24,17704.89,18212.62,19410.72,19524.48,19659.23,19660.96,19635.16,19511.63
519,241,20427.0,19560.8,17791.26,18312.02,19509.2,19592.4,19725.21,19719.49,19690.14,19561.36
520,221,20527.0,19610.4,17853.17,18386.26,19611.07,19661.36,19791.19,19778.55,19745.12,19611.24
521,177,20604.0,19660.02,17881.62,18411.56,19682.16,19731.24,19857.91,19838.11,19800.32,19661.12
522,247,20704.0,19709.67,17990.78,18504.74,19786.18,19802.01,19925.18,19898.04,19855.52,19711.07
523,218,20804.0,19759.36,18078.18,18563.85,19894.1,19872.78,19992.45,19958.28,19910.72,19761.02
524,206,20904.0,19809.07,18151.52,18607.33,19987.19,19943.55,20059.73,20018.87,19966.22,19811.09
525,211,21004.0,19858.81,18237.83,18652.63,20086.43,20015.05,20127.71,20079.45,20021.9,19861.34
526,187,21091.0,19908.58,18307.28,18669.81,20158.41,20087.56,20195.69,20140.48,20077.58,19911.6
527,223,21191.0,19958.38,18412.92,18720.22,20263.34,20160.07,20264.23,20201.92,20133.26,19961.98
528,289,21291.0,20008.21,18523.94,18832.87,20385.2,20232.58,20333.85,20263.79,20188.94,20012.53
529,151,21342.0,20058.07,18556.78,18812.97,20409.02,20306.36,20404.23,20325.66,20244.61,20063.07
530,218,21442.0,20107.95,18664.88,18869.27,20503.82,20381.66,20475.35,20387.53,20300.29,20113.61
531,200,21542.0,20157.87,18755.37,18914.46,20577.62,20456.95,20546.47,20449.79,20355.97,20164.27
532,189,21631.0,20207.82,18835.65,18955.37,20642.98,20533.31,20617.59,20512.44,20411.65,20214.94
533,267,21731.0,20257.79,18944.74,19080.64,20768.16,20611.03,20688.71,20575.08,20467.33,20265.6
534,136,21767.0,20307.79,18964.31,19078.78,20773.13,20668.38,20752.66,20638.25,20523.0,20316.27
535,231,21867.0,20357.82,19077.99,19178.28,20871.65,20746.55,20825.52,20701.88,20578.96,20366.93
536,167,21934.0,20407.88,19124.12,19217.97,20908.1,20826.02,20899.14,20765.5,20634.92,20417.69
537,203,22034.0,20457.97,19205.77,19298.8,20984.22,20905.49,20972.77,20829.5,20690.88,20468.45
538,203,22134.0,20508.09,19288.18,19383.82,21058.35,20985.97,21046.4,20893.9,20746.84,20519.22
539,197,22231.0,20558.24,19363.89,19466.79,21124.36,21067.46,21120.86,20958.81,20802.8,20570.05
540,235,22331.0,20608.41,19478.88,19576.95,21226.83,21150.56,21195.33,21023.72,20858.76,20620.88
541,172,22403.0,20658.62,19530.42,19638.79,21263.11,21235.06,21270.59,21089.21,20914.72,20671.72
542,181,22484.0,20708.85,19591.07,19713.83,21307.28,21321.77,21345.86,21154.69,20970.68,20722.55
543,215,22584.0,20759.11,19687.66,19819.9,21384.23,21409.95,21422.29,21220.65,21026.64,20773.39
544,152,22636.0,20809.4,19721.31,19861.84,21396.16,21472.07,21497.86,21287.04,21082.89,20824.22
545,208,22736.0,20859.71,19812.5,19961.3,21463.18,21563.67,21574.81,21353.99,21139.41,20875.06
546,221,22836.0,20910.06,19916.76,20069.89,21540.87,21655.28,21651.75,21421.45,21196.17,20925.89
547,198,22934.0,20960.43,19996.99,20154.62,21593.27,21746.88,21728.7,21488.92,21252.94,20976.88
548,173,23007.0,21010.83,20052.95,20214.92,21618.99,21826.81,21805.64,21556.39,21309.7,21027.87
549,192,23099.0,21061.26,20135.84,20294.32,21667.78,21922.16,21882.59,21624.4,21366.46,21078.86
550,129,23128.0,21111.72,20154.59,20311.62,21657.12,21953.94,21934.64,21684.88,21423.22,21129.85
551,178,23206.0,21162.21,20224.72,20379.52,21699.48,22033.81,22012.22,21753.6,21480.27,21180.84
552,193,23299.0,21212.72,20310.47,20462.4,21760.18,22126.33,22090.72,21823.0,21537.31,21231.83
553,217,23399.0,21263.26,20417.84,20570.27,21847.8,22230.19,22169.21,21892.4,21594.36,21282.82
554,191,23490.0,21313.83,20501.47,20652.16,21911.79,22315.22,22249.08,21962.25,21651.4,21333.91
555,182,23572.0,21364.43,20574.57,20725.32,21969.45,22388.79,22330.26,22032.11,21708.44,21385.13
556,214,23672.0,21415.05,20676.28,20831.01,22061.76,22491.69,22412.93,22102.67,21765.75,21436.35
557,132,23704.0,21465.7,20698.96,20854.2,22074.13,22508.68,22462.26,22163.43,21823.06,21487.57
558,144,23748.0,21516.38,20735.54,20891.0,22101.43,22536.82,22523.85,22235.4,21880.57,21538.8
559,234,23848.0,21567.09,20841.36,20995.55,22215.42,22650.95,22606.3,22307.97,21938.32,21590.02
560,247,23948.0,21617.82,20954.32,21104.8,22329.41,22767.27,22689.9,22380.53,21996.27,21641.24
561,218,24048.0,21668.59,21052.73,21209.91,22433.42,22866.17,22773.49,22453.7,22054.45,21692.52
562,175,24123.0,21719.38,21106.63,21271.62,22496.15,22921.27,22858.35,22527.53,22112.63,21743.99
563,234,24223.0,21770.19,21219.72,21384.63,22608.43,23033.61,22943.22,22602.01,22171.14,21795.46
564,171,24294.0,21821.04,21269.07,21439.75,22664.97,23079.13,23028.08,22676.49,22229.85,21846.94
565,170,24364.0,21871.91,21316.82,21493.12,22722.86,23122.34,23112.95,22751.78,22288.82,21898.48
566,265,24464.0,21922.81,21437.89,21608.48,22834.55,23247.54,23197.81,22827.06,22348.13,21950.02
567,239,24564.0,21973.73,21547.85,21726.9,22948.82,23361.34,23283.8,22902.34,22407.44,22001.56
568,206,24664.0,22024.69,21623.2,21811.38,23040.55,23441.24,23370.86,22977.63,22466.75,22053.25
569,161,24725.0,22075.67,21652.42,21850.76,23086.92,23476.73,23444.8,23053.85,22526.4,22104.94
570,242,24825.0,22126.67,21763.64,21971.62,23199.09,23592.51,23533.64,23130.06,22586.06,22156.78
571,184,24909.0,22177.71,21812.9,22034.76,23270.92,23646.88,23623.65,23207.11,22645.71,22208.63
572,181,24990.0,22228.77,21858.96,22094.64,23339.65,23699.7,23713.48,23284.81,22705.58,22260.56
573,151,25041.0,22279.86,21875.42,22124.52,23380.52,23721.38,23772.13,23358.11,22765.46,22312.68
574,195,25136.0,22330.97,21946.4,22203.97,23467.76,23786.01,23864.41,23436.53,22825.58,22364.93
575,167,25203.0,22382.11,21989.25,22254.51,23527.13,23823.91,23939.13,23515.76,22885.99,22417.17
576,199,25302.0,22433.28,22064.55,22337.9,23619.02,23892.95,24033.06,23594.99,22946.65,22469.52
577,192,25394.0,22484.48,22140.93,22418.53,23703.75,23952.98,24127.0,23674.9,23007.53,22522.0
578,205,25494.0,22535.7,22228.54,22512.29,23801.86,24024.53,24220.94,23755.99,23068.41,22574.6
579,257,25594.0,22586.95,22347.73,22624.19,23907.09,24146.31,24316.39,23837.96,23129.66,22627.2
580,209,25694.0,22638.22,22437.54,22716.85,24008.54,24219.86,24413.61,23920.8,23190.91,22679.81
581,211,25794.0,22689.52,22536.65,22809.82,24112.09,24293.92,24510.83,24003.63,23252.15,22732.53
582,193,25887.0,22740.85,22617.95,22884.09,24197.48,24351.23,24605.27,24086.46,23313.4,22785.25
583,226,25987.0,22792.21,22730.15,22991.35,24305.14,24440.61,24706.73,24169.29,23374.89,22837.98
584,203,26087.0,22843.59,22814.36,23075.36,24400.48,24504.66,24808.19,24253.18,23437.01,22890.93
585,233,26187.0,22895.0,22927.63,23189.11,24508.94,24597.01,24909.65,24337.89,23499.13,22943.89
586,250,26287.0,22946.43,23049.26,23309.5,24618.86,24707.31,25012.69,24423.5,23561.25,22996.99
587,159,26346.0,22997.89,23086.63,23343.61,24665.62,24727.14,25068.65,24496.89,23623.79,23050.32
588,225,26446.0,23049.37,23192.3,23443.09,24777.33,24812.37,25171.48,24583.46,23686.32,23103.64
589,220,26546.0,23100.89,23292.38,23535.76,24883.67,24890.96,25274.3,24671.02,23749.2,23157.08
590,253,26646.0,23152.43,23414.05,23658.64,24997.67,25001.27,25378.89,24758.58,23812.07,23210.52
591,179,26725.0,23203.99,23464.2,23714.76,25061.04,25035.24,25451.73,24847.09,23874.95,23264.12
592,171,26796.0,23255.58,23506.49,23763.69,25116.32,25060.47,25513.94,24929.58,23938.22,23317.73
593,199,26895.0,23307.2,23577.07,23840.67,25199.71,25113.06,25602.62,25020.79,24001.75,23371.49
594,165,26960.0,23358.84,23612.14,23888.23,25249.31,25130.7,25654.57,25094.58,24065.28,23425.26
595,172,27032.0,23410.51,23655.1,23942.88,25305.72,25154.65,25711.93,25174.43,24128.81,23479.02
596,231,27132.0,23462.2,23756.88,24056.47,25420.84,25236.62,25826.22,25267.68,24192.71,23532.9
597,167,27199.0,23513.92,23793.6,24109.7,25470.84,25253.02,25878.93,25341.43,24256.94,23586.89
598,187,27286.0,23565.67,23851.05,24184.3,25541.23,25288.69,25952.17,25434.41,24321.16,23640.98
599,205,27386.0,23617.44,23927.07,24277.26,25629.44,25344.44,26041.51,25529.89,24385.39,23695.07
600,178,27464.0,23669.24,23984.4,24342.37,25690.45,25375.01,26101.47,25612.41,24449.93,23749.31
601,195,27559.0,23721.06,24059.63,24428.92,25767.8,25424.59,26176.81,25709.88,24514.47,23803.55
602,232,27659.0,23772.91,24172.34,24537.58,25881.91,25512.96,26287.24,25808.5,24579.01,23857.91
603,187,27746.0,23824.78,24238.84,24611.53,25950.39,25557.57,26349.03,25896.88,24643.89,23912.39
604,171,27817.0,23876.68,24297.45,24668.78,26003.28,25587.93,26393.41,25966.51,24708.76,23966.88
605,242,27917.0,23928.61,24408.97,24782.08,26121.13,25691.1,26509.76,26069.82,24773.64,24021.55
606,145,27962.0,23980.56,24435.75,24808.83,26145.73,25698.23,26525.49,26109.79,24838.82,24076.21
607,155,28017.0,24032.53,24481.63,24846.58,26181.2,25717.17,26550.42,26160.21,24904.45,24130.98
608,160,28077.0,24084.53,24532.59,24890.02,26221.31,25742.84,26579.48,26215.83,24970.53,24185.87
609,211,28177.0,24136.56,24636.35,24985.33,26312.17,25821.17,26660.91,26320.11,25036.61,24240.76
610,198,28275.0,24188.61,24727.33,25071.66,26392.16,25887.71,26729.5,26412.46,25103.37,24295.65
611,180,28355.0,24240.69,24807.36,25140.21,26456.38,25937.56,26778.54,26485.75,25170.55,24350.53
612,196,28451.0,24292.79,24903.35,25225.35,26537.09,26004.82,26844.59,26573.23,25237.73,24405.57
613,186,28537.0,24344.92,24988.69,25300.43,26607.53,26063.32,26899.2,26649.95,25305.33,24460.73
614,230,28637.0,24397.07,25089.01,25410.58,26720.81,26167.11,26996.81,26759.58,25373.49,24516.02
615,186,28723.0,24449.25,25166.71,25482.29,26791.05,26227.73,27048.26,26835.95,25442.01,24571.32
616,200,28823.0,24501.45,25258.02,25568.94,26875.07,26303.58,27114.76,26926.04,25510.54,24626.77
617,195,28918.0,24553.68,25345.19,25654.75,26956.2,26375.5,27177.02,27009.15,25579.06,24682.23
618,232,29018.0,24605.93,25453.8,25764.63,27067.99,26485.52,27277.11,27122.74,25648.16,24737.8
619,187,29105.0,24658.21,25524.25,25838.05,27141.26,26551.26,27332.2,27196.15,25717.26,24793.51
620,155,29160.0,24710.51,25563.23,25880.13,27182.2,26586.09,27356.27,27235.98,25786.97,24849.49
621,214,29260.0,24762.84,25661.85,25986.2,27284.69,26681.16,27438.82,27334.13,25857.25,24905.46
622,204,29360.0,24815.19,25749.89,26081.58,27376.78,26767.07,27511.86,27420.14,25927.96,24961.44
623,215,29460.0,24867.57,25849.73,26187.31,27479.58,26864.87,27594.8,27516.78,25999.07,25017.41
624,221,29560.0,24919.97,25954.72,26296.91,27587.55,26969.46,27682.13,27618.8,26070.58,25073.5
625,187,29647.0,24972.39,26024.2,26369.41,27661.16,27040.76,27735.93,27686.11,26142.09,25129.59
626,221,29747.0,25024.85,26133.68,26475.61,27768.52,27147.02,27822.92,27786.24,26214.12,25185.78
627,204,29847.0,25077.32,26218.92,26564.97,27858.57,27236.95,27891.21,27868.8,26286.64,25242.1
628,233,29947.0,25129.82,26331.72,26680.36,27972.68,27350.22,27987.35,27980.31,26359.67,25298.55
629,188,30035.0,25182.35,26397.33,26748.14,28044.54,27424.95,28036.81,28044.47,26432.69,25354.99
630,236,30135.0,25234.89,26511.6,26864.29,28158.43,27537.33,28135.46,28155.28,26505.72,25411.44
631,178,30213.0,25287.47,26566.72,26921.13,28220.56,27602.95,28174.61,28207.43,26579.23,25467.89
632,183,30296.0,25340.07,26626.87,26983.33,28288.12,27674.5,28220.05,28263.81,26653.19,25524.33
633,184,30380.0,25392.69,26688.4,27051.46,28356.79,27747.92,28267.7,28320.19,26727.15,25580.92
634,172,30452.0,25445.33,26737.97,27107.66,28415.75,27810.2,28302.35,28365.18,26801.72,25637.68
635,265,30552.0,25498.0,26851.65,27223.49,28528.41,27920.16,28429.15,28491.4,26876.83,25694.44
636,131,30583.0,25550.7,26860.61,27238.66,28546.75,27941.2,28421.8,28494.67,26932.72,25751.31
637,146,30629.0,25603.42,26886.47,27268.99,28582.8,27978.32,28430.91,28514.14,27002.7,25808.19
638,160,30689.0,25656.16,26927.69,27313.44,28632.96,28030.46,28453.65,28548.69,27080.12,25865.23
639,194,30783.0,25708.93,27011.85,27391.85,28719.47,28117.52,28509.88,28618.15,27158.15,25922.27
640,200,30883.0,25761.72,27101.83,27476.61,28812.29,28211.31,28571.52,28692.51,27236.18,25979.31
641,214,30983.0,25814.54,27204.54,27575.32,28917.67,28316.84,28646.23,28779.85,27314.89,26036.35
642,168,31051.0,25867.38,27261.25,27627.34,28978.23,28379.31,28674.06,28819.5,27393.6,26093.67
643,174,31125.0,25920.24,27324.95,27685.89,29044.82,28448.64,28707.46,28864.66,27472.9,26151.27
644,207,31225.0,25973.13,27422.78,27777.68,29144.71,28551.76,28773.38,28942.17,27552.73,26208.87
645,184,31309.0,26026.04,27497.99,27850.65,29221.08,28631.57,28815.5,28995.41,27633.23,26266.47
646,117,31326.0,26078.97,27506.28,27856.66,29230.31,28645.12,28789.84,28982.39,27669.09,26324.07
647,230,31426.0,26131.93,27605.6,27966.18,29335.4,28747.53,28876.68,29083.59,27750.18,26382.0
648,171,31497.0,26184.92,27670.2,28023.26,29399.1,28816.12,28903.41,29125.75,27831.26,26439.93
649,224,31597.0,26237.92,27774.88,28132.33,29506.21,28918.53,28984.51,29220.33,27912.99,26498.1
650,213,31697.0,26290.95,27875.29,28231.72,29610.27,29020.93,29055.46,29302.64,27995.35,26556.28
651,203,31797.0,26344.01,27966.33,28319.93,29703.88,29120.49,29117.38,29373.75,28077.7,26614.67
652,171,31868.0,26397.09,28024.61,28376.35,29765.38,29187.9,29148.36,29411.95,28160.85,26673.21
653,189,31957.0,26450.19,28101.24,28451.43,29845.62,29273.44,29198.58,29467.39,28244.0,26731.76
654,168,32025.0,26503.31,28156.72,28506.02,29904.83,29338.68,29228.91,29501.18,28327.16,26790.3
655,231,32125.0,26556.46,28269.13,28614.53,30013.59,29441.31,29323.44,29598.97,28410.31,26848.85
656,221,32225.0,26609.64,28377.72,28722.5,30122.35,29544.7,29408.62,29685.25,28494.28,26907.4
657,197,32322.0,26662.83,28459.62,28806.41,30207.93,29637.74,29470.54,29746.25,28579.05,26965.94
658,161,32383.0,26716.05,28504.01,28854.47,30257.0,29694.41,29497.42,29770.38,28654.64,27024.78
659,201,32483.0,26769.29,28588.34,28947.54,30346.02,29790.97,29565.43,29835.59,28741.59,27083.87
660,168,32551.0,26822.56,28639.47,29007.36,30402.17,29855.18,29601.32,29868.49,28822.64,27143.08
661,207,32651.0,26875.85,28730.53,29107.47,30497.68,29958.15,29677.27,29939.88,28912.05,27202.3
662,176,32727.0,26929.16,28790.77,29176.02,30561.83,30030.64,29723.01,29980.9,28997.81,27261.51
663,197,32824.0,26982.5,28871.77,29265.7,30647.23,30124.12,29790.72,30042.33,29090.85,27320.98
664,165,32889.0,27035.86,28920.1,29323.12,30700.49,30185.81,29827.27,30072.51,29162.81,27380.6
665,227,32989.0,27089.24,29031.64,29430.57,30809.82,30289.09,29926.8,30164.3,29258.11,27440.48
666,131,33020.0,27142.64,29045.86,29454.12,30829.33,30315.98,29930.87,30160.45,29293.81,27500.62
667,238,33120.0,27196.07,29163.16,29561.63,30940.05,30419.09,30042.95,30264.7,29389.04,27561.06
668,162,33182.0,27249.52,29207.86,29610.77,30989.2,30477.54,30079.43,30293.15,29455.81,27621.68
669,248,33282.0,27303.0,29324.92,29723.69,31099.52,30580.85,30202.84,30408.57,29553.11,27682.31
670,199,33381.0,27356.5,29406.86,29805.04,31185.98,30675.65,30277.53,30475.03,29650.4,27742.93
671,194,33475.0,27410.02,29484.21,29881.41,31266.86,30765.7,30347.93,30535.83,29746.08,27803.55
672,222,33575.0,27463.56,29589.82,29986.19,31375.99,30869.71,30447.07,30625.37,29847.6,27864.17
673,155,33630.0,27517.13,29626.89,30022.78,31417.84,30919.91,30479.73,30647.09,29901.08,27925.01
674,151,33681.0,27570.72,29660.92,30055.73,31456.42,30966.07,30509.26,30664.29,29950.1,27986.19
675,196,33777.0,27624.33,29740.42,30134.82,31540.88,31057.47,30584.66,30727.49,30042.85,28047.38
676,215,33877.0,27677.97,29846.98,30232.64,31644.21,31162.24,30679.73,30809.12,30148.09,28108.56
677,209,33977.0,27731.62,29947.68,30322.39,31741.57,31265.77,30769.32,30883.77,30251.85,28169.75
678,202,34077.0,27785.31,30041.03,30409.64,31831.83,31362.19,30852.47,30950.67,30344.83,28231.1
679,185,34162.0,27839.01,30116.25,30479.26,31907.11,31441.63,30919.22,30999.88,30417.85,28292.77
680,153,34215.0,27892.74,30159.9,30521.61,31950.43,31489.49,30954.65,31017.92,30456.78,28354.72
681,199,34314.0,27946.48,30249.95,30611.09,32042.28,31583.66,31036.87,31081.68,30541.86,28416.67
682,255,34414.0,28000.26,30358.69,30720.54,32149.7,31688.42,31153.07,31202.17,30657.11,28478.8
683,233,34514.0,28054.05,30474.25,30834.96,32259.3,31793.92,31269.28,31300.75,30772.37,28540.93
684,179,34593.0,28107.87,30534.68,30894.6,32326.43,31866.86,31332.07,31344.23,30834.8,28603.28
685,184,34677.0,28161.71,30599.7,30959.02,32398.47,31944.95,31399.65,31392.1,30900.63,28665.63
686,191,34768.0,28215.57,30672.98,31035.48,32479.77,32030.33,31474.88,31447.8,30971.7,28727.98
687,257,34868.0,28269.45,30792.46,31149.42,32590.22,32135.59,31590.05,31570.28,31092.36,28790.33
688,201,34968.0,28323.36,30873.98,31231.73,32678.0,32230.36,31675.88,31635.67,31172.7,28852.87
689,208,35068.0,28377.29,30961.35,31320.2,32772.24,32332.28,31769.25,31707.48,31257.78,28915.69
690,228,35168.0,28431.24,31073.97,31428.5,32886.2,32438.3,31883.11,31799.97,31361.73,28978.52
691,206,35268.0,28485.21,31159.06,31513.48,32976.02,32537.87,31975.33,31869.61,31440.62,29041.35
692,179,35347.0,28539.21,31216.8,31571.47,33040.96,32610.27,32041.04,31912.94,31491.7,29104.17
693,161,35408.0,28593.23,31257.8,31611.4,33087.76,32664.61,32089.35,31939.1,31523.29,29167.0
694,194,35502.0,28647.27,31331.58,31685.05,33167.71,32752.18,32171.34,31999.14,31588.38,29230.04
695,218,35602.0,28701.33,31428.11,31782.1,33271.83,32858.8,32277.13,32082.74,31677.2,29293.26
696,238,35702.0,28755.42,31543.96,31898.64,33386.19,32966.33,32388.94,32185.61,31785.08,29356.77
697,242,35802.0,28809.52,31663.08,32017.84,33503.89,33074.43,32500.75,32291.67,31895.42,29420.49
698,206,35902.0,28863.65,31745.17,32105.0,33592.19,33171.34,32594.94,32360.91,31968.23,29484.51
699,176,35978.0,28917.81,31797.13,32161.27,33650.02,33238.12,32659.59,32400.83,32010.73,29548.53
700,148,36026.0,28971.98,31821.34,32194.65,33682.43,33277.08,32696.83,32413.58,32025.64,29612.55
701,235,36126.0,29026.17,31932.61,32308.34,33797.24,33385.96,32807.71,32514.2,32127.14,29676.57
702,162,36188.0,29080.39,31969.78,32351.92,33842.22,33438.25,32858.83,32542.25,32153.29,29740.59
703,186,36274.0,29134.63,32040.55,32420.67,33911.29,33514.98,32934.57,32595.13,32204.16,29804.61
704,166,36340.0,29188.89,32092.62,32468.8,33960.41,33571.72,32990.84,32628.73,32233.71,29868.63
705,234,36440.0,29243.18,32206.21,32584.61,34077.28,33680.96,33099.97,32731.13,32330.4,29932.65
706,257,36540.0,29297.48,32328.7,32703.62,34194.15,33790.73,33209.09,32856.94,32447.67,29996.67
707,223,36640.0,29351.81,32419.64,32802.96,34300.28,33901.69,33318.22,32948.93,32529.61,30060.69
708,213,36740.0,29406.16,32509.18,32891.97,34396.01,34002.58,33421.33,33031.41,32601.26,30125.08
709,210,36840.0,29460.53,32595.36,32977.73,34488.02,34100.07,33521.13,33111.43,32669.9,30189.47
710,228,36940.0,29514.92,32699.48,33080.97,34597.89,34212.59,33630.92,33210.01,32755.18,30254.06
711,124,36964.0,29569.33,32707.35,33078.61,34602.91,34223.18,33645.13,33205.01,32736.19,30313.47
712,224,37064.0,29623.77,32817.39,33177.61,34708.86,34334.04,33754.21,33300.78,32816.84,30378.76
713,184,37148.0,29678.23,32886.15,33241.16,34774.13,34404.65,33829.13,33356.99,32857.37,30444.26
714,220,37248.0,29732.71,32990.28,33345.78,34875.57,34511.29,33937.69,33449.84,32934.51,30510.13
715,274,37348.0,29787.21,33106.89,33461.96,34994.9,34624.63,34046.25,33576.53,33065.64,30576.0
716,129,37377.0,29841.73,33111.11,33469.67,35004.57,34639.28,34066.69,33578.84,33050.5,30638.93
717,208,37477.0,29896.27,33197.4,33557.49,35093.13,34733.32,34166.81,33660.89,33114.11,30705.94
718,263,37577.0,29950.84,33318.12,33673.06,35210.33,34847.39,34274.29,33786.33,33231.71,30772.94
719,278,37677.0,30005.43,33447.96,33793.39,35330.39,34962.16,34381.77,33911.78,33363.48,30839.94
720,195,37772.0,30060.03,33501.97,33863.12,35405.33,35041.34,34468.68,33981.33,33409.67,30906.95
721,217,37872.0,30114.66,33576.42,33955.53,35502.32,35142.23,34576.31,34073.45,33477.12,30974.24
722,198,37970.0,30169.32,33632.43,34028.7,35579.97,35224.05,34666.68,34147.01,33524.51,31041.53
723,245,38070.0,30223.99,33734.24,34148.46,35700.0,35340.19,34774.38,34268.12,33619.52,31108.82
724,173,38143.0,30278.68,33761.95,34194.4,35749.87,35396.17,34839.03,34317.47,33642.35,31176.48
725,177,38220.0,30333.4,33793.39,34244.74,35803.43,35456.49,34908.24,34371.43,33670.06,31244.38
726,204,38320.0,30388.13,33863.24,34322.93,35884.24,35543.89,35004.4,34453.0,33724.27,31312.28
727,237,38420.0,30442.89,33975.57,34439.18,35998.19,35660.39,35111.82,34568.04,33812.02,31380.19
728,178,38498.0,30497.67,34028.43,34496.47,36052.66,35720.91,35182.4,34624.37,33840.81,31448.09
729,221,38598.0,30552.47,34125.31,34597.32,36150.46,35825.6,35289.3,34724.28,33911.98,31515.99
730,251,38698.0,30607.29,34249.77,34718.39,36274.19,35942.21,35396.2,34845.0,34011.95,31583.89
731,169,38767.0,30662.13,34285.58,34760.06,36316.14,35994.6,35458.3,34893.28,34029.77,31651.79
732,219,38867.0,30717.0,34369.94,34857.54,36408.49,36097.05,35564.65,34992.14,34097.22,31719.69
733,170,38937.0,30771.88,34405.44,34904.87,36454.22,36150.18,35627.84,35042.38,34114.67,31787.59
734,169,39006.0,30826.79,34440.33,34951.49,36501.87,36202.41,35690.58,35092.19,34132.05,31855.49
735,236,39106.0,30881.71,34543.8,35065.03,36616.65,36319.17,35796.3,35209.56,34217.36,31923.75
736,237,39206.0,30936.66,34656.69,35179.48,36731.66,36435.92,35902.03,35327.92,34302.52,31992.0
737,147,39253.0,30991.63,34676.37,35208.11,36755.99,36464.65,35943.3,35356.56,34297.87,32060.25
738,183,39336.0,31046.62,34733.76,35274.15,36819.41,36529.32,36020.6,35421.79,34330.24,32128.51
739,155,39391.0,31101.63,34772.51,35312.75,36855.05,36565.82,36070.38,35459.51,34335.42,32196.76
740,196,39487.0,31156.66,34861.72,35393.38,36932.32,36643.57,36161.73,35538.81,34381.2,32265.01
741,191,39578.0,31211.71,34945.91,35469.62,37006.99,36716.35,36248.5,35613.55,34421.42,32333.27
742,223,39678.0,31266.78,35052.04,35576.58,37113.84,36822.22,36352.78,35720.73,34492.82,32401.52
743,201,39778.0,31321.88,35138.64,35661.53,37198.11,36905.63,36448.98,35806.24,34542.64,32469.77
744,224,39878.0,31376.99,35249.46,35769.15,37304.88,37011.83,36553.79,35915.15,34614.84,32538.39
745,234,39978.0,31432.13,35364.07,35885.62,37421.25,37127.84,36659.15,36029.94,34696.07,32607.35
746,221,40078.0,31487.28,35460.98,35990.15,37524.37,37230.4,36765.03,36136.15,34764.62,32676.62
747,214,40178.0,31542.46,35550.36,36085.9,37622.5,37325.17,36870.92,36235.67,34826.66,32745.9
748,232,40278.0,31597.66,35658.42,36199.53,37736.34,37438.83,36977.37,36349.81,34907.25,32815.17
749,195,40373.0,31652.88,35727.84,36280.28,37815.36,37515.0,37065.44,36430.67,34949.93,32884.44
750,146,40419.0,31708.11,35749.04,36316.64,37845.15,37543.21,37104.55,36462.94,34943.12,32953.71
751,200,40519.0,31763.37,35834.58,36407.85,37928.89,37626.73,37197.77,36549.12,34989.94,33023.34
752,221,40619.0,31818.65,35940.26,36516.34,38035.86,37731.28,37304.57,36656.68,35057.21,33092.97
753,128,40647.0,31873.95,35952.87,36531.3,38049.11,37742.43,37325.46,36671.54,35030.57,33151.34
754,221,40747.0,31929.27,36059.56,36641.36,38155.95,37846.91,37432.39,36779.96,35096.68,33221.5
755,196,40843.0,31984.61,36139.79,36725.51,38237.11,37925.97,37520.9,36863.67,35138.35,33291.65
756,208,40943.0,32039.98,36233.13,36821.32,38332.49,38018.04,37621.6,36959.76,35191.37,33362.15
757,174,41017.0,32095.36,36293.27,36883.04,38395.88,38077.0,37688.03,37022.19,35209.67,33432.65
758,188,41105.0,32150.76,36366.65,36959.93,38473.81,38150.11,37768.38,37098.48,35241.51,33503.42
759,212,41205.0,32206.18,36463.89,37060.63,38576.03,38247.03,37872.61,37198.63,35298.19,33574.51
760,216,41305.0,32261.63,36563.54,37165.49,38682.22,38347.86,37980.39,37303.1,35359.51,33645.88
761,208,41405.0,32317.09,36654.64,37266.53,38780.54,38440.35,38080.15,37399.87,35412.18,33717.56
762,209,41505.0,32372.57,36746.26,37367.87,38878.9,38534.71,38180.78,37497.97,35466.52,33789.24
763,198,41603.0,32428.08,36835.12,37458.39,38966.43,38617.85,38270.35,37585.39,35509.25,33861.33
764,215,41703.0,32483.6,36941.07,37565.41,39070.8,38717.97,38376.87,37690.18,35569.74,33933.71
