day,d,op,mle,mle20,mle30,mle50,mle100,mle150,mle200,mle300,mle500
494,106,29133.13,29095.4,25611.72,26970.55,27882.61,28682.83,28931.34,29060.53,29117.39,29095.4
495,81,29179.41,29141.68,25637.17,26998.26,27916.98,28720.03,28970.18,29102.67,29160.29,29141.68
496,99,29243.69,29206.0,25680.63,27044.48,27969.74,28775.32,29027.0,29162.79,29221.17,29206.0
497,104,29312.98,29275.33,25729.08,27096.11,28027.8,28836.15,29089.12,29227.87,29287.01,29275.33
498,135,29393.99,29356.24,25808.53,27178.99,28116.94,28928.05,29182.51,29318.71,29376.21,29356.25
499,130,29475.0,29437.22,25882.99,27256.88,28200.74,29014.85,29270.7,29409.56,29465.4,29437.34
500,168,29578.28,29518.27,25995.44,27372.56,28309.06,29115.8,29368.6,29500.89,29554.84,29518.38
501,206,29719.56,29599.39,26125.05,27496.73,28421.58,29218.04,29466.5,29592.55,29644.28,29599.41
502,220,29870.57,29680.58,26269.65,27628.45,28538.01,29321.65,29565.28,29684.58,29733.92,29680.63
503,152,29957.85,29761.84,26352.68,27720.25,28638.16,29426.41,29664.63,29777.1,29823.82,29761.85
504,171,30064.13,29843.16,26453.04,27830.02,28756.9,29533.0,29764.67,29870.03,29913.71,29843.18
505,182,30181.41,29924.55,26562.45,27950.49,28880.05,29641.32,29864.71,29963.36,30003.6,29924.52
506,194,30310.69,30006.01,26683.14,28081.84,29007.83,29751.56,29965.67,30057.17,30093.49,30005.97
507,206,30451.98,30087.53,26814.59,28223.4,29140.27,29863.03,30067.52,30151.59,30183.39,30087.52
508,195,30582.26,30169.12,26933.06,28352.32,29276.5,29975.68,30170.12,30246.64,30273.71,30169.24
509,275,30733.27,30250.78,27115.9,28509.86,29415.28,30089.61,30273.41,30341.69,30364.26,30251.04
510,233,30884.28,30332.51,27262.56,28667.4,29558.14,30205.2,30377.38,30437.57,30455.11,30332.94
511,230,31035.29,30414.3,27403.11,28825.65,29705.86,30320.8,30482.18,30534.03,30545.96,30414.83
512,175,31145.57,30496.16,27486.21,28927.5,29815.73,30438.2,30587.86,30630.5,30637.12,30496.91
513,185,31265.85,30578.08,27578.2,29038.62,29934.68,30555.59,30694.42,30727.55,30728.58,30579.1
514,239,31416.87,30660.07,27722.83,29202.14,30090.81,30674.44,30801.71,30825.31,30820.47,30661.37
515,205,31557.15,30742.12,27830.84,29329.23,30226.69,30793.29,30910.02,30923.61,30912.59,30743.63
516,152,31644.43,30824.25,27883.61,29402.51,30308.59,30893.79,31015.32,31022.38,31004.99,30825.97
517,229,31795.44,30906.43,28012.41,29552.58,30467.32,31014.85,31124.86,31121.57,31097.82,30908.43
518,179,31909.72,30988.69,28088.9,29650.96,30574.63,31137.56,31235.08,31221.5,31190.91,30991.05
519,241,32060.73,31071.0,28226.6,29810.33,30743.07,31261.57,31346.46,31321.42,31284.24,31073.87
520,221,32211.74,31153.39,28342.23,29948.0,30889.58,31387.49,31457.85,31422.12,31377.58,31156.89
521,177,32324.02,31235.83,28412.9,30039.93,30990.53,31509.76,31570.31,31523.54,31471.27,31240.01
522,247,32475.04,31318.34,28561.83,30201.09,31161.15,31638.87,31683.67,31625.58,31564.97,31323.27
523,218,32626.05,31400.92,28688.51,30331.46,31300.87,31769.42,31797.04,31728.18,31658.94,31406.62
524,206,32767.33,31483.56,28802.14,30448.51,31426.97,31899.96,31911.25,31831.36,31753.35,31490.14
525,211,32913.61,31566.27,28920.22,30569.39,31559.59,32032.12,32026.53,31934.54,31848.08,31573.91
526,187,33035.89,31649.04,29013.84,30664.73,31667.07,32161.65,32141.81,32038.41,31943.07,31657.68
527,223,33186.9,31731.87,29143.55,30795.07,31809.41,32295.63,32258.02,32142.93,32038.06,31741.64
528,289,33337.92,31814.77,29338.99,30989.99,32000.86,32429.6,32375.63,32248.12,32133.06,31825.8
529,151,33424.2,31897.73,29394.72,31044.79,32066.9,32522.24,32475.75,32353.31,32228.34,31909.97
530,218,33575.21,31980.76,29517.46,31166.25,32202.32,32659.73,32595.34,32458.98,32323.63,31994.14
531,200,33710.49,32063.84,29622.2,31269.12,32318.62,32798.91,32715.72,32565.3,32418.92,32078.49
532,189,33834.77,32147.0,29715.93,31365.32,32423.4,32927.4,32837.07,32672.26,32514.46,32162.94
533,267,33985.78,32230.21,29887.67,31543.86,32605.56,33070.69,32958.42,32779.72,32610.29,32247.38
534,136,34057.06,32313.49,29928.41,31590.05,32654.5,33144.47,33041.86,32869.33,32705.22,32331.95
535,231,34208.07,32396.83,30064.14,31731.45,32797.83,33289.88,33165.01,32978.11,32801.57,32416.61
536,167,34310.35,32480.23,30135.88,31808.31,32876.29,33393.58,33278.74,33087.46,32897.92,32501.43
537,203,34448.64,32563.7,30243.62,31921.41,32990.49,33533.69,33404.12,33197.46,32994.54,32586.25
538,203,34586.92,32647.23,30351.35,32034.54,33103.85,33672.93,33529.5,33308.12,33091.16,32671.07
539,197,34719.2,32730.82,30453.09,32141.58,33210.3,33805.31,33656.09,33419.56,33187.78,32756.03
540,235,34870.21,32814.47,30592.83,32290.98,33354.11,33958.33,33783.73,33531.54,33284.39,32840.99
541,172,34977.49,32898.18,30669.57,32377.38,33433.54,34063.74,33900.51,33644.37,33381.01,32926.06
542,181,35093.77,32981.96,30755.3,32472.78,33521.48,34177.31,34026.22,33757.19,33477.91,33011.13
543,215,35244.05,33065.8,30875.04,32602.18,33642.88,34324.28,34157.13,33870.77,33574.81,33096.29
544,152,35331.33,33149.7,30931.78,32668.58,33700.41,34407.14,34252.54,33973.79,33672.16,33181.44
545,208,35474.61,33233.66,31044.51,32790.98,33813.52,34545.54,34385.17,34088.97,33769.94,33266.6
546,221,35625.62,33317.68,31170.25,32926.38,33938.61,34696.23,34518.92,34204.94,33868.12,33351.83
547,198,35758.9,33401.77,31272.99,33038.78,34039.7,34823.06,34652.67,34320.92,33966.31,33437.29
548,173,35867.18,33485.91,31350.72,33126.18,34115.04,34924.21,34767.9,34436.89,34064.8,33522.82
549,192,35994.46,33570.12,31447.46,33232.57,34209.06,35043.83,34901.63,34553.67,34163.55,33608.47
550,129,36058.74,33654.38,31481.2,33275.97,34239.59,35099.78,34971.61,34632.28,34250.23,33694.12
551,178,36172.02,33738.71,31563.93,33368.37,34321.83,35204.47,35090.44,34749.48,34349.41,33779.78
552,193,36300.31,33823.1,31661.67,33475.77,34421.51,35323.64,35223.62,34867.59,34448.88,33865.43
553,217,36451.32,33907.55,31783.41,33607.17,34547.42,35465.95,35364.89,34986.32,34548.67,33951.18
554,191,36577.6,33992.06,31879.14,33712.57,34646.83,35581.35,35494.54,35105.78,34648.46,34037.1
555,182,36694.88,34076.63,31965.88,33808.97,34737.1,35687.23,35614.28,35225.24,34748.53,34123.21
556,214,36844.16,34161.25,32084.62,33937.37,34861.61,35824.43,35761.48,35345.67,34849.05,34209.41
557,132,36911.44,34245.94,32121.35,33983.77,34906.08,35878.64,35829.83,35425.66,34937.84,34295.61
558,144,36990.72,34330.69,32170.09,34042.17,34964.9,35944.57,35910.11,35517.45,35038.45,34381.9
559,234,37141.73,34415.5,32308.83,34190.57,35113.98,36100.48,36059.18,35639.83,35140.29,34468.29
560,247,37292.74,34500.37,32460.56,34351.97,35277.75,36268.42,36209.96,35762.94,35242.52,34554.68
561,218,37443.76,34585.3,32583.3,34484.37,35414.09,36406.07,36360.74,35886.91,35345.17,34641.2
562,175,37554.04,34670.28,32663.04,34573.77,35509.22,36500.05,36470.33,36008.38,35448.15,34727.98
563,234,37705.05,34755.33,32801.77,34722.17,35663.35,36652.55,36622.62,36134.78,35551.65,34814.83
564,171,37811.33,34840.43,32877.51,34807.57,35754.14,36741.08,36727.71,36251.27,35655.54,34901.77
565,170,37916.61,34925.6,32952.25,34891.97,35846.05,36828.25,36832.0,36366.12,35759.87,34988.85
566,265,38067.62,35010.82,33121.98,35071.37,36027.77,37010.23,36986.19,36495.88,35864.74,35076.01
567,239,38218.64,35096.1,33265.72,35224.77,36186.63,37165.01,37142.07,36626.4,35969.61,35163.28
568,206,38359.92,35181.44,33376.46,35345.17,36312.37,37285.92,37280.55,36757.66,36074.48,35250.77
569,161,38456.2,35266.84,33442.19,35420.56,36392.94,37361.39,37373.83,36861.87,36179.88,35338.37
570,242,38607.21,35352.29,33588.93,35576.96,36556.71,37517.63,37532.87,36994.45,36285.28,35426.21
571,184,38726.49,35437.81,33677.67,35675.36,36662.29,37614.84,37647.97,37121.14,36390.68,35514.15
572,181,38842.77,35523.38,33763.4,35770.76,36764.83,37710.03,37759.47,37244.13,36496.5,35602.25
573,151,38929.05,35609.01,33819.14,35836.16,36837.78,37774.85,37841.16,37336.89,36602.0,35690.61
574,195,39059.33,35694.7,33918.88,35945.56,36955.11,37883.27,37967.32,37473.36,36708.93,35779.17
575,167,39161.61,35780.45,33990.61,36026.96,37044.5,37964.58,38064.86,37580.98,36816.35,35867.73
576,199,39295.89,35866.25,34094.35,36140.36,37166.16,38077.59,38194.01,37719.57,36924.22,35956.46
577,192,39423.17,35952.11,34191.09,36246.76,37280.73,38182.9,38316.18,37851.75,37032.51,36045.4
578,205,39563.45,36038.03,34300.82,36366.16,37408.51,38300.69,38451.48,37993.45,37140.81,36134.54
579,257,39714.46,36124.01,34462.56,36537.56,37584.02,38469.87,38616.06,38136.35,37249.66,36223.68
580,209,39858.74,36210.04,34576.3,36660.96,37715.46,38591.4,38753.61,38280.4,37358.94,36312.95
581,211,40005.02,36296.13,34692.03,36786.36,37848.94,38714.41,38892.48,38424.46,37468.21,36402.42
582,193,40133.31,36382.28,34789.77,36893.76,37964.35,38819.06,39012.58,38555.28,37577.84,36491.89
583,226,40284.32,36468.48,34920.51,37034.16,38112.73,38956.37,39165.02,38701.0,37687.92,36581.47
584,203,40422.6,36554.74,35028.25,37151.56,38238.34,39069.82,39293.61,38840.97,37798.84,36671.36
585,233,40573.61,36641.06,35165.98,37298.96,38393.54,39212.61,39451.64,38990.07,37909.75,36761.24
586,250,40724.62,36727.43,35320.72,37463.36,38565.69,39373.1,39625.63,39140.4,38020.67,36851.35
587,159,40818.9,36813.86,35384.46,37536.76,38646.26,39441.89,39708.24,39234.5,38131.87,36941.75
588,225,40969.92,36900.35,35514.19,37676.16,38793.07,39576.42,39856.67,39385.56,38244.31,37032.26
589,220,41120.93,36986.89,35638.93,37810.55,38934.73,39705.31,39999.34,39537.91,38357.31,37122.98
590,253,41271.94,37073.49,35796.67,37977.95,39109.24,39866.69,40174.16,39691.4,38470.31,37213.69
591,179,41386.22,37160.14,35880.4,38071.35,39209.56,39953.16,40273.81,39804.07,38583.31,37304.64
592,171,41492.5,37246.85,35956.14,38156.75,39301.83,40031.32,40364.88,39908.71,38696.92,37395.7
593,199,41626.78,37333.62,36059.88,38270.15,39422.15,40137.21,40483.66,40040.76,38811.02,37487.0
594,165,41727.06,37420.44,36129.61,38349.55,39508.57,40208.72,40567.9,40138.05,38925.12,37578.29
595,172,41834.34,37507.32,36206.35,38435.95,39601.89,40286.95,40658.77,40242.05,39039.65,37669.72
596,231,41985.35,37594.25,36342.09,38581.35,39754.42,40423.77,40809.22,40401.67,39154.78,37761.34
597,167,42087.64,37681.24,36413.82,38662.75,39842.86,40495.96,40895.76,40500.26,39270.47,37853.15
598,187,42209.92,37768.28,36505.56,38764.15,39951.48,40587.85,41002.11,40618.54,39386.63,37945.15
599,205,42350.2,37855.38,36615.3,38883.55,40078.01,40697.51,41126.04,40754.28,39502.8,38037.14
600,178,42463.48,37942.53,36698.03,38975.95,40177.46,40779.84,41222.45,40862.28,39619.51,38129.36
601,195,42593.76,38029.74,36797.77,39085.35,40293.59,40880.31,41335.47,40986.8,39736.65,38221.58
602,232,42744.77,38117.0,36934.51,39231.75,40446.61,41018.83,41485.04,41147.62,39854.21,38314.0
603,187,42867.05,38204.32,37026.24,39333.15,40554.37,41113.17,41588.73,41262.36,39972.36,38406.64
604,171,42973.33,38291.69,37101.98,39418.55,40646.31,41192.56,41676.07,41360.37,40090.98,38499.38
605,242,43124.34,38379.12,37248.72,39574.95,40809.36,41344.0,41834.21,41528.87,40210.09,38592.38
606,145,43204.62,38466.6,37298.45,39634.35,40875.0,41399.15,41894.4,41598.97,40303.8,38685.52
607,155,43294.9,38554.14,37358.19,39703.75,40951.01,41465.37,41964.33,41678.94,40407.14,38778.85
608,160,43390.18,38641.72,37422.93,39778.15,41031.84,41537.63,42038.98,41763.76,40515.02,38872.38
609,211,43536.46,38729.37,37538.66,39903.55,41163.54,41661.89,42165.35,41899.37,40637.08,38965.91
610,198,43669.74,38817.07,37641.4,40015.94,41282.38,41773.98,42278.29,42021.16,40760.07,39059.44
611,180,43785.02,38904.82,37726.14,40110.34,41383.52,41868.93,42372.79,42125.02,40883.74,39153.14
612,196,43916.31,38992.62,37826.87,40220.74,41500.9,41980.78,42483.1,42244.39,41007.42,39247.06
613,186,44037.59,39080.48,37917.61,40321.14,41608.14,42083.48,42582.98,42353.86,41131.78,39341.2
614,230,44188.6,39168.39,38052.35,40465.54,41759.69,42231.03,42726.56,42506.92,41256.95,39435.55
615,186,44309.88,39256.36,38143.08,40565.94,41866.84,42335.24,42825.51,42615.74,41382.77,39529.9
616,200,44445.16,39344.38,38247.82,40680.34,41987.89,42454.28,42939.09,42738.2,41509.16,39624.49
617,195,44575.44,39432.45,38347.56,40789.74,42106.06,42568.16,43048.2,42855.1,41636.06,39719.24
618,232,44726.45,39520.57,38484.29,40936.14,42261.51,42719.83,43194.06,43008.49,41763.82,39814.18
619,187,44848.73,39608.75,38576.03,41037.54,42371.77,42827.12,43295.23,43116.69,41891.58,39909.35
620,155,44939.01,39696.98,38635.77,41106.94,42449.87,42903.21,43364.14,43192.43,41991.45,40004.86
621,214,45088.29,39785.27,38754.5,41235.34,42587.48,43039.18,43491.84,43326.96,42121.2,40100.54
622,204,45227.57,39873.6,38863.24,41353.74,42714.89,43165.02,43610.0,43450.86,42251.69,40196.22
623,215,45377.85,39961.99,38982.98,41483.14,42853.16,43302.58,43738.79,43585.92,42382.85,40292.04
624,221,45528.87,40050.44,39108.71,41618.54,42997.04,43446.82,43873.03,43727.04,42514.71,40388.06
625,187,45651.15,40138.93,39200.45,41719.94,43106.74,43557.72,43973.69,43833.56,42645.2,40484.26
626,221,45802.16,40227.48,39326.19,41855.34,43250.32,43703.39,44108.06,43973.7,42779.04,40580.65
627,204,45941.44,40316.08,39434.92,41973.74,43376.76,43831.94,44224.82,44096.88,42913.66,40677.26
628,233,46092.45,40404.73,39572.66,42121.14,43532.12,43990.21,44370.17,44249.27,43049.09,40774.09
629,188,46215.73,40493.43,39665.4,42223.54,43642.29,44104.1,44469.93,44355.84,43179.05,40871.09
630,236,46366.74,40582.19,39806.14,42373.93,43800.46,44265.86,44618.32,44509.94,43316.25,40968.1
631,178,46480.02,40671.0,39888.87,42466.33,43900.63,44370.24,44708.17,44605.37,43435.11,41065.28
632,183,46598.31,40759.86,39976.61,42563.73,44005.8,44480.44,44803.7,44705.53,43558.3,41162.47
633,184,46717.59,40848.77,40065.35,42662.13,44111.97,44591.66,44900.03,44806.32,43681.83,41259.9
634,172,46824.87,40937.73,40142.08,42748.53,44206.14,44691.72,44983.96,44894.87,43792.58,41357.58
635,265,46975.88,41026.75,40311.82,42927.93,44387.75,44859.87,45160.56,45076.27,43936.82,41455.26
636,131,47042.16,41115.81,40347.56,42973.33,44441.68,44918.8,45203.31,45122.6,44005.68,41544.31
637,146,47123.44,41204.93,40398.29,43033.73,44511.27,44992.79,45261.0,45184.56,44089.38,41642.55
638,160,47218.72,41294.1,40463.03,43108.13,44594.89,45080.93,45332.52,45260.44,44186.81,41741.04
639,194,47348.0,41383.32,40561.77,43216.53,44712.89,45203.17,45437.84,45370.21,44317.8,41839.73
640,200,47483.28,41472.59,40666.5,43330.93,44837.05,45331.43,45548.91,45485.56,44454.04,41938.6
641,214,47632.56,41561.91,40785.24,43459.33,44975.54,45474.53,45673.62,45614.53,44603.35,42037.64
642,168,47735.84,41651.29,40857.98,43541.73,45067.8,45571.5,45751.99,45696.83,44705.99,42137.06
643,174,47845.12,41740.71,40936.71,43630.13,45166.07,45674.5,45836.17,45784.94,44814.17,42236.84
644,207,47987.4,41830.18,41048.45,43751.53,45297.48,45810.62,45953.16,45905.8,44954.88,42336.62
645,184,48106.68,41919.71,41137.19,43849.93,45405.64,45923.56,46046.83,46003.16,45071.65,42436.39
646,117,48158.96,41998.32,41158.92,43881.33,45446.72,45969.58,46073.19,46033.98,45120.82,42510.55
647,230,48309.98,42087.97,41293.66,44025.73,45601.4,46128.85,46212.33,46178.43,45278.3,42610.92
648,171,48416.26,42177.68,41369.4,44111.13,45696.66,46229.0,46292.04,46263.37,45381.81,42711.29
649,224,48567.27,42267.43,41498.13,44249.53,45845.02,46382.15,46424.62,46401.06,45537.87,42812.01
650,213,48715.55,42357.24,41615.87,44376.92,45982.24,46524.19,46545.88,46527.24,45681.85,42912.89
651,203,48853.83,42447.09,41723.61,44494.32,46109.24,46655.98,46657.72,46642.93,45815.36,43014.09
652,171,48960.11,42536.99,41799.34,44579.72,46204.19,46755.69,46738.18,46726.25,45916.08,43115.54
653,189,49084.39,42626.95,41893.08,44683.12,46317.5,46873.46,46837.32,46827.25,46034.84,43217.22
654,168,49187.67,42716.95,41965.82,44765.52,46409.8,46970.31,46916.1,46906.98,46132.06,43319.08
655,231,49338.68,42807.01,42101.55,44910.92,46565.11,47130.23,47058.56,47049.58,46292.37,43420.94
656,221,49489.69,42897.11,42227.29,45046.32,46710.46,47279.98,47191.47,47181.53,46441.58,43522.81
657,197,49621.98,42987.27,42329.03,45157.72,46831.33,47405.7,47300.87,47288.95,46565.87,43624.67
658,161,49718.26,43077.47,42394.76,45233.12,46915.94,47495.23,47374.84,47359.99,46653.57,43726.91
659,201,49854.54,43167.73,42500.5,45348.52,47040.52,47624.69,47489.47,47471.62,46781.05,43829.51
660,168,49957.82,43258.03,42573.24,45430.92,47132.17,47721.25,47571.64,47550.0,46874.95,43932.35
661,207,50100.1,43348.38,42684.97,45552.32,47262.98,47857.04,47693.43,47667.16,47007.54,44035.37
662,176,50211.38,43438.78,42765.71,45642.72,47362.63,47961.86,47784.73,47753.72,47108.44,44138.58
663,197,50343.66,43529.24,42867.45,45754.12,47483.4,48087.67,47897.62,47861.03,47229.97,44242.14
664,165,50443.94,43619.74,42937.18,45833.52,47572.1,48181.6,47979.04,47936.07,47318.99,44345.97
665,227,50594.95,43710.29,43068.92,45974.92,47723.18,48337.53,48123.05,48072.93,47469.69,44450.16
666,131,50661.23,43800.88,43104.66,46020.32,47777.99,48397.28,48171.46,48114.09,47524.01,44536.35
667,238,50812.24,43891.53,43247.39,46172.72,47940.16,48562.69,48326.85,48262.86,47685.72,44641.45
668,162,50909.52,43982.23,43314.13,46249.12,48026.02,48653.06,48406.59,48335.19,47770.95,44746.84
669,248,51060.54,44072.97,43466.87,46411.52,48198.3,48819.91,48572.91,48494.09,47941.86,44852.43
670,199,51194.82,44163.77,43570.6,46524.92,48321.15,48946.48,48690.52,48603.44,48063.21,44958.01
671,194,51324.1,44254.61,43669.34,46633.31,48438.73,49068.18,48803.62,48707.49,48179.03,45063.8
672,222,51475.11,44345.5,43796.08,46769.71,48584.43,49217.85,48945.22,48840.02,48322.41,45169.78
673,155,51565.39,44436.44,43855.81,46839.11,48663.0,49300.39,49020.22,48905.17,48398.59,45276.1
674,151,51651.67,44527.43,43911.55,46904.51,48737.92,49378.89,49091.77,48966.08,48470.63,45381.35
675,196,51782.95,44618.46,44012.29,47014.91,48858.24,49502.5,49208.88,49072.57,48587.47,45488.63
676,215,51933.23,44709.55,44132.03,47144.31,48997.51,49645.02,49345.45,49197.81,48723.38,45596.12
677,209,52077.51,44800.68,44245.76,47267.71,49130.8,49781.49,49476.44,49316.6,48852.7,45703.61
678,202,52214.79,44891.86,44352.5,47384.11,49257.05,49910.9,49600.84,49428.03,48974.39,45811.39
679,185,52335.07,44983.09,44442.24,47483.51,49366.49,50023.32,49708.69,49522.15,49078.58,45919.6
680,153,52423.35,45074.37,44499.97,47550.91,49443.94,50103.96,49784.45,49584.78,49150.43,46026.06
681,199,52557.63,45165.69,44603.71,47664.31,49567.89,50230.76,49906.74,49693.28,49268.63,46135.44
682,255,52708.65,45257.06,44763.45,47833.71,49743.32,50399.15,50084.7,49858.24,49442.44,46245.13
683,233,52859.66,45348.48,44901.18,47981.11,49898.84,50559.18,50241.43,50000.69,49593.81,46355.07
684,179,52973.94,45439.95,44984.92,48074.51,50000.02,50665.17,50344.49,50088.61,49690.42,46465.35
685,184,53093.22,45531.47,45073.66,48172.91,50106.15,50776.22,50452.45,50181.24,49791.77,46575.9
686,191,53219.5,45623.03,45169.39,48278.31,50221.58,50894.43,50567.88,50281.4,49899.82,46686.46
687,257,53370.51,45714.64,45331.13,48449.71,50398.77,51063.85,50744.34,50448.05,50073.56,46797.01
688,201,53506.79,45806.3,45436.87,48565.11,50521.29,51191.35,50869.72,50558.16,50190.92,46907.87
689,208,53650.07,45898.0,45549.6,48687.51,50650.54,51325.93,51002.51,50675.0,50314.87,47019.15
690,228,53801.08,45989.75,45682.34,48829.91,50799.71,51480.53,51155.71,50811.61,50458.41,47130.72
691,206,53942.36,46081.55,45793.08,48950.3,50926.68,51613.2,51287.25,50925.81,50579.36,47242.56
692,179,54056.65,46173.4,45876.81,49043.7,51026.69,51718.78,51391.72,51012.76,50673.44,47354.41
693,161,54152.93,46265.29,45942.55,49119.1,51108.63,51806.34,51478.18,51081.55,50749.18,47466.51
694,194,54282.21,46357.23,46041.29,49227.5,51223.63,51927.0,51598.14,51183.2,50857.79,47578.95
695,218,54433.22,46449.21,46164.02,49359.9,51362.71,52071.56,51742.01,51308.64,50990.61,47691.72
696,238,54584.23,46541.25,46306.76,49512.3,51521.57,52235.98,51906.25,51453.72,51142.99,47804.89
697,242,54735.24,46633.33,46453.5,49668.7,51683.64,52404.34,52074.8,51602.39,51299.27,47918.42
698,206,54876.52,46725.45,46564.23,49789.1,51809.59,52536.42,52207.64,51714.65,51419.43,48032.38
699,176,54987.8,46817.63,46644.97,49879.5,51905.31,52638.45,52310.41,51797.39,51509.26,48146.33
700,148,55071.08,46909.84,46697.71,49941.9,51973.33,52712.56,52385.21,51852.67,51571.4,48245.37
701,235,55222.1,47002.11,46837.44,50091.3,52128.72,52873.74,52546.94,51995.51,51720.44,48360.08
702,162,55319.38,47094.42,46904.18,50167.7,52210.87,52961.76,52635.53,52065.69,51795.9,48472.8
703,186,55440.66,47186.78,46994.92,50268.1,52317.06,53074.0,52748.17,52160.41,51895.24,48588.86
704,166,55541.94,47279.18,47065.65,50348.5,52403.26,53166.23,52841.26,52235.62,51974.23,48704.91
705,234,55692.95,47371.63,47204.39,50496.9,52557.46,53326.48,53002.39,52379.36,52120.97,48820.97
706,257,55843.96,47464.13,47366.13,50668.3,52734.61,53498.58,53172.72,52546.43,52290.04,48937.02
707,223,55994.98,47556.67,47493.86,50805.7,52877.46,53646.88,53322.72,52679.71,52424.44,49053.08
708,213,56143.26,47649.26,47611.6,50933.1,53010.14,53784.94,53462.52,52803.35,52548.94,49169.64
709,210,56288.54,47741.89,47726.34,51057.5,53139.48,53919.84,53599.16,52924.4,52670.11,49286.49
710,228,56439.55,47834.57,47859.07,51199.9,53286.77,54072.73,53754.21,53063.85,52808.89,49403.71
711,124,56498.83,47918.83,47887.81,51238.29,53329.66,54121.51,53805.61,53099.64,52843.75,49477.47
712,224,56649.84,48011.7,48016.55,51376.69,53472.97,54270.39,53957.54,53235.92,52978.47,49595.05
713,184,56769.12,48104.61,48105.28,51475.09,53575.96,54379.17,54069.36,53332.54,53073.31,49713.0
714,220,56920.13,48197.57,48230.02,51609.49,53715.04,54523.96,54217.64,53465.61,53203.96,49831.44
715,274,57071.15,48290.57,48408.76,51797.89,53904.69,54699.41,54385.24,53653.04,53388.76,49950.19
716,129,57135.43,48379.69,48442.49,51841.29,53950.35,54752.39,54441.91,53695.57,53428.3,50028.14
717,208,57278.71,48472.93,48555.23,51963.69,54074.92,54884.54,54578.12,53817.56,53546.75,50147.79
718,263,57429.72,48566.22,48722.97,52141.09,54254.68,55061.63,54744.65,53994.94,53719.87,50267.77
719,278,57580.73,48659.55,48905.71,52333.49,54448.71,55240.3,54912.17,54187.48,53907.86,50388.07
720,195,57711.01,48752.92,49005.44,52442.89,54559.41,55357.9,55034.86,54297.11,54012.02,50508.36
721,217,57862.02,48846.35,49127.18,52574.29,54692.15,55497.38,55179.99,54429.14,54137.93,50629.09
722,198,57995.31,48939.81,49229.92,52686.69,54805.73,55617.83,55306.05,54542.52,54244.5,50749.82
723,245,58146.32,49033.32,49379.65,52846.09,54966.46,55785.31,55474.0,54703.29,54398.37,50870.9
724,173,58254.6,49126.88,49457.39,52933.49,55054.58,55880.64,55574.48,54792.3,54480.29,50991.79
725,177,58366.88,49220.48,49539.13,53024.89,55146.54,55980.12,55679.0,54885.73,54566.09,51114.85
726,204,58506.16,49314.13,49647.86,53143.29,55265.61,56106.63,55810.5,55006.59,54678.72,51238.27
727,237,58657.17,49407.82,49789.6,53294.69,55417.75,56266.19,55974.99,55160.8,54824.63,51361.68
728,178,58770.45,49501.56,49872.34,53387.09,55510.68,56366.61,56080.36,55256.28,54911.65,51485.09
729,221,58921.46,49595.34,49998.07,53522.49,55646.76,56510.21,56228.79,55395.16,55041.45,51608.88
730,251,59072.48,49689.16,50153.81,53687.89,55812.6,56683.69,56397.22,55564.35,55200.82,51732.67
731,169,59176.76,49783.03,50227.55,53771.29,55895.76,56775.06,56493.62,55651.74,55278.23,51848.62
732,219,59327.77,49876.95,50351.28,53904.68,56029.1,56916.45,56640.09,55789.54,55405.5,51973.68
733,170,59433.05,49970.91,50426.02,53989.08,56115.62,57008.71,56737.5,55878.65,55483.41,52089.92
734,169,59537.33,50064.91,50499.76,54072.48,56201.52,57100.01,56834.03,55967.16,55560.23,52204.77
735,236,59688.34,50158.96,50640.49,54222.88,56354.46,57258.31,56997.62,56122.59,55704.45,52332.52
736,237,59839.35,50253.06,50782.23,54374.28,56508.05,57418.25,57162.18,56279.27,55849.26,52460.27
737,147,59921.64,50347.19,50833.97,54435.68,56571.33,57487.82,57236.75,56346.21,55904.2,52552.36
738,183,60039.92,50441.37,50921.7,54533.08,56673.31,57593.34,57347.31,56449.55,55995.09,52680.33
739,155,60130.2,50535.6,50981.44,54602.48,56747.38,57670.8,57429.97,56525.25,56057.85,52779.77
740,196,60261.48,50629.87,51082.18,54712.88,56862.74,57789.35,57553.74,56642.36,56161.46,52909.82
741,191,60387.76,50724.18,51177.91,54818.28,56973.29,57902.91,57672.64,56754.8,56259.85,53039.87
742,223,60538.77,50818.54,51305.65,54955.68,57115.94,58048.55,57823.51,56899.6,56389.94,53170.3
743,201,60675.05,50912.94,51411.39,55071.08,57236.31,58172.0,57952.26,57022.67,56497.72,53300.74
744,224,60826.06,51007.39,51540.12,55209.48,57379.43,58318.36,58104.0,57169.06,56628.26,53431.74
745,234,60977.07,51101.88,51678.86,55357.88,57532.37,58474.65,58265.62,57325.32,56768.43,53563.28
746,221,61128.09,51196.41,51804.6,55493.28,57672.19,58617.76,58414.08,57468.82,56895.79,53695.33
747,214,61277.37,51290.98,51923.33,55621.68,57805.11,58753.51,58555.55,57605.59,57016.4,53827.39
748,232,61428.38,51385.6,52060.07,55768.08,57956.2,58907.32,58714.93,57760.66,57154.78,53959.87
749,195,61558.66,51480.27,52159.81,55877.48,58070.11,59023.9,58837.19,57878.98,57255.81,54092.72
750,146,61639.94,51574.97,52210.54,55937.88,58134.91,59091.58,58910.47,57948.62,57307.64,54181.78
751,200,61775.22,51669.72,52315.28,56052.28,58253.66,59213.44,59037.79,58072.21,57413.32,54315.41
