day,d,op,mle,mle20,mle30,mle50,mle100,mle150,mle200,mle300,mle500
24,37,1379.94,1380.62,1380.41,1380.62,1380.62,1380.62,1380.62,1380.62,1380.62,1380.62
25,118,1460.95,1458.31,1454.34,1458.31,1458.31,1458.31,1458.31,1458.31,1458.31,1458.31
26,65,1491.23,1489.49,1486.42,1489.49,1489.49,1489.49,1489.49,1489.49,1489.49,1489.49
27,51,1507.51,1507.15,1505.15,1507.15,1507.15,1507.15,1507.15,1507.15,1507.15,1507.15
28,119,1588.52,1584.05,1580.76,1584.05,1584.05,1584.05,1584.05,1584.05,1584.05,1584.05
29,115,1668.8,1662.06,1658.58,1663.42,1662.06,1662.06,1662.06,1662.06,1662.06,1662.06
30,68,1702.08,1696.16,1692.17,1697.78,1696.16,1696.16,1696.16,1696.16,1696.16,1696.16
31,106,1773.36,1768.74,1765.49,1771.13,1768.74,1768.74,1768.74,1768.74,1768.74,1768.74
32,118,1854.38,1847.12,1844.42,1849.23,1847.12,1847.12,1847.12,1847.12,1847.12,1847.12
33,98,1917.66,1911.11,1907.31,1913.76,1911.11,1911.11,1911.11,1911.11,1911.11,1911.11
34,109,1991.94,1986.18,1981.35,1989.16,1986.18,1986.18,1986.18,1986.18,1986.18,1986.18
35,78,2035.22,2030.05,2025.16,2033.91,2030.05,2030.05,2030.05,2030.05,2030.05,2030.05
36,149,2116.23,2108.84,2103.44,2111.26,2108.84,2108.84,2108.84,2108.84,2108.84,2108.84
37,133,2197.24,2188.5,2184.86,2189.97,2188.5,2188.5,2188.5,2188.5,2188.5,2188.5
38,89,2251.52,2243.0,2236.89,2244.01,2243.0,2243.0,2243.0,2243.0,2243.0,2243.0
39,143,2332.54,2322.92,2324.8,2325.01,2322.92,2322.92,2322.92,2322.92,2322.92,2322.92
40,103,2400.82,2391.33,2387.38,2392.61,2391.33,2391.33,2391.33,2391.33,2391.33,2391.33
41,128,2481.83,2472.06,2474.69,2473.87,2472.06,2472.06,2472.06,2472.06,2472.06,2472.06
42,113,2560.11,2550.15,2545.02,2550.65,2550.15,2550.15,2550.15,2550.15,2550.15,2550.15
43,132,2641.12,2632.2,2633.8,2636.41,2632.2,2632.2,2632.2,2632.2,2632.2,2632.2
44,119,2722.13,2714.97,2707.26,2717.94,2714.97,2714.97,2714.97,2714.97,2714.97,2714.97
45,117,2803.15,2796.2,2776.58,2797.67,2796.2,2796.2,2796.2,2796.2,2796.2,2796.2
46,55,2823.43,2815.1,2785.84,2814.94,2815.1,2815.1,2815.1,2815.1,2815.1,2815.1
47,117,2904.44,2896.29,2856.58,2894.5,2896.29,2896.29,2896.29,2896.29,2896.29,2896.29
48,99,2968.72,2959.19,2907.82,2955.02,2959.15,2959.19,2959.19,2959.19,2959.19,2959.19
49,124,3049.73,3043.11,2986.48,3039.9,3044.17,3043.11,3043.11,3043.11,3043.11,3043.11
50,151,3130.74,3127.7,3088.53,3134.38,3128.72,3127.7,3127.7,3127.7,3127.7,3127.7
51,142,3211.76,3212.93,3183.94,3231.62,3213.27,3212.93,3212.93,3212.93,3212.93,3212.93
52,109,3286.04,3285.13,3245.24,3297.41,3285.15,3285.13,3285.13,3285.13,3285.13,3285.13
53,80,3331.32,3328.29,3279.73,3334.02,3328.33,3328.29,3328.29,3328.29,3328.29,3328.29
54,64,3360.6,3355.78,3298.36,3354.39,3355.61,3355.78,3355.78,3355.78,3355.78,3355.78
55,118,3441.61,3437.57,3371.38,3428.01,3437.54,3437.57,3437.57,3437.57,3437.57,3437.57
56,132,3522.62,3522.64,3457.62,3516.55,3522.89,3522.64,3522.64,3522.64,3522.64,3522.64
57,113,3600.9,3598.93,3526.41,3584.66,3598.87,3598.93,3598.93,3598.93,3598.93,3598.93
58,110,3676.18,3672.12,3594.1,3648.79,3671.23,3672.12,3672.12,3672.12,3672.12,3672.12
59,130,3757.2,3758.11,3681.45,3734.21,3759.38,3758.11,3758.11,3758.11,3758.11,3758.11
60,95,3817.48,3816.02,3735.34,3785.37,3816.09,3816.02,3816.02,3816.02,3816.02,3816.02
61,44,3826.76,3823.11,3738.32,3785.13,3822.4,3823.11,3823.11,3823.11,3823.11,3823.11
62,119,3907.77,3905.29,3817.07,3859.86,3903.3,3905.29,3905.29,3905.29,3905.29,3905.29
63,120,3988.78,3988.26,3896.71,3936.64,3984.78,3988.26,3988.26,3988.26,3988.26,3988.26
64,92,4046.06,4043.03,3948.51,3985.06,4037.97,4043.03,4043.03,4043.03,4043.03,4043.03
65,120,4127.07,4126.0,4028.72,4061.68,4119.81,4126.0,4126.0,4126.0,4126.0,4126.0
66,108,4200.35,4196.8,4096.84,4125.69,4189.37,4196.8,4196.8,4196.8,4196.8,4196.8
67,61,4226.64,4220.61,4117.13,4143.93,4211.74,4220.61,4220.61,4220.61,4220.61,4220.61
68,104,4295.92,4287.66,4181.05,4206.58,4276.99,4287.66,4287.66,4287.66,4287.66,4287.66
69,58,4319.2,4308.77,4198.89,4223.05,4295.81,4308.77,4308.77,4308.77,4308.77,4308.77
70,110,4394.48,4382.07,4269.53,4292.93,4366.36,4382.07,4382.07,4382.07,4382.07,4382.07
71,87,4446.76,4432.37,4317.17,4339.71,4413.75,4432.37,4432.37,4432.37,4432.37,4432.37
72,48,4460.04,4443.86,4325.81,4348.8,4422.13,4443.86,4443.86,4443.86,4443.86,4443.86
73,70,4495.32,4477.47,4356.45,4380.27,4452.63,4477.47,4477.47,4477.47,4477.47,4477.47
74,132,4576.33,4561.87,4448.29,4466.9,4545.01,4561.87,4561.87,4561.87,4561.87,4561.87
75,82,4623.61,4607.49,4491.8,4510.81,4586.19,4607.49,4607.49,4607.49,4607.49,4607.49
76,73,4661.89,4644.31,4526.86,4546.09,4619.2,4644.31,4644.31,4644.31,4644.31,4644.31
77,72,4699.17,4680.34,4561.8,4580.09,4651.07,4680.34,4680.34,4680.34,4680.34,4680.34
78,148,4780.18,4763.8,4646.84,4667.72,4745.31,4763.8,4763.8,4763.8,4763.8,4763.8
79,101,4846.46,4828.84,4709.39,4729.97,4805.92,4828.84,4828.84,4828.84,4828.84,4828.84
80,76,4887.74,4868.94,4747.4,4767.47,4842.18,4868.94,4868.94,4868.94,4868.94,4868.94
81,134,4968.76,4952.26,4835.35,4854.0,4935.19,4952.26,4952.26,4952.26,4952.26,4952.26
82,109,5043.04,5025.37,4903.48,4925.92,5003.7,5025.37,5025.37,5025.37,5025.37,5025.37
83,34,5042.32,5023.46,4896.69,4922.79,4997.76,5023.46,5023.46,5023.46,5023.46,5023.46
84,151,5123.33,5107.28,4989.3,5009.17,5091.15,5107.28,5107.28,5107.28,5107.28,5107.28
85,65,5153.61,5136.17,5012.07,5035.52,5115.5,5136.17,5136.17,5136.17,5136.17,5136.17
86,41,5159.89,5141.25,5011.82,5038.4,5115.84,5141.25,5141.25,5141.25,5141.25,5141.25
87,108,5233.17,5213.41,5079.61,5109.04,5183.97,5213.41,5213.41,5213.41,5213.41,5213.41
88,80,5278.45,5257.55,5118.31,5151.68,5224.66,5257.55,5257.55,5257.55,5257.55,5257.55
89,125,5359.46,5340.83,5202.47,5238.06,5310.4,5340.83,5340.83,5340.83,5340.83,5340.83
90,61,5385.74,5365.96,5220.96,5261.15,5332.41,5365.96,5365.96,5365.96,5365.96,5365.96
91,115,5466.02,5445.27,5294.32,5338.58,5408.64,5445.27,5445.27,5445.27,5445.27,5445.27
92,65,5496.31,5474.48,5316.9,5365.02,5435.3,5474.48,5474.48,5474.48,5474.48,5474.48
93,127,5577.32,5557.58,5401.11,5453.58,5524.07,5557.58,5557.58,5557.58,5557.58,5557.58
94,107,5649.6,5628.8,5463.88,5521.55,5593.03,5628.8,5628.8,5628.8,5628.8,5628.8
95,84,5698.88,5677.01,5506.13,5566.23,5639.52,5677.01,5677.01,5677.01,5677.01,5677.01
96,80,5744.16,5721.36,5544.34,5607.35,5682.25,5721.36,5721.36,5721.36,5721.36,5721.36
97,89,5798.44,5774.87,5591.42,5657.82,5733.79,5774.87,5774.87,5774.87,5774.87,5774.87
98,119,5879.45,5857.42,5668.2,5737.93,5815.54,5857.46,5857.42,5857.42,5857.42,5857.42
99,70,5914.73,5891.89,5698.09,5768.6,5848.01,5891.7,5891.89,5891.89,5891.89,5891.89
100,132,5995.74,5974.44,5790.45,5860.75,5933.71,5974.15,5974.44,5974.44,5974.44,5974.44
101,82,6043.02,6020.9,5831.64,5901.95,5978.98,6020.82,6020.9,6020.9,6020.9,6020.9
102,78,6086.31,6063.51,5871.7,5939.22,6020.97,6063.38,6063.51,6063.51,6063.51,6063.51
103,115,6166.59,6143.26,5949.23,6013.09,6100.18,6143.24,6143.26,6143.26,6143.26,6143.26
104,63,6194.87,6170.92,5973.43,6034.19,6127.04,6170.93,6170.92,6170.92,6170.92,6170.92
105,108,6268.15,6243.73,6042.63,6102.19,6198.85,6243.93,6243.73,6243.73,6243.73,6243.73
106,87,6320.43,6295.51,6090.83,6148.76,6249.68,6295.8,6295.51,6295.51,6295.51,6295.51
107,84,6369.71,6344.4,6136.03,6192.15,6298.19,6344.75,6344.4,6344.4,6344.4,6344.4
108,139,6450.72,6426.05,6226.57,6287.25,6380.53,6426.74,6426.05,6426.05,6426.05,6426.05
109,160,6531.73,6508.03,6319.14,6382.35,6464.06,6509.2,6508.03,6508.03,6508.03,6508.03
110,98,6595.01,6570.76,6375.19,6438.09,6526.26,6571.65,6570.76,6570.76,6570.76,6570.76
111,76,6636.29,6611.54,6408.61,6471.51,6566.43,6612.33,6611.54,6611.54,6611.54,6611.54
112,79,6680.57,6655.45,6445.65,6509.75,6609.35,6655.93,6655.45,6655.45,6655.45,6655.45
113,82,6727.85,6702.49,6485.43,6551.37,6655.55,6702.59,6702.49,6702.49,6702.49,6702.49
114,122,6808.87,6783.8,6565.95,6632.38,6738.45,6784.74,6783.8,6783.8,6783.8,6783.8
115,70,6844.15,6818.82,6594.1,6662.39,6772.27,6819.53,6818.82,6818.82,6818.82,6818.82
116,107,6916.43,6890.98,6659.43,6729.3,6843.43,6891.47,6890.98,6890.98,6890.98,6890.98
117,89,6970.71,6945.11,6706.29,6777.38,6896.54,6945.31,6945.11,6945.11,6945.11,6945.11
118,76,7011.99,6986.34,6740.14,6812.68,6936.43,6986.07,6986.34,6986.34,6986.34,6986.34
119,39,7016.27,6990.68,6737.69,6811.01,6939.53,6989.74,6990.68,6990.68,6990.68,6990.68
120,100,7081.55,7056.05,6796.45,6872.2,7003.54,7054.23,7056.05,7056.05,7056.05,7056.05
121,151,7162.56,7136.79,6891.48,6963.85,7087.43,7137.12,7136.79,7136.79,7136.79,7136.79
122,114,7241.84,7216.07,6961.64,7037.29,7164.76,7215.3,7216.07,7216.07,7216.07,7216.07
123,89,7296.12,7270.26,7006.08,7085.06,7216.48,7268.36,7270.26,7270.26,7270.26,7270.26
124,100,7361.4,7335.54,7061.97,7145.45,7279.05,7332.33,7335.54,7335.54,7335.54,7335.54
125,93,7419.68,7393.85,7110.2,7198.89,7335.25,7389.03,7393.85,7393.85,7393.85,7393.85
126,86,7470.96,7445.22,7151.68,7245.24,7384.36,7439.0,7445.22,7445.22,7445.22,7445.22
127,86,7522.24,7496.68,7193.19,7291.51,7433.38,7488.88,7496.68,7496.68,7496.68,7496.68
128,101,7588.52,7563.23,7249.65,7352.81,7497.29,7553.63,7563.23,7563.23,7563.23,7563.23
129,144,7669.54,7643.58,7346.97,7444.99,7582.41,7637.7,7643.58,7643.58,7643.58,7643.58
130,100,7734.82,7709.03,7405.26,7503.65,7645.3,7701.67,7709.03,7709.03,7709.03,7709.03
131,132,7815.83,7789.59,7495.51,7595.78,7732.35,7786.07,7789.59,7789.59,7789.59,7789.59
132,80,7861.11,7834.95,7532.63,7635.14,7775.04,7829.67,7834.95,7834.95,7834.95,7834.95
133,75,7901.39,7875.41,7564.72,7669.47,7812.94,7868.6,7875.41,7875.41,7875.41,7875.41
134,122,7982.4,7955.76,7643.89,7751.22,7897.53,7952.6,7955.76,7955.76,7955.76,7955.76
135,90,8037.68,8011.22,7690.96,7800.19,7950.48,8006.38,8011.22,8011.22,8011.22,8011.22
136,104,8106.96,8080.75,7751.68,7863.37,8017.25,8074.12,8080.75,8080.75,8080.75,8080.75
137,76,8148.24,8122.27,7784.45,7898.34,8055.55,8114.07,8122.27,8122.27,8122.27,8122.27
138,100,8213.52,8187.9,7841.4,7957.37,8118.06,8178.34,8187.9,8187.9,8187.9,8187.9
139,101,8279.8,8254.54,7898.95,8018.9,8181.42,8243.55,8254.54,8254.54,8254.54,8254.54
140,111,8356.08,8331.21,7965.46,8091.89,8254.93,8318.98,8331.21,8331.21,8331.21,8331.21
141,37,8358.36,8333.82,7957.76,8090.7,8254.05,8320.33,8333.82,8333.82,8333.82,8333.82
142,42,8365.65,8341.45,7958.74,8094.68,8258.44,8326.92,8341.45,8341.45,8341.45,8341.45
143,151,8446.66,8421.58,8052.31,8182.94,8346.3,8409.32,8421.58,8421.58,8421.58,8421.58
144,125,8527.67,8501.97,8134.03,8268.39,8433.64,8491.71,8501.97,8501.97,8501.97,8501.97
145,99,8591.95,8566.41,8189.2,8327.7,8494.73,8555.4,8566.41,8566.41,8566.41,8566.41
146,27,8584.23,8558.89,8172.27,8314.67,8483.7,8547.14,8558.89,8558.89,8558.89,8558.89
147,127,8665.24,8639.56,8255.9,8402.17,8572.38,8629.87,8639.56,8639.56,8639.56,8639.56
148,52,8682.52,8656.88,8263.7,8414.13,8585.56,8646.23,8656.87,8656.88,8656.88,8656.88
149,112,8759.8,8734.28,8332.17,8486.22,8659.11,8722.67,8734.14,8734.28,8734.28,8734.28
150,64,8789.08,8763.64,8355.56,8509.46,8684.29,8751.26,8763.53,8763.64,8763.64,8763.64
151,83,8837.36,8812.09,8398.46,8552.04,8729.43,8799.21,8812.13,8812.09,8812.09,8812.09
152,96,8898.65,8873.62,8455.14,8609.44,8787.55,8860.46,8873.65,8873.62,8873.62,8873.62
153,108,8971.93,8947.18,8523.55,8679.02,8857.54,8933.75,8947.32,8947.18,8947.18,8947.18
154,118,9052.94,9027.58,8601.41,8758.38,8937.54,9015.08,9027.6,9027.58,9027.58,9027.58
155,151,9133.95,9108.22,8695.1,8849.13,9027.33,9097.31,9107.88,9108.22,9108.22,9108.22
156,180,9214.96,9189.07,8796.58,8943.92,9118.76,9179.97,9188.57,9189.07,9189.07,9189.07
157,43,9223.24,9197.32,8792.87,8944.44,9121.7,9187.54,9196.86,9197.32,9197.32,9197.32
158,53,9241.52,9215.62,8799.52,8955.23,9134.74,9205.24,9215.07,9215.62,9215.62,9215.62
159,95,9301.8,9275.99,8848.89,9008.45,9190.82,9265.09,9275.35,9275.99,9275.99,9275.99
160,109,9376.08,9350.4,8912.34,9077.43,9261.69,9339.2,9349.65,9350.4,9350.4,9350.4
161,111,9452.36,9426.78,8977.74,9148.28,9334.43,9415.2,9426.03,9426.78,9426.78,9426.78
162,57,9474.65,9449.13,8987.75,9165.3,9352.87,9436.89,9448.22,9449.13,9449.13,9449.13
163,85,9524.93,9499.55,9025.39,9210.51,9399.39,9486.76,9498.47,9499.55,9499.55,9499.55
164,58,9548.21,9523.05,9039.67,9228.6,9418.88,9509.77,9521.79,9523.05,9523.05,9523.05
165,56,9569.49,9544.63,9053.01,9245.35,9437.37,9530.85,9543.31,9544.63,9544.63,9544.63
166,45,9579.77,9555.28,9055.99,9251.41,9444.88,9541.13,9553.93,9555.28,9555.28,9555.28
167,83,9628.05,9603.99,9096.54,9296.01,9490.7,9589.54,9602.58,9603.99,9603.99,9603.99
168,112,9705.33,9681.77,9166.82,9369.53,9565.57,9666.87,9680.19,9681.77,9681.77,9681.77
169,116,9786.34,9761.73,9240.02,9446.84,9644.12,9748.01,9760.89,9761.73,9761.73,9761.73
170,112,9863.62,9839.37,9309.03,9519.88,9718.06,9824.81,9838.03,9839.37,9839.37,9839.37
171,111,9939.9,9915.96,9376.18,9591.85,9790.86,9900.54,9914.1,9915.96,9915.96,9915.96
172,72,9977.18,9953.52,9403.8,9623.93,9825.33,9937.11,9951.05,9953.52,9953.52,9953.52
173,35,9977.46,9954.16,9394.81,9618.66,9823.06,9936.58,9951.09,9954.16,9954.16,9954.16
174,116,10058.47,10034.29,9467.81,9696.66,9901.97,10017.01,10032.04,10034.29,10034.29,10034.29
175,111,10134.75,10110.86,9535.74,9769.67,9975.71,10092.57,10107.72,10110.86,10110.86,10110.86
176,132,10215.77,10191.29,9627.8,9858.71,10063.05,10175.66,10189.93,10191.29,10191.29,10191.29
177,89,10270.05,10245.73,9676.85,9906.98,10113.73,10228.67,10243.45,10245.73,10245.73,10245.73
178,43,10278.33,10254.22,9679.91,9909.66,10118.39,10235.61,10250.86,10254.22,10254.22,10254.22
179,61,10304.61,10280.76,9700.97,9930.31,10141.32,10260.93,10276.47,10280.76,10280.76,10280.76
180,106,10375.89,10352.38,9767.03,9996.47,10210.27,10331.38,10347.3,10352.38,10352.38,10352.38
181,85,10426.17,10402.99,9812.09,10041.14,10258.15,10380.67,10397.01,10402.99,10402.99,10402.99
182,103,10494.45,10471.66,9875.15,10103.78,10324.9,10448.29,10464.77,10471.66,10471.66,10471.66
183,77,10536.73,10514.33,9912.21,10140.32,10365.48,10489.91,10506.67,10514.33,10514.33,10514.33
184,100,10602.01,10580.07,9972.27,10200.2,10429.04,10554.37,10571.61,10580.07,10580.07,10580.07
185,116,10683.02,10659.98,10048.32,10276.25,10508.74,10635.08,10652.57,10659.98,10659.98,10659.98
186,115,10763.3,10740.08,10123.38,10352.86,10587.19,10714.54,10732.37,10740.08,10740.08,10740.08
187,87,10815.58,10792.66,10170.44,10403.09,10637.52,10765.66,10784.24,10792.66,10792.66,10792.66
188,58,10838.86,10816.3,10188.5,10423.86,10658.76,10787.86,10807.3,10816.3,10816.3,10816.3
189,96,10900.14,10878.02,10244.56,10482.53,10718.25,10848.09,10868.39,10878.02,10878.02,10878.02
190,99,10964.42,10942.76,10303.62,10544.19,10780.76,10911.61,10932.65,10942.76,10942.76,10942.76
191,125,11045.44,11022.66,10388.68,10631.1,10865.75,10994.75,11013.72,11022.66,11022.66,11022.66
192,110,11120.72,11098.33,10458.73,10702.1,10938.1,11068.89,11088.98,11098.33,11098.33,11098.33
193,80,11166.0,11143.98,10498.79,10742.5,10979.95,11112.82,11134.21,11143.98,11143.98,11143.98
194,91,11222.28,11200.69,10549.85,10793.94,11033.75,11168.12,11190.64,11200.69,11200.69,11200.69
195,63,11250.56,11229.44,10572.91,10817.04,11059.77,11195.47,11219.25,11229.44,11229.44,11229.44
196,81,11296.84,11276.27,10613.97,10858.01,11104.0,11240.86,11265.97,11276.27,11276.27,11276.27
197,62,11324.12,11304.15,10636.03,10879.59,11128.87,11267.25,11293.62,11304.15,11304.15,11304.15
198,120,11405.13,11383.59,10716.09,10959.34,11212.76,11350.18,11373.52,11383.59,11383.59,11383.59
199,98,11468.41,11447.46,10774.14,11016.94,11274.14,11412.64,11437.12,11447.38,11447.46,11447.46
200,115,11548.69,11527.04,10849.2,11091.74,11352.6,11491.99,11517.03,11526.87,11527.04,11527.04
201,111,11624.97,11603.86,10920.26,11162.45,11426.69,11567.51,11593.78,11603.8,11603.86,11603.86
202,99,11689.25,11668.64,10979.32,11221.13,11488.56,11630.88,11658.63,11668.59,11668.64,11668.64
203,124,11770.27,11748.45,11063.38,11304.52,11575.25,11714.21,11738.29,11748.19,11748.45,11748.45
204,186,11851.28,11828.43,11156.58,11401.65,11663.75,11798.08,11818.43,11828.06,11828.43,11828.43
205,164,11932.29,11908.59,11262.09,11503.0,11753.94,11882.96,11899.14,11907.92,11908.59,11908.59
206,153,12013.3,11988.93,11366.26,11608.78,11844.13,11968.47,11980.11,11988.09,11988.93,11988.93
207,44,12022.58,11998.42,11360.52,11607.45,11849.47,11975.47,11989.41,11997.64,11998.42,11998.42
208,106,12093.86,12069.96,11417.25,11668.44,11916.69,12044.51,12060.79,12069.13,12069.96,12069.96
209,86,12145.14,12121.48,11453.19,11708.7,11963.52,12093.8,12112.15,12120.6,12121.48,12121.48
210,122,12226.16,12201.8,11525.27,11784.66,12046.41,12178.62,12192.52,12201.08,12201.8,12201.8
211,83,12274.44,12250.31,11557.93,11821.37,12090.14,12224.96,12240.9,12249.59,12250.31,12250.31
212,87,12326.72,12302.87,11595.27,11862.1,12138.06,12275.27,12293.19,12302.05,12302.87,12302.87
213,51,12343.0,12319.48,11596.98,11867.0,12149.78,12289.56,12309.56,12318.53,12319.48,12319.48
214,107,12415.28,12392.14,11655.01,11928.06,12217.63,12359.88,12382.05,12391.08,12392.14,12392.14
215,94,12474.56,12451.79,11699.77,11976.01,12272.13,12417.45,12441.47,12450.69,12451.79,12451.79
216,52,12491.84,12469.47,11702.01,11982.22,12284.37,12432.93,12458.94,12468.33,12469.47,12469.47
217,103,12560.12,12538.21,11755.56,12040.04,12347.46,12499.54,12527.51,12537.01,12538.21,12538.21
218,107,12632.4,12610.94,11812.43,12101.66,12414.41,12570.08,12599.95,12609.6,12610.94,12610.94
219,134,12713.41,12690.93,11896.51,12189.7,12507.83,12655.49,12680.68,12690.18,12690.93,12690.93
220,74,12752.69,12730.58,11919.89,12217.15,12540.99,12692.35,12719.81,12729.44,12730.58,12730.58
221,127,12833.7,12810.58,11996.9,12297.87,12627.4,12778.81,12800.96,12810.38,12810.58,12810.58
222,101,12899.99,12877.22,12047.56,12354.33,12687.6,12842.75,12866.99,12876.55,12877.22,12877.22
223,53,12918.27,12895.87,12050.2,12362.88,12699.59,12858.73,12884.86,12894.72,12895.87,12895.87
224,89,12972.55,12950.58,12089.88,12407.62,12747.35,12910.78,12938.72,12948.87,12950.58,12950.58
225,105,13042.83,13021.33,12149.81,12468.38,12811.3,12978.87,13008.77,13018.91,13021.33,13021.33
226,138,13123.84,13101.27,12242.74,12561.66,12907.02,13065.16,13090.5,13100.29,13101.27,13101.27
227,122,13204.85,13181.37,12319.67,12638.19,12988.0,13149.81,13172.79,13182.1,13181.37,13181.37
228,97,13267.13,13243.97,12371.6,12689.0,13043.68,13209.23,13234.28,13243.83,13243.97,13243.97
229,125,13348.14,13324.18,12451.54,12768.07,13126.98,13296.66,13316.74,13325.87,13324.18,13324.18
230,129,13429.16,13404.55,12535.47,12850.79,13213.76,13384.02,13399.59,13407.92,13404.55,13404.55
231,109,13503.44,13479.04,12599.4,12913.29,13280.3,13455.25,13472.85,13481.57,13479.04,13479.04
232,101,13569.72,13545.51,12655.33,12967.8,13338.65,13518.74,13538.22,13547.19,13545.51,13545.51
233,141,13650.73,13626.06,12751.26,13062.29,13437.02,13606.48,13621.34,13629.51,13626.06,13626.06
234,61,13677.01,13652.47,12767.2,13076.47,13454.8,13629.45,13646.37,13655.11,13652.47,13652.47
235,125,13758.02,13733.03,12847.13,13157.2,13536.78,13716.87,13729.72,13737.55,13733.03,13733.03
236,107,13830.3,13805.44,12909.06,13221.88,13600.63,13786.06,13800.73,13809.06,13805.44,13805.44
237,183,13911.32,13886.18,13014.22,13320.64,13701.2,13874.37,13885.17,13891.7,13886.18,13886.18
238,139,13992.33,13967.07,13103.32,13416.66,13795.98,13963.68,13969.99,13974.34,13967.07,13967.07
239,142,14073.34,14048.11,13194.86,13515.27,13893.05,14053.8,14055.35,14057.31,14048.11,14048.11
240,123,14154.35,14129.3,13267.21,13594.22,13970.65,14137.83,14140.72,14140.28,14129.3,14129.3
241,105,14224.63,14199.44,13320.77,13655.15,14030.05,14203.72,14208.85,14209.61,14199.44,14199.44
242,125,14305.65,14280.79,13394.68,13735.85,14110.48,14289.33,14294.88,14292.64,14280.79,14280.79
243,59,14329.93,14304.86,13402.2,13750.14,14124.76,14308.52,14316.72,14315.96,14304.86,14304.86
244,67,14362.21,14337.0,13417.43,13772.23,14147.09,14336.18,14346.83,14347.45,14337.0,14337.0
245,74,14401.49,14376.2,13439.89,13801.66,14176.52,14371.3,14384.01,14386.1,14376.2,14376.2
246,119,14482.5,14457.26,13507.74,13876.24,14250.83,14451.51,14466.22,14468.38,14457.26,14457.26
247,101,14548.78,14523.46,13557.9,13932.13,14306.86,14513.3,14530.25,14533.91,14523.46,14523.46
248,115,14629.06,14603.66,13622.38,14002.04,14376.61,14589.44,14608.24,14613.46,14603.66,14603.66
249,121,14710.07,14684.95,13692.57,14077.86,14452.38,14671.31,14692.33,14696.38,14684.95,14684.95
250,65,14740.35,14715.05,13706.82,14097.81,14471.97,14697.08,14720.21,14725.84,14715.05,14715.05
251,108,14813.63,14788.22,13764.97,14160.76,14534.83,14765.81,14791.35,14798.47,14788.22,14788.22
252,101,14879.91,14854.36,13816.14,14216.91,14590.71,14827.43,14855.39,14864.18,14854.36,14854.36
253,132,14960.93,14935.66,13898.31,14304.05,14677.57,14919.38,14941.79,14946.52,14935.66,14935.66
254,111,15037.21,15011.76,13959.57,14369.36,14744.23,14990.63,15015.61,15022.07,15011.76,15011.76
255,71,15073.49,15047.83,13980.04,14394.43,14771.88,15022.19,15049.27,15057.49,15047.83,15047.83
256,106,15144.77,15118.96,14036.29,14454.79,14835.72,15089.19,15118.01,15128.0,15118.96,15118.96
257,87,15197.05,15171.09,14073.56,14496.48,14881.57,15137.51,15167.67,15179.58,15171.09,15171.09
258,79,15241.33,15215.26,14102.83,14530.51,14919.14,15177.67,15209.33,15223.22,15215.26,15215.26
259,89,15295.61,15269.49,14142.1,14574.7,14966.85,15227.73,15261.24,15276.93,15269.49,15269.49
