day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,119,42.05,21.95,42.97,42.05,42.05,42.05,50.0,84.1,194.1,152.05,84.1,84.1,84.1,100.0
1,181,84.1,104.78,120.12,86.29,84.1,84.1,100.0,84.1,196.35,154.3,88.48,84.1,84.1,100.0
2,26,68.05,25.73,64.77,65.86,68.05,68.05,76.0,84.1,210.1,162.71,92.87,84.1,84.1,100.0
3,80,106.28,9.01,64.3,98.72,106.0,106.0,106.0,83.54,193.43,160.93,65.71,84.1,84.1,100.0
4,187,148.03,101.39,139.85,133.68,178.96,178.96,156.0,83.5,189.24,151.09,69.94,145.93,145.93,100.0
5,97,189.78,98.65,158.68,170.77,198.55,198.55,203.0,83.5,199.48,156.35,74.17,154.82,154.82,100.0
6,86,231.53,85.93,167.46,206.42,215.55,215.55,239.0,83.5,197.43,154.43,100.69,138.0,138.0,100.0
7,94,273.29,82.58,185.57,252.12,246.4,246.4,283.0,83.5,194.7,151.79,91.38,126.3,126.3,100.0
8,135,315.04,120.99,245.39,299.99,306.23,306.23,333.0,83.5,193.19,150.36,95.74,119.64,119.64,100.0
9,118,356.79,141.31,287.1,350.04,362.33,362.33,383.0,83.5,195.35,152.58,100.11,123.8,123.8,100.0
10,58,373.04,101.38,268.52,353.34,358.64,358.64,391.0,83.5,195.87,153.16,109.4,123.38,123.38,100.0
11,67,398.4,72.36,261.62,376.49,366.73,366.73,408.0,83.27,192.03,147.79,87.71,117.81,117.81,100.0
12,18,374.84,-4.29,207.02,356.33,328.35,328.35,376.0,83.13,189.3,145.21,76.31,112.76,112.76,100.0
13,88,416.11,-8.21,225.82,382.45,361.2,361.2,414.0,82.55,183.85,138.39,52.24,110.31,110.31,100.0
14,138,457.39,38.21,294.77,419.19,415.0,415.0,464.0,82.55,183.16,137.9,73.48,107.6,107.6,100.0
15,98,498.66,43.55,322.66,461.49,457.6,457.6,512.0,82.55,185.32,140.23,84.59,110.78,110.78,100.0
16,43,500.39,-6.03,295.54,450.35,445.98,445.98,505.0,82.55,185.15,140.22,108.28,109.24,109.24,100.0
17,112,541.49,14.85,338.81,491.31,498.78,498.78,555.0,82.21,182.25,137.46,81.93,105.6,105.6,100.0
18,0,500.39,-76.61,269.68,448.23,444.64,444.64,505.0,82.21,182.91,138.25,86.17,108.29,108.29,100.0
19,82,541.15,-83.82,284.52,474.75,470.61,470.61,537.0,81.52,178.42,134.34,53.05,112.04,112.04,100.0
20,101,581.91,-71.76,318.57,514.26,516.86,516.86,587.0,81.52,177.88,133.89,79.02,109.51,109.51,100.0
21,89,622.67,-71.85,340.44,555.93,551.51,551.51,626.0,81.52,178.18,134.27,83.33,108.71,108.71,100.0
22,232,663.43,17.14,407.51,614.11,605.08,605.08,676.0,81.52,177.98,134.14,116.36,107.14,107.14,100.0
