day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,96,45.96,2.2,25.18,45.96,45.96,45.96,46.0,91.93,187.6,141.63,91.93,91.93,91.93,100.0
1,95,91.93,3.36,47.83,93.45,91.93,91.93,91.0,91.93,187.68,144.72,94.97,91.93,91.93,100.0
2,81,126.96,-9.4,56.94,125.45,126.96,126.96,122.0,91.93,187.53,143.76,98.01,91.93,91.93,100.0
3,84,165.05,-17.95,71.13,164.85,165.0,165.0,156.0,91.82,185.1,139.63,89.2,91.93,91.93,100.0
4,102,210.93,-7.85,104.0,207.04,215.91,215.91,206.0,91.75,183.79,138.25,84.38,102.19,102.19,100.0
5,130,256.8,29.63,164.27,250.68,267.36,267.36,256.0,91.75,185.06,139.46,87.29,102.91,102.91,100.0
6,87,297.93,22.05,179.51,289.74,302.05,302.05,293.0,91.75,189.15,143.52,95.88,104.62,104.62,100.0
7,72,324.08,-0.01,180.28,315.93,323.34,323.34,315.0,91.7,188.13,142.46,91.62,101.41,101.41,100.0
8,49,327.31,-43.98,158.89,323.96,322.11,322.11,314.0,91.52,185.93,140.78,81.94,100.48,100.48,100.0
9,130,372.88,-5.07,219.82,357.74,372.89,372.89,364.0,91.13,182.18,138.13,67.56,101.58,101.58,100.0
10,62,389.31,-35.69,211.3,383.08,382.92,382.92,376.0,91.13,185.24,141.04,73.32,103.95,103.95,100.0
11,79,422.88,-48.19,221.32,419.48,411.65,411.65,405.0,90.87,183.0,137.96,72.8,100.55,100.55,100.0
12,75,452.5,-64.29,227.77,451.16,437.74,437.74,430.0,90.76,182.2,137.1,86.65,97.82,97.82,100.0
13,125,497.81,-29.91,284.72,490.96,485.45,485.45,480.0,90.62,181.24,136.09,79.61,95.42,95.42,100.0
14,37,489.5,-84.58,252.65,484.81,473.9,473.9,467.0,90.62,183.34,138.14,86.31,97.11,97.11,100.0
15,47,491.42,-127.74,232.14,498.65,472.73,472.73,464.0,90.16,180.32,135.02,66.32,96.33,96.33,100.0
16,121,536.31,-95.81,286.79,528.76,519.66,519.66,514.0,89.79,178.14,132.7,60.22,93.85,93.85,100.0
17,101,581.2,-84.75,320.58,560.3,567.53,567.53,564.0,89.79,179.88,134.42,63.09,95.74,95.74,100.0
18,52,588.31,-123.0,305.08,571.08,570.76,570.76,566.0,89.79,180.5,135.01,82.45,97.53,97.53,100.0
19,94,633.05,-118.42,332.41,608.7,617.32,617.32,610.0,89.47,178.84,133.33,75.25,94.89,94.89,100.0
20,105,677.78,-102.99,370.6,647.86,664.77,664.77,660.0,89.47,179.15,133.62,78.32,94.91,94.91,100.0
21,119,722.51,-73.94,422.43,688.56,713.01,713.01,710.0,89.47,179.89,134.34,81.39,96.47,96.47,100.0
22,105,767.25,-59.5,459.65,735.87,762.0,762.0,760.0,89.47,181.13,135.56,94.62,97.97,97.97,100.0
23,62,784.51,-88.37,453.57,748.98,774.29,774.29,772.0,89.47,181.74,136.16,97.78,99.41,99.41,100.0
24,103,829.14,-75.72,489.02,790.24,822.8,822.8,822.0,89.25,180.71,135.11,82.52,97.01,97.01,100.0
25,107,873.76,-59.33,528.21,833.03,871.96,871.96,872.0,89.25,181.22,135.61,85.59,98.32,98.32,100.0
26,126,918.38,-24.25,586.11,877.36,921.75,921.75,922.0,89.25,181.83,136.21,88.65,99.58,99.58,100.0
27,98,963.01,-17.76,615.41,923.54,969.35,969.35,970.0,89.25,183.03,137.4,103.64,100.8,100.8,100.0
28,124,1007.63,14.61,670.6,972.88,1019.92,1019.92,1020.0,89.25,183.25,137.61,98.69,101.14,101.14,100.0
29,117,1052.25,39.48,718.29,1023.8,1071.07,1071.07,1070.0,89.25,184.27,138.62,101.83,102.29,102.29,100.0
30,105,1096.88,51.97,753.61,1076.29,1122.77,1122.77,1120.0,89.25,185.02,139.36,104.98,103.41,103.41,100.0
31,114,1141.5,73.28,797.76,1131.3,1175.01,1175.01,1170.0,89.25,185.37,139.7,110.04,104.48,104.48,100.0
32,151,1186.12,131.3,867.9,1187.95,1227.78,1227.78,1220.0,89.25,185.96,140.28,113.29,105.53,105.53,100.0
33,114,1230.75,151.53,911.13,1243.65,1281.05,1281.05,1270.0,89.25,187.54,141.56,116.6,106.55,106.55,100.0
34,93,1275.37,150.51,933.1,1280.21,1320.28,1320.28,1313.0,89.25,188.04,142.05,112.88,107.54,107.54,100.0
35,66,1296.75,122.53,928.11,1294.65,1332.83,1332.83,1329.0,89.25,187.96,141.97,103.12,106.9,106.9,100.0
