day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,0,-42.98,-90.98,-69.49,-42.98,-42.98,-42.98,-50.0,85.97,181.97,138.99,85.97,85.97,85.97,100.0
1,134,-0.43,-35.97,-3.5,-24.22,0.0,0.0,0.0,85.12,157.97,131.99,37.54,85.97,85.97,100.0
2,54,11.02,-67.16,-19.79,1.79,11.02,11.02,4.0,85.12,170.37,140.58,56.0,85.97,85.97,100.0
3,123,53.42,-26.81,37.72,26.99,54.0,54.0,54.0,84.82,165.3,130.98,50.41,85.97,85.97,100.0
4,143,95.83,30.42,105.71,68.67,107.46,107.46,104.0,84.82,171.54,135.98,83.36,179.08,179.08,100.0
5,242,138.24,119.78,176.39,112.65,192.7,192.7,154.0,84.82,178.72,141.36,87.96,170.47,170.47,100.0
6,39,134.83,64.65,142.32,105.04,140.51,140.51,143.0,84.82,188.27,146.13,93.23,182.37,182.37,100.0
7,89,177.03,62.68,162.21,140.13,150.01,150.01,182.0,84.39,181.94,138.22,70.17,159.0,159.0,100.0
8,91,219.22,63.02,184.39,177.44,168.43,168.43,223.0,84.39,181.31,137.65,74.62,145.16,145.16,100.0
9,92,261.41,64.55,207.71,216.97,192.57,192.57,265.0,84.39,180.95,137.35,79.08,135.72,135.72,100.0
10,157,303.61,131.19,276.3,267.78,257.02,257.02,315.0,84.39,180.72,137.16,101.6,128.91,128.91,100.0
11,181,345.8,219.61,346.41,320.9,324.38,324.38,365.0,84.39,185.16,140.23,106.26,134.72,134.72,100.0
12,96,388.0,220.3,370.86,361.43,350.33,350.33,411.0,84.39,190.62,143.1,110.94,140.11,140.11,100.0
13,95,430.19,220.26,394.44,405.7,378.3,378.3,456.0,84.39,190.08,142.84,101.46,134.06,134.06,100.0
14,64,452.0,189.49,387.16,422.29,377.7,377.7,470.0,84.39,189.54,142.56,94.82,129.19,129.19,100.0
15,85,494.1,180.82,401.87,462.22,401.05,401.05,505.0,84.21,187.34,140.58,79.84,123.3,123.3,100.0
16,166,536.21,253.58,471.83,506.82,460.77,460.77,555.0,84.21,186.48,139.92,89.2,119.43,119.43,100.0
17,29,523.1,187.7,429.8,487.93,428.37,428.37,534.0,84.21,189.76,142.07,95.77,122.79,122.79,100.0
18,90,564.97,184.6,450.67,527.46,459.27,459.27,574.0,83.74,186.19,138.25,79.05,118.21,118.21,100.0
19,208,606.85,277.47,519.68,569.17,517.07,517.07,624.0,83.74,185.73,138.01,83.42,115.59,115.59,100.0
20,57,621.97,239.73,506.74,582.27,514.8,514.8,631.0,83.74,189.47,139.88,87.78,118.54,118.54,100.0
21,86,663.74,231.97,523.63,620.73,543.53,543.53,667.0,83.52,187.53,138.22,95.09,114.54,114.54,100.0
22,125,705.5,263.51,579.7,664.51,599.65,599.65,717.0,83.52,186.91,137.85,87.56,112.26,112.26,100.0
23,105,747.26,274.6,615.2,710.48,647.29,647.29,767.0,83.52,187.83,139.01,91.94,114.73,114.73,100.0
24,128,789.02,308.62,673.53,763.77,704.28,704.28,817.0,83.52,187.95,139.34,106.59,113.99,113.99,100.0
25,74,821.26,288.18,677.29,780.69,720.16,720.16,841.0,83.52,188.88,140.47,114.16,116.24,116.24,100.0
26,101,862.98,295.24,708.46,828.8,764.38,764.38,891.0,83.45,187.88,139.66,96.21,113.56,113.56,100.0
27,122,904.7,323.31,760.55,879.1,820.72,820.72,941.0,83.45,187.85,139.81,100.59,112.67,112.67,100.0
28,120,946.43,349.06,810.24,931.6,878.02,878.02,991.0,83.45,188.5,140.62,105.0,114.61,114.61,100.0
29,77,981.7,331.54,838.08,947.18,896.78,896.78,1018.0,83.45,189.05,98.33,122.84,116.49,116.49,100.0
30,103,1023.4,382.68,887.24,998.66,942.69,942.69,1068.0,83.4,102.29,98.33,103.03,114.18,114.18,100.0
31,48,1029.7,379.54,886.08,997.27,933.93,933.93,1066.0,83.4,102.29,98.33,98.78,113.51,113.51,100.0
32,16,1004.14,344.4,852.91,974.62,894.38,894.38,1032.0,83.13,102.29,98.33,77.31,111.1,111.1,100.0
33,161,1045.45,395.54,902.08,1008.45,949.0,949.0,1082.0,82.62,102.29,98.33,67.68,109.24,109.24,100.0
34,163,1086.76,446.68,951.24,1044.4,1004.46,1004.46,1132.0,82.62,102.29,98.33,71.9,110.91,110.91,100.0
35,30,1075.45,425.54,932.08,1027.89,978.19,978.19,1112.0,82.62,102.29,98.33,93.03,112.54,112.54,100.0
