day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,85,53.68,24.26,38.47,53.68,53.68,53.68,50.28,104.4,202.45,155.11,104.4,104.4,104.4,115.73
1,82,104.4,46.68,74.93,108.14,104.36,104.36,97.56,104.26,198.63,151.53,91.8,104.4,104.4,115.73
2,113,177.28,100.97,143.6,170.35,177.44,177.44,175.84,104.12,195.67,147.37,88.87,104.4,104.4,115.73
3,72,218.03,113.21,169.83,214.89,218.12,218.12,213.12,104.18,199.22,152.46,91.54,104.4,104.4,115.73
4,104,290.82,158.25,229.0,276.86,287.74,287.74,282.4,103.98,196.53,151.74,88.54,114.61,114.61,115.73
5,88,347.61,187.0,271.56,336.52,341.63,341.63,335.68,104.04,197.5,152.16,94.48,113.69,113.69,115.73
6,63,379.42,191.09,289.51,372.67,371.68,371.68,363.96,103.94,196.36,148.85,89.5,109.83,109.83,115.73
7,90,438.3,222.77,335.13,431.59,428.8,428.8,419.24,103.73,194.4,145.56,84.17,109.59,109.59,115.73
8,64,471.21,228.6,355.68,469.54,460.64,460.64,448.52,103.65,193.9,147.27,86.82,107.21,107.21,115.73
9,99,539.17,269.93,412.14,524.4,527.94,527.94,512.8,103.45,192.22,142.4,78.37,105.67,105.67,115.73
10,98,606.14,310.1,466.89,587.28,594.3,594.3,576.08,103.46,192.79,146.02,89.82,105.47,105.47,115.73
11,116,678.55,368.15,539.15,652.04,667.87,667.87,657.1,103.45,193.16,144.58,92.52,105.11,105.11,115.73
12,38,685.5,347.57,532.76,659.19,673.66,673.66,660.38,103.51,195.28,148.24,102.83,107.37,107.37,115.73
13,96,750.49,385.35,585.01,713.95,736.8,736.8,721.66,103.36,194.06,150.73,78.23,109.53,109.53,115.73
14,119,822.83,446.08,659.76,770.6,812.94,812.94,802.67,103.34,194.22,147.24,80.92,108.76,108.76,115.73
15,45,836.81,432.22,658.77,790.52,824.57,824.57,812.95,103.39,196.2,150.03,83.61,111.21,111.21,115.73
16,96,901.85,469.79,709.15,853.06,887.42,887.42,874.23,103.21,194.78,149.46,89.34,110.51,110.51,115.73
17,114,974.08,525.32,778.31,917.56,964.32,964.32,953.51,103.19,194.9,149.03,92.15,109.85,109.85,115.73
18,80,1023.11,546.46,812.77,969.08,1010.69,1010.69,998.79,103.25,196.18,148.97,94.96,112.11,112.11,115.73
19,93,1085.18,580.81,861.15,1032.12,1070.62,1070.62,1057.07,103.11,195.52,150.61,99.85,110.23,110.23,115.73
20,134,1157.33,656.18,950.15,1098.4,1147.19,1147.19,1138.08,103.07,195.43,151.65,94.68,109.39,109.39,115.73
21,103,1229.39,699.78,1006.62,1166.64,1216.82,1216.82,1206.36,103.12,198.0,151.34,97.49,111.24,111.24,115.73
22,122,1301.61,762.3,1083.1,1240.34,1294.8,1294.8,1287.38,103.17,198.28,154.17,105.29,111.4,111.4,115.73
23,135,1373.87,837.42,1172.13,1317.66,1373.97,1373.97,1368.39,103.22,199.61,155.96,110.46,113.09,113.09,115.73
24,152,1446.16,928.92,1277.0,1397.05,1454.26,1454.26,1449.4,103.27,201.66,158.71,113.41,114.71,114.71,115.73
25,130,1518.49,997.51,1359.47,1478.55,1535.63,1535.63,1530.41,103.32,204.71,160.18,116.42,116.25,116.25,115.73
26,87,1574.47,1022.7,1398.79,1529.7,1587.32,1587.32,1582.69,103.37,206.01,157.98,119.49,117.72,117.72,115.73
27,161,1646.77,1122.07,1508.05,1603.7,1668.61,1668.61,1663.71,103.29,205.46,159.67,105.71,116.13,116.13,115.73
28,160,1719.11,1219.5,1618.99,1679.69,1750.84,1750.84,1744.72,103.34,208.55,161.19,108.57,117.47,117.47,115.73
29,99,1787.09,1255.13,1669.49,1745.25,1814.21,1814.21,1809.0,103.38,211.26,160.15,111.46,118.76,118.76,115.73
30,127,1859.47,1318.84,1747.9,1825.96,1896.92,1896.92,1890.01,103.39,210.95,162.79,115.29,118.16,118.16,115.73
31,144,1931.87,1399.34,1842.37,1908.77,1980.47,1980.47,1971.02,103.44,211.66,164.16,118.3,119.35,119.35,115.73
32,103,2003.83,1438.41,1895.98,1975.35,2047.31,2047.31,2039.31,103.48,213.1,163.82,121.39,120.51,120.51,115.73
33,127,2076.3,1501.55,1973.41,2056.97,2131.52,2131.52,2120.32,103.52,212.88,164.59,116.6,120.29,120.29,115.73
34,133,2148.8,1570.51,2057.2,2140.72,2216.48,2216.48,2201.33,103.57,213.45,165.38,119.64,121.38,121.38,115.73
35,100,2217.71,1606.24,2107.05,2203.89,2279.75,2279.75,2266.61,103.61,214.23,168.64,122.75,122.43,122.43,115.73
36,129,2290.25,1689.7,2188.26,2286.79,2365.0,2365.0,2347.62,103.63,119.23,117.98,118.43,121.79,121.79,115.73
37,99,2358.15,1752.94,2252.46,2349.34,2427.17,2427.17,2411.9,103.67,119.23,117.98,121.5,122.78,122.78,115.73
38,82,2409.05,1799.17,2299.65,2398.0,2472.56,2472.56,2459.18,103.67,119.23,117.98,111.12,122.03,122.03,115.73
39,116,2481.54,1879.4,2380.84,2472.23,2552.42,2552.42,2540.2,103.57,119.23,117.98,106.05,120.46,120.46,115.73
40,112,2554.07,1955.63,2458.04,2548.44,2627.87,2627.87,2617.48,103.61,119.23,117.98,108.86,121.84,121.84,115.73
41,103,2625.97,2022.86,2526.23,2615.67,2694.14,2694.14,2685.76,103.65,119.23,117.98,119.21,122.43,122.43,115.73
42,122,2698.56,2106.32,2607.44,2700.17,2779.54,2779.54,2766.77,103.69,119.23,117.98,120.7,122.02,122.02,115.73
43,94,2761.44,2164.55,2666.64,2757.03,2836.44,2836.44,2826.05,103.73,119.23,117.98,123.79,123.65,123.65,115.73
44,90,2820.33,2218.78,2721.83,2813.74,2889.64,2889.64,2881.33,103.69,119.23,117.98,110.96,122.65,122.65,115.73
45,109,2892.87,2292.01,2796.03,2888.27,2962.17,2962.17,2955.61,103.63,119.23,117.98,106.47,121.58,121.58,115.73
46,73,2934.77,2329.24,2834.22,2928.49,2998.68,2998.68,2993.89,103.67,119.23,117.98,109.26,121.63,121.63,115.73
47,58,2961.71,2351.48,2857.41,2955.22,3020.5,3020.5,3017.17,103.54,119.23,117.98,104.23,120.62,120.62,115.73
48,76,3006.69,2391.71,2898.61,3003.31,3060.44,3060.88,3058.45,103.4,119.23,117.98,93.04,120.18,118.72,115.73
49,103,3078.71,2458.94,2966.8,3062.42,3127.7,3128.5,3126.73,103.28,119.23,117.98,84.44,119.16,117.92,115.73
50,104,3151.03,2527.17,3035.99,3131.85,3196.02,3197.39,3196.01,103.31,119.23,117.98,99.19,118.91,117.05,115.73
51,81,3201.02,2538.62,3067.99,3177.65,3241.41,3243.03,3242.29,103.35,231.82,165.33,117.34,118.72,117.87,115.73
52,154,3273.3,2623.95,3167.8,3253.25,3323.88,3325.57,3323.31,103.25,228.89,181.07,108.0,117.82,117.92,115.73
53,99,3341.31,2653.36,3211.16,3319.0,3387.32,3389.2,3387.59,103.29,231.98,185.0,110.83,118.55,117.92,115.73
54,96,3406.32,2680.37,3252.6,3383.78,3447.88,3449.56,3448.87,103.3,229.98,182.22,104.07,118.13,118.81,115.73
55,100,3475.34,2711.94,3298.69,3450.58,3512.6,3513.97,3514.15,103.28,228.08,179.83,110.67,117.6,118.61,115.73
56,90,3534.35,2733.98,3335.5,3509.28,3567.42,3568.25,3569.43,103.29,226.55,177.78,104.34,117.27,119.08,115.73
57,68,3571.38,2734.53,3351.17,3547.08,3600.44,3600.29,3602.71,103.24,224.83,174.84,100.68,116.62,119.87,115.73
58,118,3643.55,2785.68,3417.72,3609.81,3681.64,3682.34,3683.72,103.11,222.84,171.24,89.62,116.01,119.82,115.73
59,88,3700.61,2806.87,3453.91,3669.06,3734.65,3733.69,3737.0,103.14,222.69,172.64,95.84,116.64,122.17,115.73
60,69,3738.69,2809.49,3471.77,3709.5,3768.85,3766.13,3771.28,103.08,221.27,171.42,95.19,116.0,121.87,115.73
61,112,3810.75,2855.61,3533.14,3775.65,3846.23,3841.66,3848.56,102.96,219.61,170.21,94.5,115.39,121.55,115.73
62,167,3882.85,2956.81,3649.73,3843.69,3927.27,3926.26,3929.57,102.99,219.34,168.94,97.2,115.77,120.85,115.73
63,96,3947.94,2985.94,3694.35,3908.94,3988.36,3985.0,3990.85,103.03,222.89,173.43,102.51,116.37,124.19,115.73
64,150,4020.05,3069.36,3792.94,3983.36,4069.53,4071.94,4071.87,103.01,221.93,170.74,106.32,115.97,124.2,115.73
65,108,4092.18,3110.25,3848.87,4058.64,4142.57,4142.68,4145.15,103.05,223.71,175.88,109.08,116.54,124.2,115.73
66,125,4164.34,3168.29,3922.3,4132.9,4224.22,4229.81,4226.16,103.08,223.19,173.28,106.08,116.64,126.24,115.73
67,154,4236.53,3255.27,4024.01,4210.6,4306.26,4319.41,4307.17,103.12,223.38,173.17,111.01,117.2,128.0,115.73
68,30,4235.58,3217.74,4001.15,4206.46,4300.94,4311.01,4302.45,103.15,225.13,176.38,113.8,117.75,128.0,115.73
69,142,4307.76,3292.54,4090.39,4265.08,4384.35,4402.45,4383.46,103.11,223.98,177.71,83.74,119.16,130.63,115.73
70,96,4372.81,3321.06,4134.48,4325.58,4444.43,4458.6,4444.74,103.14,224.95,179.58,86.43,119.75,132.84,115.73
71,136,4445.0,3389.8,4218.09,4387.96,4527.94,4550.1,4525.76,103.13,224.17,174.09,89.11,119.31,130.72,115.73
72,31,4445.05,3353.37,4196.63,4383.04,4522.98,4541.31,4522.04,103.16,224.79,174.32,119.73,119.88,132.63,115.73
73,89,4503.12,3375.29,4232.06,4444.44,4575.73,4590.73,4576.32,103.11,223.6,174.48,87.71,120.84,131.96,115.73
74,34,4506.21,3342.46,4213.58,4451.3,4573.66,4585.84,4575.6,103.05,222.77,177.59,90.46,120.23,129.62,115.73
75,176,4578.29,3452.0,4335.81,4499.64,4658.15,4675.58,4656.61,102.97,221.53,171.4,69.05,120.69,128.2,115.73
76,129,4650.39,3513.76,4412.54,4570.65,4743.06,4765.33,4737.62,103.01,224.12,178.14,101.44,121.3,128.2,115.73
77,90,4709.48,3536.43,4449.23,4629.35,4796.49,4816.15,4792.9,103.04,224.45,178.68,104.34,121.9,130.6,115.73
78,94,4772.58,3563.31,4491.34,4688.73,4854.1,4871.66,4852.18,103.0,223.71,172.38,115.38,121.31,128.29,115.73
79,158,4844.66,3654.38,4597.28,4762.43,4938.69,4960.0,4933.2,102.97,223.09,175.81,105.29,120.84,126.2,115.73
80,126,4916.77,3713.03,4671.17,4838.18,5023.68,5047.55,5014.21,103.01,224.52,179.13,108.21,121.41,128.16,115.73
81,56,4941.86,3701.62,4674.33,4859.4,5043.08,5065.23,5035.49,103.04,224.7,176.51,115.94,121.97,127.72,115.73
82,67,4977.98,3701.52,4688.34,4896.34,5073.64,5094.62,5067.77,102.92,223.65,175.59,100.19,121.48,125.37,115.73
83,137,5049.94,3771.71,4772.23,4956.63,5158.2,5181.93,5148.78,102.8,222.71,174.91,86.13,120.79,124.73,115.73
84,57,5076.09,3761.73,4775.94,4986.95,5178.8,5201.52,5171.06,102.84,223.27,174.81,88.94,121.34,124.73,115.73
85,136,5147.99,3831.04,4859.66,5053.68,5263.36,5287.15,5252.07,102.71,222.3,173.55,95.33,120.81,122.34,115.73
86,174,5219.91,3938.2,4980.75,5130.17,5348.31,5374.09,5333.09,102.75,222.82,175.04,109.26,121.35,124.2,115.73
87,37,5226.08,3907.8,4964.07,5133.49,5348.74,5373.83,5335.37,102.78,224.66,177.36,112.25,121.87,124.2,115.73
88,116,5297.96,3956.7,5027.47,5200.08,5428.14,5452.63,5416.38,102.69,223.67,175.77,95.12,122.0,124.0,115.73
89,63,5330.14,3952.61,5036.77,5233.67,5454.4,5478.03,5444.66,102.72,223.62,179.33,98.03,122.47,125.34,115.73
90,150,5401.96,4035.78,5133.38,5291.99,5539.67,5565.0,5525.67,102.6,222.76,176.15,83.32,121.81,124.25,115.73
91,128,5473.81,4096.69,5208.89,5369.88,5625.31,5653.17,5606.68,102.63,223.64,176.0,111.27,122.34,125.94,115.73
92,136,5545.67,4187.11,5298.66,5449.91,5711.31,5742.73,5687.7,102.67,129.18,129.82,114.33,122.86,127.95,115.73
93,124,5617.56,4272.36,5384.19,5535.18,5797.68,5827.88,5768.71,102.7,129.18,129.82,129.11,123.38,129.51,115.73
94,98,5684.74,4331.61,5443.72,5595.75,5858.51,5886.47,5831.99,102.73,129.18,129.82,124.75,123.89,131.37,115.73
95,99,5752.92,4391.85,5504.25,5660.91,5920.44,5945.96,5896.27,102.74,129.18,129.82,112.81,123.56,131.71,115.73
96,92,5814.1,4445.1,5557.78,5721.35,5975.46,5998.49,5953.55,102.75,129.18,129.82,105.2,123.28,131.55,115.73
97,106,5886.0,4512.35,5625.31,5790.98,6044.62,6064.86,6024.83,102.72,129.18,129.82,99.48,122.81,132.12,115.73
98,73,5928.18,4546.59,5659.84,5830.58,6080.79,6097.74,6063.11,102.75,129.18,129.82,111.32,122.78,133.73,115.73
99,95,5992.38,4602.84,5716.37,5895.55,6139.15,6152.61,6123.39,102.65,129.18,129.82,100.1,122.13,133.76,115.73
100,61,6022.59,4625.09,5738.9,5926.61,6163.62,6173.53,6149.67,102.64,129.18,129.82,99.81,121.77,133.58,115.73
101,53,6044.83,4639.33,5753.43,5954.46,6180.25,6186.71,6167.95,102.52,129.18,129.82,83.85,121.23,132.73,115.73
102,75,6089.11,4675.58,5789.96,6004.46,6219.0,6221.95,6208.23,102.41,129.18,129.82,83.31,120.83,132.56,115.73
103,67,6125.41,4703.83,5818.49,6047.71,6249.92,6250.07,6240.51,102.32,129.18,129.82,79.17,120.24,129.58,115.73
104,85,6179.75,4750.07,5865.02,6107.19,6299.02,6296.42,6290.79,102.22,129.18,129.82,84.97,119.67,128.85,115.73
