day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,143,72.21,82.68,96.39,72.21,72.21,72.21,81.01,103.15,201.06,155.36,103.15,103.15,103.15,115.73
1,70,111.24,87.74,115.97,110.23,111.26,111.26,116.29,103.23,216.49,168.09,106.58,103.15,103.15,115.73
2,118,183.35,142.33,182.91,173.81,183.47,183.47,197.31,103.01,211.34,169.74,90.82,103.15,103.15,115.73
3,128,255.51,206.68,259.66,239.67,255.68,255.68,278.32,103.08,212.16,170.55,94.09,103.15,103.15,115.73
4,130,327.72,272.33,335.82,307.83,335.22,335.22,359.33,103.16,214.51,176.83,97.36,168.2,168.2,115.73
5,77,373.75,284.38,359.42,350.98,362.12,362.12,401.61,103.23,216.49,174.01,112.83,167.0,167.0,115.73
6,83,425.83,303.35,391.27,404.75,398.53,398.53,449.89,103.06,213.45,169.9,97.4,155.29,155.29,115.73
7,99,493.95,339.07,439.79,467.18,454.22,454.22,514.17,102.93,210.91,166.91,89.17,144.36,144.36,115.73
8,155,566.02,431.18,545.13,531.82,550.0,550.0,595.18,102.95,209.65,167.11,92.35,136.83,136.83,115.73
9,92,627.11,458.61,585.89,591.58,599.87,599.87,652.46,103.02,215.22,169.73,107.47,140.45,140.45,115.73
10,133,699.2,527.55,667.98,664.23,692.66,692.66,733.48,102.97,213.53,169.45,103.79,134.02,134.02,115.73
11,89,757.28,552.0,706.92,721.11,739.78,739.78,787.76,103.04,215.17,170.05,107.08,139.61,139.61,115.73
12,108,829.36,595.92,764.86,789.52,807.31,807.31,861.04,102.96,213.6,168.1,97.73,134.89,134.89,115.73
13,20,818.45,551.99,734.88,777.7,787.6,787.6,846.32,103.03,213.1,167.55,106.07,132.36,132.36,115.73
14,138,890.47,626.45,821.14,829.72,883.3,883.3,927.33,102.89,211.8,168.59,74.32,141.03,141.03,115.73
15,106,962.54,668.33,875.06,888.17,946.07,946.07,998.61,102.95,213.74,178.59,83.5,144.07,144.07,115.73
16,111,1034.65,715.34,935.34,948.84,1014.69,1014.69,1074.89,103.02,213.3,172.59,86.67,141.27,141.27,115.73
17,72,1075.72,723.39,954.05,985.28,1044.89,1044.89,1112.17,103.08,213.16,170.75,118.52,139.36,139.36,115.73
18,111,1147.76,770.9,1013.56,1054.95,1115.0,1115.0,1188.45,102.9,211.63,176.62,99.53,136.27,136.27,115.73
19,80,1196.87,787.43,1042.78,1104.1,1154.52,1154.52,1233.73,102.96,211.58,175.1,102.8,134.96,134.96,115.73
20,118,1268.85,842.31,1111.19,1168.33,1232.81,1232.81,1314.74,102.83,210.4,172.9,91.75,132.37,132.37,115.73
21,119,1340.88,898.09,1178.76,1245.63,1312.18,1312.18,1395.76,102.89,210.74,169.58,110.43,132.1,132.1,115.73
22,108,1412.94,942.76,1235.16,1319.48,1380.6,1380.6,1469.04,102.95,211.1,172.07,113.84,131.91,131.91,115.73
23,112,1485.05,991.48,1294.68,1396.58,1453.34,1453.34,1546.32,103.01,210.93,172.58,116.34,130.86,130.86,115.73
24,92,1546.13,1047.62,1348.88,1455.04,1506.29,1506.29,1603.6,103.07,119.53,122.68,111.8,130.17,130.17,115.73
25,123,1618.25,1131.29,1434.08,1526.35,1590.7,1590.7,1684.61,103.03,119.53,122.68,101.87,128.63,128.63,115.73
