day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,85,23.32,-29.78,1.64,23.32,23.32,23.32,25.28,77.73,163.97,119.09,77.73,77.73,77.73,84.27
1,98,46.61,-47.65,12.03,47.64,46.64,46.64,50.56,77.65,165.53,125.15,81.08,77.73,77.73,84.27
2,84,69.89,-81.7,9.15,72.53,69.95,69.95,75.57,77.58,168.64,126.98,84.45,77.73,77.73,84.27
3,113,93.14,-86.88,32.45,96.79,93.27,93.27,100.85,77.5,168.83,125.26,80.87,77.73,77.73,84.27
4,82,116.37,-125.01,25.56,119.85,116.47,116.47,123.87,77.43,171.62,126.99,84.21,84.0,84.0,84.27
5,83,139.57,-161.71,17.66,143.86,139.89,139.89,147.88,77.36,171.0,127.53,80.05,85.11,85.11,84.27
6,74,159.47,-207.19,1.41,159.41,154.84,154.84,162.89,77.29,170.69,127.88,83.5,84.36,84.36,84.27
7,93,182.63,-232.68,5.04,182.47,180.34,180.34,188.17,77.18,169.27,127.85,76.86,84.99,84.99,84.27
8,88,205.76,-263.76,3.54,206.72,206.01,206.01,213.45,77.11,170.11,126.25,80.84,85.57,85.57,84.27
9,137,228.87,-246.07,41.89,231.95,231.84,231.84,238.73,77.04,170.45,127.77,84.11,86.11,86.11,84.27
10,118,251.96,-248.2,69.42,259.12,257.82,257.82,264.01,76.97,171.61,128.61,90.56,86.6,86.6,84.27
11,108,275.03,-261.42,85.04,287.28,283.94,283.94,289.29,76.91,173.18,131.76,93.86,87.06,87.06,84.27
12,116,298.09,-267.44,108.88,316.43,310.19,310.19,314.57,76.84,174.31,131.37,97.16,87.49,87.49,84.27
13,139,321.12,-251.34,148.63,346.57,336.56,336.56,339.85,76.78,175.58,132.62,100.47,87.9,87.9,84.27
14,102,344.13,-273.27,157.78,375.91,363.05,363.05,365.13,76.71,177.03,133.22,103.8,88.28,88.28,84.27
15,73,363.48,-324.54,137.03,378.9,374.0,374.0,379.15,76.65,177.54,133.35,100.02,88.64,88.64,84.27
16,104,386.44,-343.79,148.76,405.18,400.29,400.29,404.43,76.54,176.07,132.98,87.61,87.65,87.65,84.27
17,51,383.91,-416.45,107.81,392.63,389.66,389.66,396.44,76.48,176.65,132.12,90.79,88.05,88.05,84.27
18,58,388.65,-479.87,74.6,398.38,383.32,383.32,395.45,76.08,173.46,129.01,74.64,91.91,91.91,84.27
19,84,411.39,-515.8,68.5,420.76,405.08,405.08,420.46,75.79,171.33,127.72,74.61,88.92,88.92,84.27
20,105,434.11,-530.59,84.37,444.08,431.39,431.39,445.74,75.73,171.13,124.96,77.74,87.7,87.7,84.27
21,108,456.81,-542.86,103.47,472.32,457.94,457.94,471.02,75.67,171.8,128.46,94.14,88.48,88.48,84.27
22,80,479.49,-583.62,94.54,480.27,475.47,475.47,492.04,75.61,172.52,127.14,102.94,89.24,89.24,84.27
23,90,502.16,-558.92,119.71,505.91,501.74,501.74,517.32,75.55,82.34,83.46,91.94,87.56,87.56,84.27
24,115,524.8,-534.21,144.88,532.32,528.21,528.21,542.6,75.49,82.34,83.46,88.05,88.22,88.22,84.27
25,82,547.44,-509.85,168.15,550.47,548.0,548.0,565.61,75.44,82.34,83.46,91.22,88.86,88.86,84.27
26,65,559.67,-502.49,174.43,550.71,551.63,551.63,571.62,75.38,82.34,83.46,92.51,87.67,87.67,84.27
27,57,564.02,-503.13,172.7,551.28,548.62,548.62,569.64,75.21,82.34,83.46,80.62,85.73,85.73,84.27
28,51,562.57,-509.77,164.98,553.76,540.77,540.77,561.65,74.94,82.34,83.46,69.31,84.07,84.07,84.27
29,114,584.94,-485.07,190.14,572.59,565.52,565.52,586.93,74.59,82.34,83.46,62.78,82.49,82.49,84.27
30,87,607.31,-460.37,215.31,595.09,590.45,590.45,612.21,74.54,82.34,83.46,74.99,83.09,83.09,84.27
31,139,629.65,-435.66,240.48,620.89,615.55,615.55,637.49,74.48,82.34,83.46,85.99,83.66,83.66,84.27
32,105,651.98,-410.96,265.65,649.47,640.81,640.81,662.77,74.43,82.34,83.46,95.28,84.22,84.22,84.27
33,132,674.29,-386.26,290.82,679.03,666.24,666.24,688.05,74.38,82.34,83.46,98.52,84.77,84.77,84.27
34,55,677.27,-388.9,287.09,662.79,661.53,661.53,684.06,74.32,82.34,83.46,101.77,85.3,85.3,84.27
35,59,684.43,-387.54,287.36,663.83,662.03,662.03,684.07,74.05,82.34,83.46,82.8,83.57,83.57,84.27
36,141,706.58,-362.84,312.53,685.27,686.61,686.61,709.35,73.84,82.34,83.46,71.47,81.91,81.91,84.27
37,109,728.72,-338.13,337.7,707.64,711.33,711.33,734.64,73.79,82.34,83.46,74.56,82.41,82.41,84.27
38,105,750.84,-313.43,362.87,735.61,736.2,736.2,759.92,73.73,82.34,83.46,93.24,82.9,82.9,84.27
39,90,772.94,-288.73,388.04,752.55,761.22,761.22,785.2,73.68,82.34,83.46,104.36,83.38,83.38,84.27
40,26,747.4,-320.37,355.31,711.11,728.52,728.52,752.21,73.63,82.34,83.46,96.35,83.85,83.85,84.27
41,133,769.29,-295.66,380.48,731.98,753.66,753.66,777.49,72.96,82.34,83.46,69.57,83.79,83.79,84.27
42,107,791.16,-270.96,405.65,753.78,778.97,778.97,802.77,72.91,82.34,83.46,72.69,84.36,84.36,84.27
43,82,813.02,-246.6,428.92,777.97,801.53,801.53,825.78,72.86,82.34,83.46,80.6,84.91,84.91,84.27
