day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,220,41.63,72.8,51.98,41.63,41.63,41.63,50.0,83.26,145.59,103.96,83.26,83.26,83.26,100.0
1,26,26.0,15.59,10.05,23.51,26.0,26.0,26.0,83.26,166.41,135.87,88.24,83.26,83.26,100.0
2,9,-6.35,-52.9,-36.07,1.53,-6.63,-6.63,-15.0,82.7,154.98,110.22,61.95,83.26,83.26,100.0
3,130,34.64,4.84,12.66,20.76,35.0,35.0,35.0,81.98,144.53,97.46,38.46,83.26,83.26,100.0
4,164,75.63,82.01,64.37,42.35,92.72,92.72,85.0,81.98,154.34,103.4,43.17,115.43,115.43,100.0
5,72,106.64,71.64,82.06,76.69,102.46,102.46,107.0,81.98,164.75,108.61,68.69,124.51,124.51,100.0
6,140,147.59,129.79,136.64,122.36,157.26,157.26,157.0,81.89,163.7,109.17,91.33,109.59,109.59,100.0
7,29,135.64,73.96,108.98,103.12,128.3,128.3,136.0,81.89,169.65,113.33,96.48,115.91,115.91,100.0
8,139,176.34,130.74,163.7,137.35,178.83,178.83,186.0,81.4,164.44,109.45,68.46,101.07,101.07,100.0
9,128,217.04,174.12,220.16,174.06,231.87,231.87,236.0,81.4,169.25,112.92,73.42,106.07,106.07,100.0
10,122,257.74,209.87,278.22,213.25,287.2,287.2,286.0,81.4,172.49,116.12,78.38,110.66,110.66,100.0
11,17,234.04,139.46,235.68,177.34,246.74,246.74,253.0,81.4,174.83,119.09,105.83,114.92,114.92,100.0
12,27,220.63,81.53,205.14,168.93,222.16,222.16,230.0,80.82,169.86,115.06,70.81,103.15,103.15,100.0
13,38,218.46,36.47,187.06,181.58,213.67,213.67,218.0,80.35,166.13,112.16,50.71,92.99,92.99,100.0
14,48,226.47,2.72,179.94,202.06,218.92,218.92,216.0,79.98,163.49,110.25,40.98,85.5,85.5,100.0
15,103,266.32,24.87,228.39,239.78,259.2,259.2,266.0,79.7,161.7,109.1,75.43,80.56,80.56,100.0
16,69,295.47,12.37,241.91,261.24,286.61,286.61,285.0,79.7,162.99,110.97,95.09,83.18,83.18,100.0
17,118,335.27,49.14,297.38,303.91,327.66,327.66,335.0,79.61,162.46,110.95,85.34,82.1,82.1,100.0
18,75,370.47,41.99,315.91,333.69,360.45,360.45,360.0,79.61,164.3,112.94,90.44,84.43,84.43,100.0
19,65,395.68,24.98,324.36,358.64,383.3,383.3,375.0,79.57,164.03,113.1,80.09,84.29,84.29,100.0
20,105,435.41,48.3,372.95,397.9,424.53,424.53,425.0,79.45,163.34,112.82,78.52,82.46,82.46,100.0
21,45,440.68,11.11,360.84,401.14,427.32,427.32,420.0,79.45,164.38,114.23,83.53,84.42,84.42,100.0
22,58,459.1,-12.36,362.27,423.89,444.82,444.82,428.0,79.16,162.94,113.13,70.51,81.01,81.01,100.0
23,103,498.6,9.59,408.97,456.96,484.31,484.31,478.0,78.99,162.1,112.61,66.15,78.99,78.99,100.0
24,72,531.1,0.09,424.07,492.48,516.01,516.01,500.0,78.99,163.0,113.79,71.05,80.61,80.61,100.0
25,131,570.57,49.73,480.97,536.88,556.13,556.13,550.0,78.94,162.72,113.79,88.79,80.24,80.24,100.0
26,70,601.1,37.48,493.35,557.89,585.26,585.26,570.0,78.94,164.5,115.22,97.97,81.73,81.73,100.0
27,112,640.53,67.42,547.8,599.67,625.78,625.78,620.0,78.87,164.12,115.1,83.55,81.04,81.04,100.0
28,95,679.97,79.86,584.63,643.9,666.98,666.98,665.0,78.87,165.13,116.35,88.48,82.41,82.41,100.0
29,72,712.53,69.09,598.14,669.2,697.12,697.12,687.0,78.87,165.54,116.98,93.41,83.74,83.74,100.0
30,169,751.94,151.7,656.58,714.48,738.7,738.7,737.0,78.81,165.23,116.88,90.55,83.17,83.17,100.0
31,189,791.35,235.54,715.63,762.21,780.9,780.9,787.0,78.81,167.68,118.1,95.47,84.4,84.4,100.0
32,143,830.75,293.51,775.28,812.42,823.7,823.7,837.0,78.81,170.06,119.29,100.41,85.6,85.6,100.0
33,100,870.16,307.7,815.05,856.16,867.08,867.08,887.0,78.81,171.62,120.45,112.52,86.76,86.76,100.0
34,122,909.57,343.74,875.56,907.95,911.03,911.03,937.0,78.81,171.93,121.02,103.58,87.89,87.89,100.0
35,66,936.16,323.33,880.5,919.66,932.53,932.53,953.0,78.81,172.81,122.12,108.57,88.99,88.99,100.0
36,63,959.8,300.23,882.63,937.99,951.73,951.73,966.0,78.72,172.2,121.75,89.35,87.6,87.6,100.0
37,138,999.1,352.45,943.29,977.85,994.78,994.78,1016.0,78.6,171.56,121.32,79.72,86.1,86.1,100.0
38,89,1038.41,355.07,971.12,1020.08,1038.32,1038.32,1055.0,78.6,172.77,122.33,84.45,87.08,87.08,100.0
39,157,1077.71,425.69,1032.39,1071.76,1082.34,1082.34,1105.0,78.6,172.76,122.53,103.36,88.03,88.03,100.0
40,60,1098.41,398.53,1030.64,1073.23,1097.86,1097.86,1115.0,78.6,174.33,123.5,117.05,88.95,88.95,100.0
41,166,1137.64,477.72,1092.14,1119.75,1141.49,1141.49,1165.0,78.47,173.62,123.0,93.04,87.27,87.27,100.0
42,108,1176.88,498.07,1138.18,1168.66,1185.56,1185.56,1215.0,78.47,175.3,123.93,97.8,88.13,88.13,100.0
43,145,1216.11,555.24,1200.42,1219.95,1230.05,1230.05,1265.0,78.47,175.65,124.49,102.59,88.98,88.98,100.0
44,168,1255.35,634.86,1263.1,1283.17,1274.96,1274.96,1315.0,78.47,176.77,125.37,126.44,89.81,89.81,100.0
45,45,1261.11,590.7,1244.99,1262.31,1274.65,1274.65,1310.0,78.47,178.32,126.24,131.73,90.62,90.62,100.0
46,42,1263.99,544.05,1224.27,1255.38,1272.43,1272.43,1302.0,78.24,177.3,125.43,97.85,88.42,88.42,100.0
47,56,1280.99,511.92,1217.97,1274.24,1285.24,1285.24,1308.0,78.0,176.26,124.59,74.28,86.39,86.39,100.0
48,165,1319.92,589.16,1280.01,1305.85,1327.67,1326.31,1358.0,77.85,175.53,124.07,63.2,84.86,82.14,100.0
49,34,1314.99,534.69,1272.39,1291.52,1318.89,1318.84,1342.0,77.85,176.93,83.24,96.66,85.56,82.94,100.0
