day,d,op,mle,mle20,mle30,mle50,mle100,mle150,mle200,mle300,mle500
45,117,877.68,857.58,867.95,853.54,857.58,857.58,857.58,857.58,857.58,857.58
46,55,873.69,857.94,820.9,854.45,857.94,857.94,857.94,857.94,857.94,857.94
47,117,898.98,880.82,834.81,876.53,880.82,880.82,880.82,880.82,880.82,880.82
48,99,924.26,903.8,811.73,899.21,904.11,903.8,903.8,903.8,903.8,903.8
49,124,949.54,926.87,829.84,923.11,927.82,926.87,926.87,926.87,926.87,926.87
50,151,974.82,950.02,873.17,948.81,950.35,950.02,950.02,950.02,950.02,950.02
51,142,1000.1,973.27,914.06,974.51,972.88,973.27,973.27,973.27,973.27,973.27
52,109,1025.38,996.6,922.04,1000.2,996.13,996.6,996.6,996.6,996.6,996.6
53,80,1046.39,1020.02,907.27,1020.24,1019.37,1020.02,1020.02,1020.02,1020.02,1020.02
54,64,1051.4,1029.18,882.92,1020.11,1029.14,1029.18,1029.18,1029.18,1029.18,1029.18
55,118,1076.68,1052.3,918.24,1048.94,1051.88,1052.3,1052.3,1052.3,1052.3,1052.3
56,132,1101.96,1075.49,953.56,1077.78,1074.63,1075.49,1075.49,1075.49,1075.49,1075.49
57,113,1127.24,1098.76,984.15,1109.12,1097.38,1098.76,1098.76,1098.76,1098.76,1098.76
58,110,1152.52,1122.1,1014.32,1135.09,1120.73,1122.1,1122.1,1122.1,1122.1,1122.1
59,130,1177.8,1145.52,1047.52,1173.56,1144.08,1145.52,1145.52,1145.52,1145.52,1145.52
60,95,1203.08,1169.01,1065.06,1178.79,1167.43,1169.01,1169.01,1169.01,1169.01,1169.01
61,44,1188.1,1158.03,1034.47,1128.01,1156.95,1158.03,1158.03,1158.03,1158.03,1158.03
62,119,1213.38,1181.34,1064.31,1160.39,1180.3,1181.34,1181.34,1181.34,1181.34,1181.34
63,120,1238.66,1204.73,1094.16,1191.56,1203.65,1204.73,1204.73,1204.73,1204.73,1204.73
64,92,1263.94,1228.19,1116.52,1194.65,1227.0,1228.19,1228.19,1228.19,1228.19,1228.19
65,120,1289.22,1251.73,1145.36,1230.39,1250.35,1251.73,1251.73,1251.73,1251.73,1251.73
66,108,1314.5,1275.33,1174.63,1254.71,1273.7,1275.33,1275.33,1275.33,1275.33,1275.33
67,61,1316.51,1281.09,1162.55,1234.26,1280.22,1281.09,1281.09,1281.09,1281.09,1281.09
68,104,1341.79,1304.36,1192.56,1261.04,1303.38,1304.36,1304.36,1304.36,1304.36,1304.36
69,58,1340.8,1307.91,1177.8,1243.67,1305.4,1307.91,1307.91,1307.91,1307.91,1307.91
70,110,1366.08,1330.84,1207.3,1274.45,1329.51,1330.84,1330.84,1330.84,1330.84,1330.84
71,87,1391.36,1353.84,1225.47,1289.63,1353.63,1353.84,1353.84,1353.84,1353.84,1353.84
72,48,1380.38,1348.04,1208.14,1268.05,1345.36,1348.04,1348.04,1348.04,1348.04,1348.04
73,70,1391.39,1364.99,1216.43,1271.71,1361.37,1364.99,1364.99,1364.99,1364.99,1364.99
74,132,1416.67,1387.67,1242.61,1299.12,1384.88,1387.67,1387.67,1387.67,1387.67,1387.67
75,82,1439.68,1410.41,1258.7,1317.17,1408.49,1410.41,1410.41,1410.41,1410.41,1410.41
76,73,1453.69,1430.21,1269.47,1327.93,1421.89,1430.21,1430.21,1430.21,1430.21,1430.21
77,72,1466.71,1448.91,1282.81,1336.98,1433.27,1448.91,1448.91,1448.91,1448.91,1448.91
78,148,1491.99,1471.73,1306.92,1363.13,1459.95,1471.73,1471.73,1471.73,1471.73,1471.73
79,101,1517.27,1494.62,1331.47,1389.29,1486.62,1494.62,1494.62,1494.62,1494.62,1494.62
80,76,1534.28,1517.09,1350.19,1404.26,1500.38,1517.09,1517.09,1517.09,1517.09,1517.09
81,134,1559.56,1540.14,1374.23,1429.73,1527.5,1540.14,1540.14,1540.14,1540.14,1540.14
82,109,1584.84,1563.25,1400.72,1455.2,1554.62,1563.25,1563.25,1563.25,1563.25,1563.25
83,34,1559.85,1543.2,1372.91,1429.77,1525.33,1543.2,1543.2,1543.2,1543.2,1543.2
84,151,1585.13,1566.41,1396.81,1454.57,1551.71,1566.41,1566.41,1566.41,1566.41,1566.41
85,65,1591.15,1577.11,1403.55,1459.61,1555.17,1577.11,1577.11,1577.11,1577.11,1577.11
86,41,1573.16,1564.3,1390.49,1442.71,1536.56,1564.3,1564.3,1564.3,1564.3,1564.3
87,108,1598.44,1587.16,1411.6,1466.37,1561.2,1587.16,1587.16,1587.16,1587.16,1587.16
88,80,1619.45,1610.08,1434.29,1490.03,1583.7,1610.08,1610.08,1610.08,1610.08,1610.08
89,125,1644.73,1633.05,1456.97,1513.82,1608.27,1633.05,1633.05,1633.05,1633.05,1633.05
90,61,1646.74,1640.3,1460.4,1519.3,1611.95,1640.3,1640.3,1640.3,1640.3,1640.3
91,115,1672.02,1663.1,1483.17,1542.59,1635.83,1663.1,1663.1,1663.1,1663.1,1663.1
92,65,1678.04,1674.77,1492.41,1550.52,1645.11,1674.77,1674.77,1674.77,1674.77,1674.77
93,127,1703.32,1697.45,1516.82,1574.13,1668.46,1697.45,1697.45,1697.45,1697.45,1697.45
94,107,1728.6,1720.19,1543.23,1597.73,1691.81,1720.19,1720.19,1720.19,1720.19,1720.19
95,84,1753.61,1742.98,1565.61,1621.84,1715.16,1742.98,1742.98,1742.98,1742.98,1742.98
96,80,1774.62,1765.82,1583.58,1645.52,1738.52,1765.82,1765.82,1765.82,1765.82,1765.82
97,89,1799.9,1788.72,1609.87,1669.15,1762.59,1788.72,1788.72,1788.72,1788.72,1788.72
98,119,1825.18,1811.67,1637.44,1693.97,1786.67,1811.8,1811.67,1811.67,1811.67,1811.67
99,70,1836.2,1828.0,1643.11,1705.02,1800.49,1827.46,1828.0,1828.0,1828.0,1828.0
100,132,1861.48,1850.92,1668.5,1730.54,1824.14,1850.09,1850.92,1850.92,1850.92,1850.92
101,82,1884.49,1873.9,1686.63,1752.99,1847.79,1872.72,1873.9,1873.9,1873.9,1873.9
102,78,1903.5,1896.93,1704.87,1771.57,1870.61,1895.67,1896.93,1896.93,1896.93,1896.93
103,115,1928.78,1920.0,1728.9,1797.7,1894.08,1918.63,1920.0,1920.0,1920.0,1920.0
104,63,1932.79,1929.04,1729.02,1796.54,1902.31,1928.06,1929.04,1929.04,1929.04,1929.04
105,108,1958.07,1951.97,1753.85,1822.51,1925.77,1950.77,1951.97,1951.97,1951.97,1951.97
106,87,1983.35,1974.95,1778.08,1846.37,1949.23,1973.47,1974.95,1974.95,1974.95,1974.95
107,84,2008.37,1997.98,1796.05,1866.28,1972.69,1996.18,1997.98,1997.98,1997.98,1997.98
108,139,2033.65,2021.05,1822.67,1894.07,1996.15,2019.15,2021.05,2021.05,2021.05,2021.05
109,160,2058.93,2044.17,1849.29,1921.87,2019.61,2042.13,2044.17,2044.17,2044.17,2044.17
110,98,2084.21,2067.33,1875.92,1949.67,2043.07,2065.1,2067.33,2067.33,2067.33,2067.33
111,76,2101.22,2089.18,1884.25,1957.32,2064.33,2087.49,2089.18,2089.18,2089.18,2089.18
112,79,2121.23,2112.46,1900.18,1971.43,2087.2,2110.85,2112.46,2112.46,2112.46,2112.46
113,82,2144.25,2135.78,1918.21,1991.34,2111.05,2134.21,2135.78,2135.78,2135.78,2135.78
114,122,2169.53,2159.16,1944.11,2018.99,2134.89,2157.57,2159.16,2159.16,2159.16,2159.16
115,70,2180.54,2174.52,1953.68,2024.47,2149.25,2173.07,2174.52,2174.52,2174.52,2174.52
116,107,2205.82,2197.85,1979.23,2052.23,2172.71,2196.28,2197.85,2197.85,2197.85,2197.85
117,89,2231.1,2221.22,2005.01,2071.34,2196.16,2219.5,2221.22,2221.22,2221.22,2221.22
118,76,2248.11,2242.58,2017.76,2080.11,2216.17,2240.82,2242.58,2242.58,2242.58,2242.58
119,39,2228.12,2226.83,1997.35,2054.85,2199.85,2224.31,2226.83,2226.83,2226.83,2226.83
120,100,2253.4,2250.19,2022.12,2080.7,2223.54,2248.23,2250.19,2250.19,2250.19,2250.19
121,151,2278.68,2273.6,2046.88,2107.95,2247.23,2272.15,2273.6,2273.6,2273.6,2273.6
122,114,2303.97,2297.05,2073.12,2135.21,2270.93,2296.06,2297.05,2297.05,2297.05,2297.05
123,89,2329.25,2320.54,2096.47,2157.06,2295.4,2319.98,2320.54,2320.54,2320.54,2320.54
124,100,2354.53,2344.08,2123.03,2184.81,2320.38,2344.16,2344.08,2344.08,2344.08,2344.08
125,93,2379.81,2367.66,2148.49,2212.57,2345.36,2369.02,2367.66,2367.66,2367.66,2367.66
126,86,2405.09,2391.28,2170.55,2233.8,2370.68,2393.88,2391.28,2391.28,2391.28,2391.28
127,86,2430.37,2414.95,2192.67,2254.74,2396.29,2419.11,2414.95,2414.95,2414.95,2414.95
128,101,2455.65,2438.65,2220.11,2281.65,2422.66,2444.94,2438.65,2438.65,2438.65,2438.65
129,144,2480.93,2462.4,2247.55,2308.56,2449.03,2470.77,2462.4,2462.4,2462.4,2462.4
130,100,2506.21,2486.19,2274.99,2336.78,2475.39,2496.6,2486.19,2486.19,2486.19,2486.19
131,132,2531.49,2510.03,2302.42,2364.99,2502.37,2522.83,2510.03,2510.03,2510.03,2510.03
132,80,2552.5,2533.9,2313.5,2376.27,2519.42,2541.62,2533.9,2533.9,2533.9,2533.9
133,75,2568.51,2553.1,2319.51,2382.44,2532.49,2555.36,2553.1,2553.1,2553.1,2553.1
134,122,2593.79,2577.02,2348.87,2410.56,2559.82,2581.42,2577.02,2577.02,2577.02,2577.02
135,90,2619.07,2600.99,2370.37,2431.13,2586.05,2607.49,2600.99,2600.99,2600.99,2600.99
136,104,2644.35,2624.99,2400.34,2459.81,2614.05,2633.55,2624.99,2624.99,2624.99,2624.99
137,76,2661.37,2644.89,2406.4,2466.19,2621.35,2648.73,2644.89,2644.89,2644.89,2644.89
138,100,2686.65,2668.96,2435.99,2495.85,2650.02,2674.64,2668.96,2668.96,2668.96,2668.96
139,101,2711.93,2693.06,2461.93,2525.52,2679.39,2700.54,2693.06,2693.06,2693.06,2693.06
140,111,2737.21,2717.21,2492.94,2555.19,2708.75,2726.44,2717.21,2717.21,2717.21,2717.21
141,37,2715.22,2697.78,2453.86,2522.96,2674.42,2703.0,2697.78,2697.78,2697.78,2697.78
142,42,2698.23,2683.52,2427.38,2497.15,2647.5,2685.38,2683.52,2683.52,2683.52,2683.52
143,151,2723.51,2707.46,2453.95,2525.57,2676.97,2710.49,2707.46,2707.46,2707.46,2707.46
144,125,2748.79,2731.45,2482.15,2555.39,2706.44,2735.61,2731.45,2731.45,2731.45,2731.45
145,99,2774.07,2755.48,2510.36,2584.8,2735.91,2760.72,2755.48,2755.48,2755.48,2755.48
146,27,2742.09,2726.32,2467.22,2540.38,2694.15,2729.12,2726.32,2726.32,2726.32,2726.32
147,127,2767.37,2750.44,2495.8,2568.61,2722.56,2754.49,2750.44,2750.44,2750.44,2750.44
148,52,2760.38,2746.06,2475.44,2551.71,2708.27,2747.31,2745.85,2746.06,2746.06,2746.06
149,112,2785.66,2769.99,2503.04,2580.73,2735.56,2772.18,2770.0,2769.99,2769.99,2769.99
150,64,2790.67,2778.05,2502.64,2570.66,2733.88,2778.14,2778.56,2778.05,2778.05,2778.05
151,83,2814.68,2801.87,2527.09,2584.61,2753.44,2802.66,2802.13,2801.87,2801.87,2801.87
152,96,2839.97,2825.72,2550.59,2612.79,2780.17,2827.19,2825.95,2825.72,2825.72,2825.72
153,108,2865.25,2849.62,2575.78,2640.96,2807.56,2851.71,2849.78,2849.62,2849.62,2849.62
154,118,2890.53,2873.56,2603.17,2670.45,2834.94,2876.23,2873.61,2873.56,2873.56,2873.56
155,151,2915.81,2897.53,2630.55,2699.94,2863.32,2901.11,2897.44,2897.53,2897.53,2897.53
156,180,2941.09,2921.55,2660.12,2729.42,2891.7,2925.99,2921.26,2921.55,2921.55,2921.55
157,43,2925.1,2908.42,2634.12,2699.9,2868.47,2910.94,2908.67,2908.42,2908.42,2908.42
158,53,2919.11,2905.74,2620.53,2682.66,2858.02,2906.98,2906.18,2905.74,2905.74,2905.74
159,95,2944.39,2929.39,2645.88,2710.49,2884.19,2930.96,2929.68,2929.39,2929.39,2929.39
160,109,2969.67,2953.08,2672.83,2738.31,2910.37,2954.94,2953.18,2953.08,2953.08,2953.08
161,111,2994.95,2976.81,2701.41,2766.14,2936.54,2978.92,2976.69,2976.81,2976.81,2976.81
162,57,2992.97,2978.36,2679.48,2758.21,2930.93,2978.69,2978.26,2978.36,2978.36,2978.36
163,85,3018.25,3001.93,2684.03,2779.51,2954.21,3002.81,3001.76,3001.93,3001.93,3001.93
164,58,3017.26,3004.84,2669.38,2773.06,2951.27,3004.54,3004.93,3004.84,3004.84,3004.84
165,56,3014.27,3006.16,2661.39,2768.95,2948.37,3005.13,3006.66,3006.16,3006.16,3006.16
166,45,3000.28,2996.9,2649.48,2755.53,2934.96,2995.58,2997.95,2996.9,2996.9,2996.9
167,83,3024.3,3019.98,2674.24,2778.76,2959.08,3018.57,3020.72,3019.98,3019.98,3019.98
168,112,3049.58,3043.1,2697.44,2803.16,2983.19,3041.87,3043.63,3043.1,3043.1,3043.1
169,116,3074.86,3066.25,2723.39,2827.55,3007.81,3065.16,3066.76,3066.25,3066.25,3066.25
170,112,3100.14,3089.43,2749.34,2851.95,3033.59,3088.8,3090.16,3089.43,3089.43,3089.43
171,111,3125.42,3112.65,2778.25,2876.35,3059.38,3112.45,3113.56,3112.65,3112.65,3112.65
172,72,3138.43,3130.39,2775.8,2886.18,3071.21,3129.28,3130.96,3130.39,3130.39,3130.39
173,35,3114.44,3111.17,2744.14,2857.35,3047.5,3108.42,3111.5,3111.17,3111.17,3111.17
174,116,3139.72,3134.31,2768.97,2882.45,3071.68,3132.21,3134.77,3134.31,3134.31,3134.31
175,111,3165.0,3157.48,2793.81,2907.54,3095.85,3156.0,3158.45,3157.48,3157.48,3157.48
176,132,3190.28,3180.68,2818.64,2933.52,3120.03,3179.8,3182.13,3180.68,3180.68,3180.68
177,89,3215.56,3203.92,2843.48,2955.3,3144.21,3203.82,3206.02,3203.92,3203.92,3203.92
178,43,3199.58,3192.61,2820.2,2934.03,3129.95,3190.17,3192.52,3192.61,3192.61,3192.61
179,61,3201.59,3199.69,2815.58,2931.14,3135.91,3195.64,3197.73,3199.69,3199.69,3199.69
180,106,3226.87,3222.67,2840.69,2956.7,3158.84,3219.1,3221.41,3222.67,3222.67,3222.67
181,85,3252.15,3245.69,2865.8,2977.97,3181.77,3242.75,3245.26,3245.69,3245.69,3245.69
182,103,3277.43,3268.73,2890.91,3005.43,3204.7,3266.4,3269.12,3268.73,3268.73,3268.73
183,77,3295.44,3291.81,2901.99,3018.35,3227.32,3288.22,3290.45,3291.81,3291.81,3291.81
184,100,3320.72,3314.92,2930.03,3044.35,3250.74,3312.45,3314.34,3314.92,3314.92,3314.92
185,116,3346.0,3338.07,2961.96,3070.34,3274.17,3336.68,3338.22,3338.07,3338.07,3338.07
186,115,3371.28,3361.24,2990.69,3096.34,3297.86,3361.26,3362.1,3361.24,3361.24,3361.24
187,87,3396.56,3384.45,2982.84,3122.34,3321.55,3386.47,3385.98,3384.45,3384.45,3384.45
188,58,3395.58,3388.22,2945.38,3114.33,3323.04,3385.65,3388.26,3388.22,3388.22,3388.22
189,96,3420.86,3411.32,2958.84,3142.74,3346.44,3410.41,3411.88,3411.32,3411.32,3411.32
190,99,3446.14,3434.44,2982.27,3171.15,3369.85,3435.16,3435.51,3434.44,3434.44,3434.44
191,125,3471.42,3457.6,3012.31,3199.55,3393.26,3460.34,3459.14,3457.6,3457.6,3457.6
192,110,3496.7,3480.79,3042.36,3227.96,3417.83,3485.51,3482.76,3480.79,3480.79,3480.79
193,80,3517.71,3504.0,3044.44,3236.24,3437.68,3505.83,3506.39,3504.0,3504.0,3504.0
194,91,3542.99,3527.25,3054.03,3255.68,3463.02,3531.36,3530.01,3527.25,3527.25,3527.25
195,63,3547.0,3535.93,3042.42,3244.9,3466.89,3534.79,3537.89,3535.93,3535.93,3535.93
196,81,3569.01,3559.1,3056.12,3251.71,3490.62,3557.17,3561.31,3559.1,3559.1,3559.1
197,62,3572.03,3566.97,3055.91,3237.36,3493.13,3560.63,3568.02,3566.97,3566.97,3566.97
198,120,3597.31,3590.05,3080.31,3267.7,3517.83,3585.34,3591.51,3590.11,3590.05,3590.05
199,98,3622.59,3613.17,3107.46,3294.91,3543.49,3610.04,3614.99,3613.36,3613.17,3613.17
200,115,3647.87,3636.31,3137.38,3324.06,3569.14,3635.05,3638.47,3636.32,3636.31,3636.31
201,111,3673.15,3659.48,3167.3,3353.21,3595.65,3660.05,3661.95,3659.28,3659.48,3659.48
202,99,3698.43,3682.69,3196.48,3382.36,3622.77,3685.06,3685.44,3682.41,3682.69,3682.69
203,124,3723.71,3705.92,3224.59,3413.42,3649.89,3710.07,3708.92,3705.55,3705.92,3705.92
204,186,3748.99,3729.18,3255.13,3447.62,3677.01,3735.07,3732.4,3728.68,3729.18,3729.18
205,164,3774.27,3752.47,3285.67,3481.81,3704.14,3760.48,3756.09,3751.81,3752.47,3752.47
206,153,3799.55,3775.79,3316.21,3516.01,3731.26,3785.89,3779.77,3774.95,3775.79,3775.79
207,44,3784.56,3765.31,3284.76,3480.22,3711.97,3770.6,3768.51,3764.97,3765.31,3765.31
208,106,3809.84,3788.51,3315.94,3508.73,3739.2,3795.49,3791.91,3788.06,3788.51,3788.51
209,86,3835.12,3811.74,3319.84,3513.16,3758.73,3820.38,3815.31,3811.15,3811.74,3811.74
210,122,3860.4,3834.99,3354.7,3548.76,3786.71,3845.27,3838.71,3834.24,3834.99,3834.99
211,83,3884.42,3858.28,3348.35,3548.69,3804.42,3870.15,3862.11,3857.33,3858.28,3858.28
212,87,3909.7,3881.59,3355.23,3552.73,3827.46,3895.3,3885.86,3880.6,3881.59,3881.59
213,51,3901.71,3878.13,3333.23,3525.6,3813.05,3887.63,3881.44,3877.3,3878.13,3878.13
214,107,3926.99,3901.31,3363.71,3555.65,3840.56,3912.27,3904.91,3900.37,3901.31,3901.31
215,94,3952.27,3924.53,3379.91,3575.59,3867.69,3936.92,3928.37,3923.43,3924.53,3924.53
216,52,3945.28,3922.3,3351.58,3556.85,3850.72,3930.68,3925.62,3921.62,3922.3,3922.3
217,103,3970.56,3945.39,3376.34,3585.16,3880.46,3955.14,3948.81,3944.48,3945.39,3945.39
218,107,3995.84,3968.5,3401.67,3613.47,3910.21,3979.61,3972.23,3967.45,3968.5,3968.5
219,134,4021.12,3991.64,3434.16,3643.73,3939.95,4004.32,3995.64,3990.6,3991.64,3991.64
220,74,4036.14,4011.59,3432.36,3647.13,3944.55,4019.09,4014.43,4010.11,4011.59,4011.59
221,127,4061.42,4034.78,3461.81,3675.74,3973.35,4044.28,4038.05,4033.47,4034.78,4034.78
222,101,4086.7,4058.0,3491.26,3704.36,4002.15,4069.46,4061.66,4056.83,4058.0,4058.0
223,53,4080.71,4056.76,3470.19,3690.59,3985.62,4063.7,4058.79,4055.32,4056.76,4056.76
224,89,4105.99,4079.86,3493.31,3713.91,4004.22,4088.39,4082.62,4078.59,4079.86,4079.86
225,105,4131.27,4102.99,3519.49,3742.03,4033.76,4113.08,4106.44,4102.18,4102.99,4102.99
226,138,4156.55,4126.15,3545.67,3772.0,4063.3,4137.77,4130.27,4125.76,4126.15,4126.15
227,122,4181.83,4149.33,3571.85,3803.7,4092.85,4162.47,4154.24,4149.5,4149.33,4149.33
228,97,4207.11,4172.53,3600.08,3821.06,4120.91,4187.16,4178.38,4173.49,4172.53,4172.53
229,125,4232.39,4195.77,3627.59,3853.54,4151.51,4211.85,4202.52,4197.48,4195.77,4195.77
230,129,4257.67,4219.02,3657.38,3887.69,4183.43,4236.54,4226.66,4221.47,4219.02,4219.02
231,109,4282.95,4242.31,3687.17,3917.01,4215.35,4261.23,4250.94,4245.6,4242.31,4242.31
232,101,4308.23,4265.61,3712.05,3941.45,4241.87,4285.92,4275.22,4269.74,4265.61,4265.61
233,141,4333.51,4288.95,3745.13,3972.87,4273.32,4310.83,4299.5,4293.88,4288.95,4288.95
234,61,4335.53,4295.44,3718.2,3960.56,4258.38,4313.06,4302.69,4298.56,4295.44,4295.44
235,125,4360.81,4318.69,3751.64,3990.01,4289.6,4337.82,4327.19,4322.51,4318.69,4318.69
236,107,4386.09,4341.97,3773.1,4019.46,4320.82,4362.59,4351.94,4346.46,4341.97,4341.97
237,183,4411.37,4365.26,3811.65,4048.91,4352.04,4387.35,4377.15,4370.4,4365.26,4365.26
238,139,4436.65,4388.58,3851.52,4080.7,4383.26,4412.37,4402.37,4394.35,4388.58,4388.58
239,142,4461.93,4411.93,3890.42,4113.86,4415.9,4437.4,4427.58,4418.3,4411.93,4411.93
240,123,4487.21,4435.3,3916.37,4149.04,4448.54,4462.43,4452.79,4442.25,4435.3,4435.3
241,105,4512.49,4458.69,3920.35,4171.95,4477.38,4487.46,4478.32,4466.2,4458.69,4458.69
242,125,4537.77,4482.11,3953.0,4207.71,4509.59,4513.22,4503.84,4490.15,4482.11,4482.11
243,59,4537.78,4486.41,3925.38,4177.69,4493.44,4510.41,4502.6,4493.27,4486.41,4486.41
244,67,4545.79,4499.0,3905.06,4154.95,4485.96,4516.84,4510.16,4504.85,4499.0,4499.0
245,74,4560.81,4518.71,3892.96,4141.49,4488.23,4531.13,4525.24,4523.68,4518.71,4518.71
246,119,4586.09,4542.0,3926.48,4174.18,4519.15,4556.5,4550.4,4547.31,4542.0,4542.0
247,101,4611.37,4565.32,3949.26,4184.46,4545.76,4582.71,4575.57,4571.16,4565.32,4565.32
248,115,4636.65,4588.65,3980.52,4213.72,4578.43,4608.92,4600.74,4595.01,4588.65,4588.65
249,121,4661.93,4612.01,4014.14,4248.99,4611.1,4635.74,4625.9,4618.86,4612.01,4612.01
250,65,4667.94,4622.45,4000.7,4231.71,4599.87,4638.17,4631.65,4628.21,4622.45,4622.45
251,108,4693.22,4645.76,4031.23,4257.75,4631.3,4665.01,4656.79,4651.92,4645.76,4645.76
252,101,4718.5,4669.09,4060.98,4280.25,4658.96,4691.85,4681.94,4675.63,4669.09,4669.09
253,132,4743.78,4692.44,4091.52,4312.44,4689.89,4718.69,4707.09,4699.34,4692.44,4692.44
254,111,4769.06,4715.81,4122.05,4342.68,4720.82,4745.54,4732.23,4723.05,4715.81,4715.81
255,71,4781.07,4732.22,4114.28,4331.81,4719.65,4753.9,4743.88,4738.35,4732.22,4732.22
256,106,4806.35,4755.6,4145.06,4360.84,4749.6,4780.4,4769.17,4762.16,4755.6,4755.6
257,87,4831.64,4779.0,4155.33,4373.78,4766.72,4805.58,4794.45,4785.96,4779.0,4779.0
258,79,4851.65,4802.43,4163.59,4382.05,4774.38,4821.05,4814.46,4809.42,4802.43,4802.43
259,89,4876.93,4825.88,4185.08,4401.02,4793.96,4845.62,4839.75,4833.29,4825.88,4825.88
260,82,4899.94,4849.34,4202.42,4415.86,4806.4,4863.19,4862.74,4857.15,4849.34,4849.34
261,103,4925.22,4872.83,4229.19,4443.44,4835.5,4890.6,4888.09,4881.02,4872.83,4872.83
262,60,4926.23,4877.97,4222.46,4437.27,4825.98,4886.65,4888.52,4884.67,4877.97,4877.97
263,91,4951.51,4901.38,4249.45,4463.58,4848.21,4913.61,4913.74,4908.63,4901.38,4901.38
264,80,4972.53,4924.8,4258.79,4481.29,4858.13,4929.58,4934.89,4932.59,4924.8,4924.8
265,58,4971.54,4928.09,4245.31,4476.33,4847.8,4922.9,4934.02,4934.68,4928.09,4928.09
266,146,4996.82,4951.43,4275.54,4501.9,4876.66,4950.65,4959.16,4958.45,4951.43,4951.43
