day,d,op,mle,mle20,mle30,mle50,mle100,mle150,mle200,mle300,mle500
528,289,10999.84,10155.13,9027.31,9397.48,10453.47,10300.23,10365.92,10300.12,10282.68,10157.22
529,151,11021.86,10179.74,9033.65,9363.06,10423.56,10337.43,10400.9,10330.72,10310.55,10182.3
530,218,11077.14,10204.36,9091.39,9406.86,10469.72,10375.81,10436.38,10361.31,10338.42,10207.38
531,200,11132.42,10228.99,9149.13,9439.52,10496.95,10414.19,10471.85,10391.9,10366.29,10232.53
532,189,11187.7,10253.63,9197.68,9468.03,10516.32,10453.29,10507.32,10422.5,10394.16,10257.68
533,267,11242.98,10278.29,9258.2,9534.04,10587.06,10493.44,10542.79,10453.09,10422.03,10282.83
534,136,11249.99,10302.96,9243.55,9516.01,10544.48,10533.59,10578.96,10484.01,10449.9,10307.98
535,231,11305.27,10327.64,9302.96,9578.74,10592.9,10573.74,10615.13,10515.18,10477.97,10333.13
536,167,11343.28,10352.33,9323.19,9599.38,10579.39,10614.87,10651.3,10546.36,10506.03,10358.28
537,203,11398.56,10377.03,9378.51,9659.6,10609.5,10656.0,10687.46,10577.53,10534.09,10383.43
538,203,11453.84,10401.75,9435.34,9719.81,10644.03,10697.12,10723.63,10608.7,10562.16,10408.58
539,197,11509.12,10426.47,9484.76,9776.3,10667.18,10738.25,10760.35,10640.17,10590.22,10433.73
540,235,11564.4,10451.21,9546.91,9834.72,10733.33,10780.62,10797.08,10671.64,10618.28,10458.88
541,172,11607.42,10475.96,9565.32,9870.42,10728.99,10824.01,10833.8,10703.46,10646.35,10484.03
542,181,11659.43,10500.72,9593.04,9919.76,10739.97,10869.39,10870.52,10735.27,10674.41,10509.18
543,215,11714.71,10525.5,9654.07,9976.27,10790.26,10914.78,10908.13,10767.36,10702.47,10534.33
544,152,11737.72,10550.28,9663.67,9992.22,10780.85,10957.73,10945.75,10799.44,10730.74,10559.48
545,208,11793.0,10575.08,9723.36,10048.26,10825.73,11007.18,10983.37,10831.84,10759.19,10584.63
546,221,11848.28,10599.89,9786.79,10105.77,10879.03,11056.63,11020.98,10864.54,10787.8,10609.78
547,198,11903.56,10624.71,9824.59,10163.77,10904.83,11106.08,11058.6,10897.24,10816.4,10635.03
548,173,11947.58,10649.54,9848.85,10200.96,10902.34,11155.53,11096.21,10929.94,10845.0,10660.29
549,192,12002.86,10674.38,9903.12,10257.35,10924.24,11206.65,11133.83,10962.94,10873.6,10685.55
550,129,12002.87,10699.24,9891.99,10254.7,10887.51,11212.51,11171.44,10995.95,10902.2,10710.81
551,178,12051.88,10724.11,9941.63,10304.14,10905.25,11263.68,11209.06,11028.95,10931.0,10736.07
552,193,12107.16,10748.98,9993.36,10359.25,10942.01,11320.93,11247.28,11062.39,10959.8,10761.32
553,217,12162.44,10773.87,10048.12,10415.19,11006.06,11383.99,11285.49,11095.83,10988.6,10786.58
554,191,12217.72,10798.78,10102.88,10472.44,11046.44,11427.85,11324.85,11129.26,11017.4,10811.84
555,182,12270.73,10823.69,10145.69,10521.24,11080.71,11459.99,11365.29,11162.7,11046.2,10837.18
556,214,12326.01,10848.61,10201.51,10577.86,11142.78,11516.69,11407.05,11196.59,11075.17,10862.52
557,132,12329.03,10873.55,10193.44,10572.99,11129.95,11481.0,11441.62,11230.91,11104.14,10887.87
558,144,12344.04,10898.5,10201.43,10583.59,11132.91,11455.06,11484.09,11265.22,11133.12,10913.21
559,234,12399.32,10923.46,10258.26,10638.12,11191.93,11523.59,11526.56,11299.53,11162.09,10938.55
560,247,12454.6,10948.43,10319.02,10695.2,11250.95,11596.03,11569.99,11333.84,11191.06,10963.89
561,218,12509.88,10973.41,10379.78,10753.93,11309.97,11638.11,11613.43,11368.15,11220.04,10989.23
562,175,12555.89,10998.4,10400.18,10786.71,11347.26,11636.68,11658.01,11402.84,11249.01,11014.72
563,234,12611.17,11023.4,10466.26,10847.4,11405.21,11690.55,11702.6,11437.88,11278.21,11040.2
564,171,12653.19,11048.42,10483.07,10876.8,11440.98,11680.45,11747.18,11472.93,11307.42,11065.69
565,170,12694.2,11073.45,10497.55,10903.66,11478.15,11673.2,11791.77,11508.48,11336.62,11091.17
566,265,12749.48,11098.49,10558.61,10962.23,11534.1,11747.6,11836.36,11544.04,11366.07,11116.65
567,239,12804.76,11123.53,10619.68,11023.63,11591.2,11813.01,11881.92,11579.59,11395.52,11142.14
568,206,12860.04,11148.6,10672.12,11085.04,11648.3,11844.72,11927.49,11615.14,11424.97,11167.72
569,161,12892.05,11173.67,10677.05,11102.77,11676.07,11833.2,11973.05,11651.35,11454.65,11193.3
570,242,12947.33,11198.75,10743.01,11163.5,11732.11,11905.57,12019.81,11687.55,11484.34,11218.99
571,184,13002.34,11223.84,10754.08,11205.8,11785.36,11915.21,12066.57,11724.29,11514.02,11244.67
572,181,13054.36,11248.95,10761.64,11244.56,11837.46,11924.76,12113.33,11761.04,11543.71,11270.36
573,151,13076.37,11274.07,10754.64,11253.3,11861.38,11907.2,12155.22,11797.79,11573.4,11296.18
574,195,13131.65,11299.19,10806.15,11311.19,11914.86,11931.55,12203.46,11834.54,11603.08,11322.09
575,167,13169.66,11324.33,10839.13,11335.96,11957.06,11930.22,12251.69,11871.79,11632.94,11347.99
576,199,13224.94,11349.48,10896.19,11394.11,12009.75,11964.01,12299.92,11909.04,11662.79,11373.89
577,192,13280.22,11374.64,10953.25,11450.42,12063.07,11987.24,12348.16,11946.29,11692.65,11399.85
578,205,13335.5,11399.82,11011.66,11508.48,12116.38,12020.86,12396.39,11984.41,11722.51,11425.9
579,257,13390.78,11425.0,11076.17,11569.23,12169.7,12095.61,12446.0,12023.09,11752.61,11451.94
580,209,13446.06,11450.19,11134.63,11630.23,12223.99,12130.2,12497.35,12062.31,11782.71,11477.98
581,211,13501.34,11475.4,11195.18,11689.35,12278.73,12168.84,12548.7,12101.52,11812.81,11504.08
582,193,13556.63,11500.62,11246.91,11728.79,12334.1,12191.37,12600.04,12140.73,11842.92,11530.18
583,226,13611.91,11525.84,11307.91,11791.78,12390.27,12249.27,12652.94,12179.94,11873.02,11556.29
584,203,13667.19,11551.08,11368.59,11847.8,12446.43,12280.26,12705.83,12219.9,11903.65,11582.58
585,233,13722.47,11576.33,11430.39,11911.04,12503.94,12338.26,12758.72,12259.86,11934.27,11608.87
586,250,13777.75,11601.59,11497.37,11977.36,12561.96,12412.69,12813.11,12300.37,11964.9,11635.27
587,159,13807.76,11626.86,11500.07,11981.62,12582.81,12398.03,12845.2,12340.89,11995.82,11661.83
588,225,13863.04,11652.14,11561.61,12048.49,12641.57,12452.4,12901.13,12381.41,12026.75,11688.4
589,220,13918.32,11677.44,11627.34,12102.24,12701.21,12499.01,12957.06,12422.56,12057.89,11714.97
590,253,13973.6,11702.74,11699.47,12170.7,12761.87,12572.59,13014.85,12463.71,12089.03,11741.53
591,179,14023.61,11728.05,11710.16,12189.97,12797.78,12575.34,13059.01,12504.87,12120.17,11768.22
592,171,14065.63,11753.38,11713.19,12208.89,12825.51,12572.82,13083.99,12546.02,12151.6,11794.9
593,199,14120.91,11778.71,11744.91,12255.97,12881.49,12601.01,13134.43,12588.17,12183.02,11821.69
594,165,14156.92,11804.06,11739.25,12274.94,12903.87,12597.27,13145.5,12630.31,12214.45,11848.48
595,172,14199.93,11829.42,11742.63,12301.14,12932.89,12603.09,13158.16,12672.46,12245.87,11875.27
596,231,14255.21,11854.79,11804.65,12363.67,12993.76,12666.27,13226.53,12714.6,12277.55,11902.05
597,167,14293.22,11880.17,11813.1,12384.78,13016.72,12666.68,13234.0,12756.75,12309.22,11928.84
598,187,14348.5,11905.56,11854.09,12432.35,13060.55,12689.43,13262.05,12798.89,12340.89,11955.63
599,205,14403.78,11930.96,11914.13,12489.95,13121.96,12732.15,13302.46,12841.04,12372.57,11982.42
600,178,14452.8,11956.37,11955.61,12527.51,13155.93,12749.44,13313.76,12883.19,12404.24,12009.3
601,195,14508.08,11981.79,12013.41,12585.38,13205.52,12785.66,13337.72,12925.33,12435.92,12036.18
602,232,14563.36,12007.22,12071.2,12645.46,13268.06,12853.02,13398.55,12968.17,12467.59,12063.06
603,187,14618.64,12032.66,12114.33,12686.31,13306.03,12882.84,13405.57,13011.01,12499.27,12089.94
604,171,14660.65,12058.12,12150.8,12709.67,13328.86,12898.31,13398.02,13055.11,12530.94,12116.82
605,242,14715.93,12083.58,12207.72,12770.2,13392.11,12964.2,13463.82,13100.41,12562.61,12143.82
606,145,14731.94,12109.06,12219.91,12767.39,13385.87,12955.46,13424.63,13136.32,12594.29,12170.81
607,155,14757.96,12134.54,12252.03,12781.96,13394.29,12958.73,13393.56,13178.22,12626.27,12197.81
608,160,14788.97,12160.04,12289.35,12802.94,13407.01,12968.83,13365.49,13220.72,12658.56,12224.81
609,211,14844.25,12185.54,12338.56,12859.93,13470.25,13031.66,13391.78,13272.81,12690.85,12251.8
610,198,14899.53,12211.06,12387.78,12916.93,13522.94,13082.47,13405.92,13326.13,12723.69,12278.8
611,180,14950.54,12236.59,12437.0,12959.8,13560.32,13116.41,13398.84,13379.44,12756.81,12305.79
612,196,15005.82,12262.13,12489.17,13018.05,13616.7,13167.68,13410.35,13434.17,12789.94,12332.87
613,186,15061.1,12287.67,12544.97,13062.88,13662.52,13210.03,13408.89,13488.9,12823.34,12359.94
614,230,15116.38,12313.23,12600.47,13121.01,13721.46,13271.1,13453.83,13543.63,12857.17,12387.01
615,186,15171.66,12338.8,12646.69,13166.54,13766.88,13314.61,13455.07,13598.35,12891.01,12414.08
616,200,15226.94,12364.38,12706.1,13224.39,13825.89,13373.24,13472.62,13653.08,12924.84,12441.25
617,195,15282.22,12389.97,12762.28,13282.25,13882.2,13427.79,13486.89,13709.07,12958.67,12468.42
618,232,15337.5,12415.57,12822.48,13342.93,13940.66,13487.58,13540.02,13765.07,12992.96,12495.59
619,187,15392.78,12441.18,12858.11,13388.33,13991.26,13535.06,13548.47,13821.06,13027.24,12522.84
620,155,15418.8,12466.8,12862.88,13403.09,14009.22,13551.55,13526.95,13841.94,13062.0,12550.29
621,214,15474.08,12492.44,12926.66,13460.33,14066.63,13610.35,13563.32,13900.54,13097.21,12577.75
622,204,15529.36,12518.08,12981.86,13520.02,14125.07,13669.15,13590.85,13959.14,13132.43,12605.2
623,215,15584.64,12543.73,13041.48,13582.63,14184.65,13727.95,13630.84,14017.74,13167.64,12632.65
624,221,15639.92,12569.39,13105.74,13647.97,14245.78,13786.74,13673.95,14076.34,13202.85,12660.11
625,187,15695.2,12595.06,13128.62,13673.46,14290.14,13836.55,13684.08,14126.6,13238.06,12687.56
626,221,15750.48,12620.75,13193.32,13732.17,14351.49,13894.95,13730.14,14187.84,13273.63,12715.01
627,204,15805.76,12646.44,13230.25,13780.15,14412.34,13953.35,13756.19,14248.95,13309.53,12742.47
628,233,15861.04,12672.14,13292.72,13847.79,14472.7,14011.75,13809.21,14313.23,13345.79,12769.92
629,188,15916.32,12697.86,13304.88,13869.61,14519.84,14063.48,13814.39,14347.05,13382.05,12797.37
630,236,15971.6,12723.58,13374.14,13937.26,14579.12,14121.5,13869.63,14416.7,13418.3,12824.83
631,178,16020.61,12749.32,13390.53,13948.57,14618.81,14164.12,13867.68,14432.19,13454.56,12852.28
632,183,16074.63,12775.06,13424.28,13973.71,14666.1,14212.71,13872.82,14451.23,13490.82,12879.73
633,184,16129.64,12800.81,13469.18,14007.35,14716.72,14263.18,13880.88,14465.33,13527.08,12907.19
634,172,16172.65,12826.58,13502.18,14029.11,14757.48,14302.5,13875.07,14466.48,13563.78,12934.73
635,265,16227.93,12852.35,13557.82,14093.52,14812.75,14358.96,13951.97,14539.54,13600.85,12962.27
636,131,16229.94,12878.14,13550.57,14074.24,14814.77,14358.23,13903.54,14495.74,13637.92,12989.81
637,146,16246.96,12903.93,13561.99,14070.39,14834.76,14373.82,13872.41,14470.04,13674.99,13017.35
638,160,16277.97,12929.74,13590.03,14080.85,14869.01,14404.58,13857.47,14460.57,13712.06,13044.97
639,194,16333.25,12955.55,13642.57,14125.29,14921.95,14459.55,13878.56,14486.53,13749.55,13072.6
640,200,16388.53,12981.38,13698.51,14181.88,14974.89,14514.52,13907.2,14513.46,13787.04,13100.22
641,214,16443.81,13007.21,13759.24,14241.11,15027.83,14569.49,13948.23,14553.52,13825.03,13127.85
642,168,16482.82,13033.06,13785.53,14264.85,15070.47,14609.22,13944.44,14540.86,13863.01,13155.7
643,174,16527.83,13058.91,13819.91,14301.11,15119.18,14655.83,13948.45,14536.04,13900.99,13183.76
644,207,16583.11,13084.78,13875.46,14359.94,15172.65,14710.09,13987.12,14565.75,13938.97,13211.81
645,184,16638.13,13110.65,13929.86,14406.66,15227.09,14764.78,14003.97,14567.77,13977.41,13239.87
646,117,16626.14,13136.54,13917.42,14386.46,15214.84,14754.17,13952.52,14504.1,14004.72,13267.93
647,230,16681.42,13162.43,13968.02,14442.01,15268.79,14808.27,14015.94,14556.69,14043.89,13296.26
648,171,16723.43,13188.34,14014.21,14483.4,15311.58,14853.04,14021.08,14548.84,14083.05,13324.59
649,224,16778.71,13214.25,14066.27,14536.79,15366.38,14906.8,14080.75,14592.11,14122.65,13353.1
650,213,16833.99,13240.18,14122.02,14592.09,15421.87,14960.55,14130.2,14623.79,14162.25,13381.61
651,203,16889.27,13266.11,14177.77,14650.04,15478.37,15014.82,14170.59,14641.71,14201.86,13410.26
652,171,16931.29,13292.05,14207.78,14685.81,15515.4,15058.43,14180.04,14628.55,14242.04,13438.92
653,189,16986.57,13318.01,14256.56,14741.36,15571.67,15112.93,14208.87,14631.21,14282.23,13467.58
654,168,17025.58,13343.97,14283.95,14779.75,15606.08,15153.76,14217.85,14614.48,14322.41,13496.23
655,231,17080.86,13369.95,14344.11,14833.1,15663.3,15208.17,14285.43,14662.96,14362.6,13524.89
656,221,17136.14,13395.93,14404.26,14888.34,15720.52,15262.89,14348.73,14697.22,14403.4,13553.54
657,197,17191.42,13421.92,14444.5,14945.15,15779.25,15317.8,14388.71,14703.99,14444.79,13582.2
658,161,17223.43,13447.93,14445.08,14968.81,15799.69,15349.38,14393.67,14672.38,14486.18,13611.08
659,201,17278.71,13473.94,14485.59,15024.9,15859.95,15404.92,14439.9,14683.35,14527.57,13640.16
660,168,17317.72,13499.96,14505.34,15056.66,15885.05,15443.06,14454.0,14662.8,14568.96,13669.23
661,207,17373.01,13525.99,14563.66,15112.42,15945.95,15498.3,14508.26,14679.95,14610.35,13698.3
662,176,17420.02,13552.04,14603.58,15152.59,15976.53,15544.96,14532.27,14667.41,14652.28,13727.38
663,197,17475.3,13578.09,14662.1,15210.68,16028.67,15600.4,14578.32,14674.4,14694.21,13756.64
664,165,17511.31,13604.15,14678.73,15233.96,16048.45,15635.77,14593.18,14651.03,14736.13,13785.89
665,227,17566.59,13630.22,14737.03,15294.57,16109.09,15691.3,14657.06,14691.92,14778.75,13815.33
666,131,17568.6,13656.3,14720.86,15284.15,16095.46,15691.76,14639.0,14637.43,14810.32,13844.97
667,238,17623.88,13682.39,14784.37,15344.8,16156.67,15747.11,14702.34,14692.34,14854.28,13874.85
668,162,17656.9,13708.49,14798.18,15356.47,16172.76,15779.72,14716.54,14671.47,14898.24,13904.73
669,248,17712.18,13734.6,14861.45,15420.94,16233.58,15834.97,14779.43,14738.64,14943.07,13934.6
670,199,17767.46,13760.72,14912.82,15461.82,16287.4,15890.69,14831.68,14756.69,14987.91,13964.48
671,194,17822.74,13786.85,14969.51,15497.61,16334.85,15946.41,14879.62,14771.08,15033.51,13994.36
672,222,17878.02,13812.99,15024.51,15562.14,16396.33,16002.5,14941.9,14814.88,15079.11,14024.24
673,155,17904.03,13839.14,15040.85,15557.54,16407.88,16025.69,14951.58,14792.41,15124.71,14054.26
674,151,17926.04,13865.3,15055.16,15549.88,16419.37,16044.82,14958.28,14764.78,15169.31,14084.58
675,196,17981.32,13891.47,15113.33,15596.96,16477.55,16101.13,15011.02,14784.06,15217.94,14114.89
676,215,18036.6,13917.64,15171.49,15661.06,16536.94,16157.92,15072.14,14823.63,15266.58,14145.2
677,209,18091.88,13943.83,15229.66,15708.96,16596.32,16215.04,15133.26,14855.06,15315.21,14175.52
678,202,18147.16,13970.02,15285.55,15756.96,16656.8,16272.55,15192.65,14877.84,15365.05,14205.83
679,185,18202.44,13996.23,15321.76,15786.44,16700.69,16322.59,15235.62,14882.12,15415.77,14236.42
680,153,18226.46,14022.45,15326.98,15791.43,16712.62,16341.64,15247.31,14855.93,15450.44,14267.2
681,199,18281.74,14048.67,15379.13,15850.34,16771.4,16398.77,15305.94,14877.55,15503.15,14297.99
682,255,18337.02,14074.9,15437.63,15908.14,16831.56,16456.19,15365.86,14953.04,15555.87,14328.77
683,233,18392.3,14101.15,15501.22,15968.68,16893.16,16514.01,15425.78,15009.89,15608.58,14359.56
684,179,18442.31,14127.4,15531.85,16006.41,16924.82,16557.54,15464.97,15010.41,15662.01,14390.34
685,184,18497.32,14153.66,15566.59,16048.68,16961.24,16606.36,15509.89,15014.57,15712.85,14421.13
686,191,18552.6,14179.93,15619.79,16103.88,17008.25,16662.79,15562.46,15027.22,15763.91,14451.91
687,257,18607.88,14206.21,15680.35,16159.93,17070.73,16720.05,15621.53,15103.08,15826.64,14482.7
688,201,18663.16,14232.5,15740.05,16215.97,17121.07,16777.9,15680.61,15127.08,15881.28,14513.48
689,208,18718.44,14258.8,15801.59,16274.67,17177.06,16835.99,15739.68,15159.26,15933.53,14544.49
690,228,18773.72,14285.11,15863.13,16333.38,17240.92,16894.37,15798.76,15212.48,15999.5,14575.49
691,206,18829.01,14311.43,15914.48,16394.94,17297.92,16952.76,15857.83,15241.94,16035.89,14606.5
692,179,18879.02,14337.76,15938.02,16430.3,17330.78,16994.29,15898.99,15245.49,16041.45,14637.5
693,161,18911.03,14364.1,15955.87,16447.54,17345.33,17017.73,15922.82,15232.41,16024.24,14668.5
694,194,18966.31,14390.44,16006.35,16504.71,17393.23,17074.65,15980.43,15253.78,16040.7,14699.51
695,218,19021.59,14416.8,16068.93,16563.84,17454.55,17133.57,16038.66,15300.29,16079.66,14730.51
696,238,19076.87,14443.16,16131.52,16622.96,17515.86,17193.08,16096.89,15365.33,16135.5,14761.72
697,242,19132.15,14469.54,16194.1,16685.63,17579.41,17252.86,16155.11,15434.85,16191.0,14792.93
698,206,19187.43,14495.92,16254.07,16745.41,17637.13,17313.3,16213.34,15468.79,16206.5,14824.35
699,176,19234.44,14522.31,16283.79,16773.36,17663.8,17346.94,16253.48,15473.68,16191.2,14855.77
700,148,19253.46,14548.72,16286.03,16779.92,17666.14,17352.99,16266.26,15451.8,16148.91,14887.19
701,235,19308.74,14575.13,16348.4,16839.7,17726.82,17413.66,16323.85,15518.27,16195.68,14918.61
702,162,19341.75,14601.55,16353.54,16856.42,17747.24,17432.86,16351.46,15512.21,16167.17,14950.03
703,186,19397.03,14627.98,16396.15,16904.16,17791.88,17477.78,16403.79,15531.4,16164.3,14981.45
704,166,19434.04,14654.42,16428.81,16930.69,17819.4,17502.7,16436.65,15531.62,16138.35,15012.87
705,234,19489.32,14680.86,16485.66,16990.72,17878.73,17563.13,16493.42,15601.0,16178.35,15044.29
706,257,19544.6,14707.32,16546.84,17053.2,17938.06,17623.56,16550.2,15671.36,16236.0,15075.71
707,223,19599.88,14733.79,16613.0,17115.69,17997.39,17684.84,16606.98,15730.18,16257.21,15107.13
708,213,19655.16,14760.26,16671.64,17176.97,18056.72,17746.93,16664.15,15779.57,16268.21,15138.85
709,210,19710.44,14786.75,16726.44,17234.69,18117.56,17809.85,16721.32,15826.65,16276.57,15170.57
710,228,19765.72,14813.24,16788.43,17300.45,18178.41,17873.28,16778.49,15892.45,16300.08,15202.29
711,124,19760.74,14839.74,16767.79,17261.52,18156.83,17847.81,16769.09,15854.72,16219.5,15234.01
712,224,19816.02,14866.25,16827.78,17325.81,18217.25,17911.55,16825.85,15918.18,16238.07,15265.73
713,184,19871.03,14892.78,16859.55,17356.19,18256.88,17945.26,16877.41,15942.15,16216.88,15297.45
714,220,19926.31,14919.3,16925.42,17418.96,18318.61,18009.67,16933.94,16003.0,16233.33,15329.44
715,274,19981.59,14945.84,16997.23,17484.89,18382.02,18074.07,16990.48,16070.98,16304.23,15361.43
716,129,19981.6,14972.39,16958.68,17451.9,18363.05,18051.0,16987.56,16041.36,16228.24,15393.43
717,208,20036.88,14998.95,17016.98,17500.57,18422.97,18107.99,17043.72,16091.85,16233.75,15425.7
718,263,20092.16,15025.51,17076.7,17565.89,18485.25,18172.86,17099.87,16159.08,16295.22,15457.97
719,278,20147.44,15052.09,17140.95,17631.21,18549.3,18237.74,17156.03,16226.32,16370.62,15490.24
720,195,20202.72,15078.67,17171.2,17673.8,18594.85,18279.51,17212.18,16264.43,16358.36,15522.51
721,217,20258.01,15105.27,17220.14,17736.26,18658.87,18342.52,17268.34,16325.28,16369.59,15554.97
722,198,20313.29,15131.87,17262.51,17788.53,18703.97,18387.71,17324.49,16367.64,16362.74,15587.42
723,245,20368.57,15158.48,17330.2,17851.32,18768.05,18452.53,17380.65,16434.05,16404.26,15619.88
724,173,20412.58,15185.1,17330.27,17869.57,18786.86,18474.29,17421.87,16452.09,16373.86,15652.62
725,177,20460.59,15211.73,17333.84,17892.72,18809.02,18502.02,17467.68,16474.96,16349.25,15685.37
726,204,20515.87,15238.36,17380.02,17950.4,18862.27,18556.9,17523.67,16525.63,16353.35,15718.11
727,237,20571.15,15265.01,17442.79,18010.71,18925.59,18620.25,17579.65,16591.1,16391.61,15750.85
728,178,20620.16,15291.67,17474.34,18047.98,18955.85,18650.44,17627.02,16616.35,16371.21,15783.6
729,221,20675.44,15318.33,17536.23,18107.83,19017.67,18713.04,17682.78,16681.49,16392.64,15816.34
730,251,20730.72,15345.0,17602.76,18170.55,19080.91,18776.33,17738.53,16746.62,16441.89,15849.08
731,169,20770.74,15371.68,17616.52,18184.4,19097.88,18797.67,17777.43,16763.64,16409.24,15881.83
732,219,20826.02,15398.38,17677.41,18247.49,19161.31,18860.89,17832.94,16828.43,16428.36,15914.57
733,170,20867.03,15425.07,17699.8,18262.02,19183.31,18881.65,17873.43,16847.24,16396.7,15947.31
734,169,20907.04,15451.78,17721.99,18276.24,19208.03,18901.63,17913.48,16865.84,16365.78,15980.06
735,236,20962.32,15478.5,17779.98,18342.64,19269.76,18965.47,17968.5,16929.97,16403.55,16013.06
736,237,21017.6,15505.23,17837.96,18409.04,19332.91,19029.32,18023.52,16994.1,16442.85,16046.06
737,147,21035.62,15531.96,17835.81,18401.11,19329.15,19024.7,18042.14,16991.46,16392.67,16079.06
738,183,21089.63,15558.7,17873.16,18437.96,19365.91,19056.02,18096.84,17025.69,16380.25,16112.06
739,155,21115.64,15585.46,17893.23,18448.05,19375.15,19058.96,18123.99,17032.57,16341.25,16145.06
740,196,21170.92,15612.22,17946.56,18501.38,19426.79,19105.16,18178.51,17081.26,16342.46,16178.07
741,191,21226.2,15638.99,18003.47,18555.46,19476.33,19147.85,18233.03,17125.49,16339.9,16211.07
742,223,21281.48,15665.77,18064.05,18615.26,19536.8,19210.75,18287.75,17188.15,16367.84,16244.07
743,201,21336.76,15692.55,18112.26,18671.96,19593.34,19263.06,18342.7,17242.94,16374.58,16277.07
744,224,21392.04,15719.35,18172.93,18734.11,19655.73,19326.99,18397.8,17305.39,16405.47,16310.35
745,234,21447.32,15746.15,18239.19,18796.26,19719.52,19390.92,18453.17,17367.85,16444.73,16343.87
746,221,21502.6,15772.97,18290.13,18858.42,19783.31,19454.86,18508.77,17430.3,16471.62,16377.6
747,214,21557.88,15799.79,18332.69,18917.79,19847.1,19516.86,18564.37,17492.75,16492.35,16411.34
748,232,21613.16,15826.62,18400.51,18984.2,19910.89,19581.49,18620.24,17555.21,16532.03,16445.08
749,195,21668.44,15853.46,18421.45,19024.24,19953.85,19623.68,18676.31,17604.48,16535.35,16478.81
750,146,21685.46,15880.31,18408.13,19022.19,19947.22,19618.48,18691.11,17605.27,16490.83,16512.55
751,200,21740.74,15907.16,18463.85,19076.09,19994.57,19669.54,18747.24,17660.85,16499.62,16546.55
752,221,21796.02,15934.03,18526.46,19136.21,20058.56,19732.78,18803.57,17722.55,16530.5,16580.56
753,128,21795.03,15960.9,18497.7,19118.01,20032.75,19711.36,18799.97,17706.59,16466.86,16614.56
754,221,21850.31,15987.78,18563.82,19177.0,20098.03,19774.38,18856.19,17767.93,16497.73,16648.57
755,196,21905.59,16014.68,18589.36,19228.53,20136.98,19821.43,18912.69,17820.81,16504.4,16682.57
756,208,21960.87,16041.58,18641.35,19290.78,20191.76,19881.93,18969.23,17881.94,16521.95,16716.82
757,174,22005.88,16068.48,18670.62,19313.09,20215.69,19909.6,19010.43,17913.3,16504.3,16751.07
758,188,22061.16,16095.4,18712.31,19357.06,20257.52,19952.96,19065.48,17959.25,16499.83,16785.32
759,212,22116.44,16122.33,18775.14,19418.97,20318.78,20015.12,19122.55,18019.91,16520.56,16819.57
760,216,22171.72,16149.26,18829.67,19480.88,20380.03,20077.28,19179.78,18080.57,16546.22,16853.82
761,208,22227.01,16176.2,18887.48,19542.78,20441.29,20138.47,19237.22,18141.23,16562.8,16888.07
762,209,22282.29,16203.15,18947.59,19599.43,20502.39,20200.89,19294.93,18201.9,16581.35,16922.32
763,198,22337.57,16230.11,19005.34,19651.29,20555.21,20251.55,19352.87,18258.35,16587.88,16956.88
764,215,22392.85,16257.08,19065.38,19714.42,20617.59,20314.12,19411.07,18318.83,16612.49,16991.44
765,214,22448.13,16284.05,19125.41,19773.01,20679.97,20377.49,19469.39,18379.31,16636.98,17026.0
766,182,22501.14,16311.04,19167.32,19805.81,20716.41,20411.64,19514.67,18420.19,16630.34,17060.89
767,208,22556.42,16338.03,19226.46,19866.84,20777.48,20471.05,19573.2,18480.45,16650.85,17095.78
768,268,22611.7,16365.03,19289.64,19931.4,20840.47,20534.22,19631.98,18540.7,16730.81,17130.68
769,194,22666.98,16392.04,19336.23,19967.05,20887.5,20578.91,19688.53,18594.11,16738.22,17165.89
770,221,22722.26,16419.06,19399.38,20027.98,20949.19,20642.28,19747.47,18654.17,16773.63,17201.11
771,132,22725.27,16446.09,19368.5,19998.76,20934.24,20626.42,19741.0,18646.02,16720.78,17236.33
772,185,22780.55,16473.12,19394.74,20024.9,20976.75,20665.74,19788.17,18691.64,16722.16,17271.55
773,184,22835.57,16500.17,19432.98,20057.76,21018.58,20705.52,19834.5,18736.73,16723.55,17306.76
774,195,22890.85,16527.22,19478.95,20102.33,21074.41,20755.9,19892.1,18793.29,16735.1,17341.98
775,157,22918.86,16554.28,19497.54,20115.3,21091.7,20767.67,19911.92,18812.26,16709.58,17377.45
776,162,22951.87,16581.35,19523.22,20140.36,21114.46,20786.22,19936.97,18836.84,16690.18,17412.91
777,268,23007.15,16608.43,19580.58,20196.39,21173.7,20846.98,19995.45,18895.49,16768.26,17448.38
778,204,23062.43,16635.51,19639.23,20254.26,21232.95,20907.75,20054.15,18954.14,16788.38,17483.84
779,209,23117.71,16662.61,19701.93,20312.13,21293.54,20968.52,20112.99,19012.79,16812.64,17519.65
780,201,23172.99,16689.71,19760.48,20372.38,21353.17,21026.37,20172.12,19071.44,16829.73,17555.45
781,160,23204.01,16716.82,19774.56,20383.56,21374.36,21042.55,20193.86,19094.59,16806.71,17591.26
782,172,23247.02,16743.94,19803.43,20408.37,21407.74,21072.43,20227.75,19130.31,16796.77,17627.06
783,233,23302.3,16771.06,19859.86,20468.39,21465.84,21132.7,20286.9,19188.5,16848.85,17662.87
784,179,23352.31,16798.2,19897.24,20498.38,21506.17,21171.06,20327.13,19231.73,16845.67,17699.35
785,243,23407.59,16825.34,19953.23,20559.25,21565.7,21231.33,20386.63,19289.72,16905.68,17735.83
