day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,135,46.26,51.74,60.13,46.26,46.26,46.26,50.0,92.52,166.52,120.26,92.52,92.52,92.52,100.0
1,57,57.0,17.86,47.97,55.45,57.0,57.0,57.0,92.52,181.77,138.32,95.63,92.52,92.52,100.0
2,105,103.09,35.2,88.51,95.09,103.26,103.26,107.0,92.17,175.32,128.91,79.3,92.52,92.52,100.0
3,94,149.17,39.69,116.19,136.24,149.52,149.52,151.0,92.17,179.02,132.64,82.3,92.52,92.52,100.0
4,121,195.26,70.64,170.33,178.9,194.95,194.95,201.0,92.17,180.09,133.73,85.31,90.87,90.87,100.0
5,87,236.17,65.5,188.37,215.3,235.42,235.42,238.0,92.17,184.27,137.92,101.2,93.06,93.06,100.0
6,107,282.23,80.63,226.67,261.94,283.2,283.2,288.0,92.12,183.74,137.4,93.29,95.56,95.56,100.0
7,62,298.17,49.97,219.18,275.77,296.38,296.38,300.0,92.12,185.32,138.99,96.35,97.64,97.64,100.0
8,108,344.09,66.71,259.08,316.56,342.03,342.03,350.0,91.84,182.52,136.19,81.58,91.3,91.3,100.0
9,106,390.02,80.7,296.23,361.2,388.51,388.51,400.0,91.84,184.02,137.7,89.28,92.96,92.96,100.0
10,128,435.94,116.14,354.82,407.34,435.75,435.75,450.0,91.84,185.14,138.82,92.28,94.49,94.49,100.0
11,58,448.02,80.3,342.15,411.97,445.8,445.8,458.0,91.84,187.66,141.35,106.73,95.9,95.9,100.0
12,98,493.79,85.71,370.71,455.59,491.53,491.53,506.0,91.54,185.19,138.88,87.23,91.45,91.45,100.0
13,114,539.56,106.95,415.1,500.69,537.88,537.88,556.0,91.54,185.52,139.21,90.2,92.71,92.71,100.0
14,129,585.33,142.57,473.88,547.27,584.82,584.82,606.0,91.54,186.76,140.45,93.18,93.89,93.89,100.0
15,112,631.1,160.23,514.68,603.08,632.32,632.32,656.0,91.54,188.69,142.39,112.39,95.0,95.0,100.0
16,96,676.87,161.47,539.07,644.37,680.3,680.3,702.0,91.54,189.52,143.22,109.41,96.06,96.06,100.0
17,69,700.1,135.73,536.49,662.43,697.59,697.59,721.0,91.54,189.47,143.17,101.88,103.42,103.42,100.0
18,58,712.42,99.67,523.57,676.57,706.37,706.37,729.0,91.35,188.14,141.84,87.72,98.44,98.44,100.0
19,54,720.89,60.45,507.5,693.22,712.84,712.84,733.0,91.07,186.43,140.14,74.7,95.05,95.05,100.0
20,102,766.27,70.1,540.36,727.71,759.04,759.04,783.0,90.76,184.69,138.27,68.98,92.4,92.4,100.0
21,86,806.89,63.55,557.02,769.13,798.34,798.34,819.0,90.76,185.1,138.69,82.84,93.41,93.41,100.0
22,106,852.25,77.13,593.8,816.98,845.18,845.18,869.0,90.72,184.84,138.43,95.72,93.68,93.68,100.0
23,69,875.89,53.45,593.32,833.15,866.87,866.87,888.0,90.72,185.37,138.96,105.67,94.63,94.63,100.0
24,37,867.62,44.47,584.41,825.04,857.83,857.83,875.0,90.55,91.96,91.82,90.22,92.07,92.07,100.0
25,118,912.67,90.45,630.32,859.64,904.04,904.04,925.0,90.12,91.96,91.82,69.21,92.43,92.43,100.0
26,65,932.62,109.47,649.41,888.56,922.35,922.35,940.0,90.12,91.96,91.82,72.17,93.39,93.39,100.0
27,51,938.65,114.49,654.5,900.21,927.84,927.84,941.0,89.92,91.96,91.82,78.7,91.01,91.01,100.0
28,119,983.46,160.47,700.41,942.12,972.35,972.35,991.0,89.62,91.96,91.82,83.84,89.02,89.02,100.0
29,115,1028.27,206.45,746.32,985.58,1017.28,1017.28,1041.0,89.62,91.96,91.82,86.92,89.86,89.86,100.0
30,68,1051.46,228.47,768.41,1007.39,1039.94,1039.94,1059.0,89.62,91.96,91.82,92.39,90.68,90.68,100.0
31,106,1096.19,274.45,814.32,1052.49,1084.41,1084.41,1109.0,89.45,91.96,91.82,90.2,88.93,88.93,100.0
32,118,1140.92,320.43,860.23,1099.13,1129.25,1129.25,1159.0,89.45,91.96,91.82,93.3,89.68,89.68,100.0
33,98,1185.64,366.41,906.15,1147.33,1174.45,1174.45,1207.0,89.45,91.96,91.82,96.4,90.4,90.4,100.0
34,109,1230.37,412.39,952.06,1201.15,1220.01,1220.01,1257.0,89.45,91.96,91.82,107.63,91.11,91.11,100.0
35,78,1263.64,444.41,984.15,1223.72,1252.11,1252.11,1285.0,89.45,91.96,91.82,110.86,91.8,91.8,100.0
36,149,1308.33,490.39,1030.06,1272.06,1297.64,1297.64,1335.0,89.37,91.96,91.82,96.67,91.07,91.07,100.0
37,133,1353.01,536.37,1075.97,1321.93,1343.5,1343.5,1385.0,89.37,91.96,91.82,99.75,91.71,91.71,100.0
38,89,1397.33,579.39,1119.06,1359.51,1386.33,1386.33,1424.0,89.37,91.96,91.82,102.85,92.34,92.34,100.0
39,143,1442.01,625.37,1164.97,1412.53,1432.98,1432.98,1474.0,89.37,91.96,91.82,106.03,93.31,93.31,100.0
40,103,1486.69,671.36,1210.88,1460.93,1479.94,1479.94,1524.0,89.37,91.96,91.82,109.18,93.92,93.92,100.0
41,128,1531.37,717.34,1256.8,1512.99,1527.2,1527.2,1574.0,89.37,91.96,91.82,104.12,94.52,94.52,100.0
42,113,1576.06,763.32,1302.71,1568.92,1574.76,1574.76,1624.0,89.37,91.96,91.82,111.85,95.11,95.11,100.0
43,132,1620.74,809.3,1348.62,1626.45,1622.6,1622.6,1674.0,89.37,91.96,91.82,115.07,95.69,95.69,100.0
44,119,1665.42,855.28,1394.53,1685.25,1670.73,1670.73,1724.0,89.37,91.96,91.82,120.42,96.25,96.25,100.0
45,117,1710.1,901.26,1440.44,1743.65,1719.13,1719.13,1774.0,89.37,91.96,91.82,117.19,96.8,96.8,100.0
46,55,1720.42,910.28,1449.53,1741.5,1725.46,1725.46,1779.0,89.37,91.96,91.82,114.3,97.34,97.34,100.0
47,117,1764.99,956.26,1495.44,1787.18,1773.23,1773.23,1829.0,89.13,91.96,91.82,91.36,95.55,95.55,100.0
48,99,1809.55,1002.25,1541.36,1834.61,1821.26,1821.66,1878.0,89.13,91.96,91.82,94.86,96.06,96.87,100.0
49,124,1854.12,1048.23,1587.27,1883.58,1869.55,1871.27,1928.0,89.13,91.96,91.82,97.95,96.57,99.22,100.0
50,151,1898.68,1094.21,1633.18,1943.96,1918.08,1919.69,1978.0,89.13,91.96,91.82,120.75,97.07,96.83,100.0
51,142,1943.25,1140.19,1679.09,2006.04,1966.86,1968.1,2028.0,89.13,91.96,91.82,124.16,97.55,96.83,100.0
52,109,1987.82,1186.17,1725.01,2051.21,2015.88,2018.13,2078.0,89.13,91.96,91.82,127.67,98.03,100.05,100.0
53,80,2023.25,1220.19,1759.09,2071.98,2046.62,2048.1,2108.0,89.13,91.96,91.82,118.45,98.5,100.05,100.0
54,64,2042.71,1193.88,1754.05,2084.78,2061.71,2062.74,2122.0,89.07,180.62,138.08,102.4,97.84,98.73,100.0
55,118,2087.17,1222.67,1805.97,2127.98,2109.76,2110.83,2172.0,88.91,178.43,132.17,86.4,96.1,96.17,100.0
56,132,2131.62,1264.11,1870.54,2175.78,2158.03,2159.55,2222.0,88.91,181.1,134.84,95.59,96.54,97.44,100.0
57,113,2176.08,1284.89,1914.45,2231.49,2206.51,2208.27,2272.0,88.91,184.44,138.18,111.42,96.96,97.44,100.0
58,110,2220.54,1301.92,1954.61,2277.77,2255.19,2258.46,2322.0,88.91,185.95,139.69,127.43,97.38,100.4,100.0
59,130,2264.99,1338.39,2014.21,2337.1,2304.09,2308.66,2372.0,88.91,187.05,140.79,118.66,97.79,100.4,100.0
60,95,2309.45,1338.76,2037.71,2371.1,2349.99,2353.46,2417.0,88.91,189.27,143.01,122.01,98.19,100.4,100.0
61,44,2308.99,1288.17,2010.25,2360.18,2343.94,2346.48,2411.0,88.91,189.17,142.91,109.85,100.1,101.96,100.0
62,119,2353.31,1314.05,2059.26,2405.55,2393.65,2398.08,2461.0,88.63,186.24,139.98,90.74,99.41,103.2,100.0
63,120,2397.62,1340.27,2108.61,2452.43,2443.56,2449.68,2511.0,88.63,187.57,141.31,93.75,99.84,103.2,100.0
64,92,2441.94,1337.86,2129.33,2491.54,2485.44,2490.08,2553.0,88.63,188.82,142.56,105.76,100.25,103.2,100.0
65,120,2486.26,1363.55,2178.15,2551.51,2536.02,2541.76,2603.0,88.63,188.62,142.36,119.94,101.17,103.36,100.0
66,108,2530.57,1376.7,2214.43,2597.86,2586.81,2593.45,2653.0,88.63,189.7,143.44,123.31,101.58,103.36,100.0
67,61,2547.26,1342.61,2203.47,2601.26,2596.82,2602.11,2664.0,88.63,190.17,143.91,115.19,101.99,104.67,100.0
68,104,2591.49,1352.29,2236.28,2650.54,2647.01,2653.94,2714.0,88.47,188.64,142.38,98.54,100.38,104.34,100.0
69,58,2605.26,1315.81,2222.93,2657.73,2654.62,2656.63,2722.0,88.47,188.96,142.7,101.6,100.77,110.62,100.0
70,110,2649.4,1332.07,2262.32,2702.25,2704.26,2710.98,2772.0,88.29,187.48,141.22,89.03,99.28,111.31,100.0
71,87,2692.26,1325.05,2278.43,2734.2,2741.43,2741.0,2809.0,88.29,188.04,141.78,110.09,99.66,113.95,100.0
72,48,2696.12,1279.18,2255.69,2732.61,2739.54,2731.75,2807.0,88.28,187.73,141.47,99.19,99.8,114.51,100.0
73,70,2722.09,1256.13,2255.77,2755.82,2760.12,2746.14,2827.0,88.05,186.11,139.85,93.58,98.83,111.22,100.0
74,132,2766.06,1295.47,2318.24,2797.06,2808.96,2801.78,2877.0,87.95,185.32,139.06,82.49,97.69,111.28,100.0
75,82,2804.09,1284.18,2330.08,2832.47,2841.94,2825.53,2909.0,87.95,186.58,140.32,93.18,98.04,116.49,100.0
76,73,2833.14,1264.07,2333.1,2853.82,2866.09,2841.63,2932.0,87.91,186.21,139.95,103.3,97.71,113.79,100.0
77,72,2861.22,1243.28,2335.44,2876.9,2889.68,2856.52,2954.0,87.83,185.58,139.32,97.85,96.81,114.22,100.0
78,148,2905.09,1298.8,2404.79,2919.9,2937.64,2914.2,3004.0,87.74,184.96,138.7,86.02,95.91,115.35,100.0
79,101,2948.96,1306.53,2435.78,2966.29,2985.76,2957.52,3054.0,87.74,186.55,140.02,92.76,96.24,115.35,100.0
80,76,2981.09,1289.16,2441.67,2989.34,3013.48,2976.12,3080.0,87.74,186.74,140.22,105.9,96.56,114.81,100.0
81,134,3024.93,1330.03,2505.8,3040.02,3061.42,3033.73,3130.0,87.67,186.25,139.74,101.36,95.89,115.21,100.0
82,109,3068.76,1345.38,2544.4,3092.24,3109.53,3085.12,3180.0,87.67,187.31,140.8,104.45,96.21,115.21,100.0
83,34,3058.93,1285.54,2507.81,3072.46,3095.27,3061.35,3164.0,87.67,187.67,141.18,107.56,96.51,115.54,100.0
84,151,3102.62,1343.47,2577.64,3117.49,3143.67,3118.14,3214.0,87.38,186.14,139.65,90.07,96.8,113.58,100.0
85,65,3123.93,1314.69,2572.25,3135.94,3160.11,3126.35,3229.0,87.38,187.54,140.78,93.11,97.12,113.58,100.0
86,41,3121.3,1262.28,2543.21,3136.68,3153.06,3110.77,3220.0,87.26,186.83,140.08,80.53,96.1,113.16,100.0
87,108,3164.8,1277.48,2581.78,3181.05,3200.88,3163.56,3270.0,87.01,185.59,138.85,88.76,95.65,110.42,100.0
88,80,3201.3,1264.52,2592.18,3215.14,3232.9,3188.33,3300.0,87.01,185.93,139.2,91.84,95.97,110.45,100.0
89,125,3244.79,1296.7,2647.73,3262.15,3280.72,3243.38,3350.0,86.98,185.63,138.91,94.02,95.64,110.1,100.0
90,61,3262.3,1264.54,2638.92,3268.0,3293.74,3249.33,3361.0,86.98,186.32,139.62,110.3,95.94,110.1,100.0
91,115,3305.72,1311.1,2685.25,3313.32,3341.24,3302.94,3411.0,86.84,93.11,92.67,90.64,94.99,107.22,100.0
92,65,3327.3,1329.54,2703.92,3329.49,3358.6,3314.33,3426.0,86.84,93.11,92.67,97.66,95.28,107.22,100.0
93,127,3370.66,1376.1,2750.25,3371.26,3405.8,3366.63,3476.0,86.73,93.11,92.67,83.54,94.41,104.59,100.0
94,107,3414.03,1422.65,2796.59,3422.76,3453.15,3418.92,3526.0,86.73,93.11,92.67,103.01,94.7,104.59,100.0
95,84,3454.66,1460.1,2834.25,3453.68,3489.66,3450.63,3560.0,86.73,93.11,92.67,106.17,94.99,104.59,100.0
96,80,3491.3,1493.54,2867.92,3480.45,3522.17,3479.21,3590.0,86.71,93.11,92.67,106.46,94.97,102.83,100.0
97,89,3534.64,1535.99,2910.59,3522.23,3563.83,3516.32,3629.0,86.68,93.11,92.67,94.44,94.69,103.77,100.0
98,119,3577.98,1582.54,2956.92,3566.97,3611.33,3567.49,3679.0,86.68,93.11,92.67,89.48,95.0,102.34,100.0
99,70,3604.64,1605.99,2980.59,3587.01,3633.69,3586.32,3699.0,86.68,93.11,92.67,99.91,95.27,102.34,100.0
100,132,3647.94,1652.54,3026.92,3634.8,3680.99,3636.44,3749.0,86.6,93.11,92.67,95.57,94.59,100.22,100.0
101,82,3686.64,1687.99,3062.59,3666.57,3715.56,3668.32,3781.0,86.6,93.11,92.67,100.46,94.85,100.22,100.0
102,78,3721.36,1719.44,3094.25,3699.0,3746.22,3697.01,3809.0,86.57,93.11,92.67,91.15,94.67,98.64,100.0
103,115,3764.62,1765.99,3140.59,3745.79,3793.37,3745.5,3859.0,86.53,93.11,92.67,93.59,94.3,96.99,100.0
104,63,3784.36,1782.44,3157.25,3760.47,3809.09,3759.22,3872.0,86.53,93.11,92.67,96.63,94.56,98.57,100.0
105,108,3827.57,1828.99,3203.59,3804.68,3856.01,3808.55,3922.0,86.42,93.11,92.67,88.41,93.83,98.66,100.0
106,87,3870.77,1869.44,3244.25,3843.77,3895.97,3846.22,3959.0,86.42,93.11,92.67,95.81,94.08,98.66,100.0
107,84,3911.57,1906.88,3281.92,3882.88,3932.87,3881.53,3993.0,86.42,93.11,92.67,89.77,94.2,97.38,100.0
