day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,122,68.51,64.56,79.55,72.16,72.16,72.16,81.01,101.49,191.45,146.37,103.08,103.08,103.08,115.73
1,143,137.05,147.36,173.79,146.73,144.32,144.32,162.02,101.55,200.67,163.17,106.53,103.08,103.08,115.73
2,83,187.03,166.71,205.62,196.73,196.39,196.39,210.31,101.61,212.16,171.41,110.0,103.08,103.08,115.73
3,118,255.54,222.37,275.35,264.97,268.55,268.55,291.32,101.49,207.8,166.45,97.49,103.08,103.08,115.73
4,60,282.53,219.61,285.51,294.73,298.06,298.06,316.6,101.55,209.22,171.06,100.81,101.62,101.62,115.73
5,143,350.91,301.07,381.94,353.28,382.61,382.61,397.61,101.29,205.11,161.35,83.65,120.78,120.78,115.73
6,97,414.97,334.8,430.15,420.38,442.37,442.37,459.89,101.35,210.9,168.61,95.85,124.13,124.13,115.73
7,130,483.39,401.97,513.0,489.77,526.53,526.53,540.9,101.36,209.42,165.18,99.13,120.22,120.22,115.73
8,91,541.43,429.46,554.82,545.96,580.67,580.67,597.18,101.42,211.7,167.97,116.02,122.86,122.86,115.73
9,129,609.85,495.46,635.81,618.95,662.49,662.49,678.2,101.37,210.01,163.12,104.28,116.88,116.88,115.73
10,98,674.89,529.94,684.91,684.67,724.81,724.81,741.48,101.42,211.74,169.12,107.61,118.91,118.91,115.73
11,81,722.92,547.74,717.96,735.34,770.69,770.69,787.76,101.44,210.67,165.67,101.1,117.09,117.09,115.73
12,74,763.99,559.05,744.15,779.54,810.88,810.88,827.04,101.31,208.96,162.38,99.32,112.71,112.71,115.73
13,119,832.26,615.89,815.65,840.76,887.82,887.82,908.05,101.14,207.2,159.77,87.45,109.91,109.91,115.73
14,129,900.57,682.52,896.64,906.41,965.77,965.77,989.06,101.19,207.93,160.59,93.79,111.36,111.36,115.73
15,148,968.91,767.72,996.39,978.97,1044.67,1044.67,1070.07,101.24,209.33,164.96,103.66,112.72,112.72,115.73
16,23,958.99,727.05,971.08,967.36,1033.47,1033.47,1058.35,101.29,212.21,168.69,115.36,113.99,113.99,115.73
17,173,1027.22,836.83,1093.09,1024.46,1126.0,1126.0,1139.37,101.08,210.74,169.9,81.57,132.19,132.19,115.73
18,121,1095.48,893.19,1163.3,1083.78,1206.67,1206.67,1220.38,101.13,215.47,173.52,84.74,134.44,134.44,115.73
19,162,1163.78,990.45,1274.65,1145.32,1304.82,1304.82,1301.39,101.18,215.8,175.45,87.91,140.21,140.21,115.73
20,106,1232.11,1030.81,1329.47,1214.76,1368.08,1368.08,1372.67,101.23,218.79,173.3,121.85,142.46,142.46,115.73
21,126,1300.48,1091.33,1404.88,1294.1,1451.79,1451.79,1453.68,101.28,218.27,178.97,113.34,140.97,140.97,115.73
22,83,1350.55,1108.73,1435.45,1342.05,1491.26,1491.26,1501.97,101.33,218.67,176.34,116.82,145.09,145.09,115.73
23,99,1416.65,1142.48,1483.47,1410.42,1548.12,1548.12,1566.25,101.23,217.51,180.12,102.09,140.48,140.48,115.73
24,82,1465.74,1159.43,1515.06,1461.51,1588.77,1588.77,1613.53,101.26,216.84,173.7,103.05,137.82,137.82,115.73
25,90,1522.86,1184.69,1554.39,1523.72,1638.49,1638.49,1668.81,101.15,215.79,170.47,92.62,134.29,134.29,115.73
26,123,1591.11,1243.2,1627.93,1593.51,1722.02,1722.02,1749.82,101.1,214.97,175.26,99.69,131.54,131.54,115.73
27,110,1659.38,1288.61,1688.44,1666.28,1791.93,1791.93,1825.1,101.15,215.29,171.8,103.97,133.66,133.66,115.73
28,68,1694.49,1292.08,1706.28,1700.0,1820.0,1820.0,1858.38,101.19,215.11,172.73,114.26,133.1,133.1,115.73
29,96,1757.66,1323.88,1751.95,1767.11,1876.74,1876.74,1919.66,101.02,214.02,173.46,96.32,130.84,130.84,115.73
30,94,1818.83,1353.83,1795.86,1832.18,1932.0,1932.0,1978.94,101.02,213.48,169.38,92.96,129.16,129.16,115.73
