day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,109,49.14,12.69,37.26,49.14,49.14,49.14,50.0,98.28,192.61,143.47,98.28,98.28,98.28,100.0
1,84,84.0,-1.45,44.94,83.35,84.0,84.0,84.0,98.28,196.28,152.64,99.59,98.28,98.28,100.0
2,98,132.93,-0.19,70.07,129.82,132.86,132.86,132.0,98.14,193.48,145.74,92.94,98.28,98.28,100.0
3,94,177.86,-3.16,91.09,176.72,177.72,177.72,176.0,98.14,193.95,145.97,94.21,98.28,98.28,100.0
4,90,218.81,-10.01,108.3,220.32,218.64,218.64,216.0,98.1,193.71,145.57,92.79,98.17,98.17,100.0
5,113,267.82,6.47,148.92,268.16,266.97,266.97,266.0,98.02,193.03,144.76,95.67,96.67,96.67,100.0
6,95,313.81,3.94,170.57,314.68,313.17,313.17,311.0,98.02,195.06,146.7,96.95,97.6,97.6,100.0
7,87,351.81,-6.5,184.35,354.16,351.68,351.68,348.0,97.99,194.88,146.44,95.05,96.99,96.99,100.0
8,93,395.87,-10.5,204.6,400.1,396.64,396.64,391.0,97.89,194.01,145.5,91.89,96.07,96.07,100.0
9,96,442.95,-11.39,227.99,446.67,444.42,444.42,437.0,97.85,193.78,145.22,93.14,95.56,95.56,100.0
10,91,485.03,31.84,270.95,490.15,487.35,487.35,478.0,97.83,95.54,96.08,95.04,96.15,96.15,100.0
11,97,533.15,79.61,318.99,537.67,535.11,535.11,525.0,97.77,95.54,96.08,95.03,95.53,95.53,100.0
12,103,582.03,127.38,367.03,585.81,583.11,583.11,575.0,97.76,95.54,96.08,96.29,96.0,96.0,100.0
13,129,630.91,175.15,415.07,634.59,631.34,631.34,625.0,97.76,95.54,96.08,97.56,96.45,96.45,100.0
14,105,679.79,222.92,463.1,684.68,679.77,679.77,675.0,97.76,95.54,96.08,100.17,96.86,96.86,100.0
15,102,728.67,270.69,511.14,735.41,728.4,728.4,725.0,97.76,95.54,96.08,101.45,97.26,97.26,100.0
16,110,777.55,318.45,559.18,786.77,777.21,777.21,775.0,97.76,95.54,96.08,102.74,97.63,97.63,100.0
17,90,818.67,360.69,601.14,824.76,818.22,818.22,815.0,97.76,95.54,96.08,104.02,97.98,97.98,100.0
18,112,867.52,408.45,649.18,873.77,866.83,866.83,865.0,97.7,95.54,96.08,98.02,97.21,97.21,100.0
19,100,916.37,456.22,697.22,923.4,915.59,915.59,915.0,97.7,95.54,96.08,99.26,97.52,97.52,100.0
20,73,940.52,481.45,722.18,946.16,939.68,939.68,938.0,97.7,95.54,96.08,100.49,97.81,97.81,100.0
21,96,987.77,529.22,770.14,993.53,985.68,985.68,984.0,97.49,95.54,96.08,94.75,100.01,100.01,100.0
22,91,1030.03,572.45,813.1,1036.54,1026.81,1026.81,1025.0,97.48,95.54,96.08,95.98,99.72,99.72,100.0
23,87,1068.32,611.69,852.07,1077.05,1064.35,1064.35,1062.0,97.43,95.54,96.08,92.98,98.93,98.93,100.0
24,98,1116.99,659.45,900.1,1125.65,1113.29,1113.29,1110.0,97.34,95.54,96.08,98.79,98.12,98.12,100.0
25,94,1162.32,705.69,946.07,1171.03,1158.14,1158.14,1154.0,97.34,95.54,96.08,97.24,98.28,98.28,100.0
26,105,1210.98,753.45,994.1,1219.29,1207.12,1207.12,1204.0,97.32,95.54,96.08,96.51,97.95,97.95,100.0
27,93,1255.32,798.69,1039.07,1262.41,1250.97,1250.97,1247.0,97.32,95.54,96.08,99.75,98.31,98.31,100.0
28,114,1303.96,846.45,1087.1,1310.64,1299.92,1299.92,1297.0,97.28,95.54,96.08,96.46,97.92,97.92,100.0
29,92,1347.32,890.69,1131.07,1353.25,1342.8,1342.8,1339.0,97.28,95.54,96.08,98.78,98.24,98.24,100.0
30,97,1395.7,938.45,1179.1,1400.86,1390.89,1390.89,1386.0,97.24,95.54,96.08,95.21,97.82,97.82,100.0
31,94,1441.08,984.69,1225.07,1445.51,1435.98,1435.98,1430.0,97.24,95.54,96.08,98.69,97.83,97.83,100.0
32,103,1489.68,1032.45,1273.1,1493.43,1484.77,1484.77,1480.0,97.22,95.54,96.08,95.84,97.59,97.59,100.0
33,88,1529.08,1072.69,1313.07,1531.77,1523.84,1523.84,1518.0,97.22,95.54,96.08,99.33,97.86,97.86,100.0
34,114,1577.65,1120.45,1361.1,1578.89,1572.55,1572.55,1568.0,97.15,95.54,96.08,94.24,97.41,97.41,100.0
35,99,1626.22,1168.22,1409.14,1627.4,1621.38,1621.38,1617.0,97.15,95.54,96.08,97.02,97.67,97.67,100.0
