day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,135,24.48,28.56,31.74,24.48,24.48,24.48,25.28,81.6,152.06,105.8,81.6,81.6,81.6,84.27
1,57,24.41,-28.61,7.27,22.23,24.36,24.36,23.29,81.53,163.1,116.38,84.64,81.6,81.6,84.27
2,105,48.73,-33.72,32.02,43.79,48.84,48.84,48.57,81.08,157.3,113.39,71.87,81.6,81.6,84.27
3,94,73.04,-53.12,45.25,66.24,73.32,73.32,73.85,81.02,162.01,116.23,74.82,81.6,81.6,84.27
4,121,97.32,-47.12,80.33,89.58,97.79,97.79,99.13,80.95,164.28,116.92,77.8,81.56,81.56,84.27
5,87,121.59,-77.99,85.15,113.56,122.82,122.82,124.41,80.88,168.38,117.0,90.02,83.45,83.45,84.27
6,107,145.83,-89.11,109.02,139.32,148.36,148.36,149.69,80.82,168.74,120.22,85.87,85.12,85.12,84.27
7,62,151.31,-146.72,85.98,139.07,149.72,149.72,152.71,80.75,170.88,122.25,88.93,86.63,86.63,84.27
8,108,175.43,-156.31,110.24,162.04,173.57,173.57,177.99,80.43,167.99,119.48,76.56,79.52,79.52,84.27
9,106,199.54,-169.22,130.6,186.2,197.76,197.76,203.27,80.36,169.86,121.0,80.55,80.63,80.63,84.27
10,128,223.63,-161.19,166.83,211.27,222.26,222.26,228.55,80.3,171.38,122.79,83.56,81.67,81.67,84.27
11,58,225.47,-224.69,138.58,202.39,222.42,222.42,227.56,80.24,173.58,123.37,95.54,82.63,82.63,84.27
12,98,249.43,-246.2,152.92,226.29,245.89,245.89,252.84,79.87,170.74,120.16,79.66,78.22,78.22,84.27
13,114,273.37,-252.26,181.28,251.08,269.61,269.61,278.12,79.81,171.51,121.5,82.66,79.06,79.06,84.27
14,129,297.3,-244.31,218.43,276.78,293.56,293.56,303.4,79.75,172.92,122.77,85.65,79.84,79.84,84.27
15,112,321.2,-254.53,242.95,307.13,317.74,317.74,328.68,79.69,174.61,125.22,101.16,80.59,80.59,84.27
16,96,345.09,-281.52,251.28,330.13,342.13,342.13,353.96,79.63,175.69,124.9,104.28,81.3,81.3,84.27
17,69,358.39,-335.71,232.36,330.2,353.74,353.74,363.98,79.57,175.99,125.89,98.47,81.97,81.97,84.27
18,58,360.82,-399.95,203.14,328.41,356.62,356.62,362.99,79.39,174.62,124.28,85.42,78.75,78.75,84.27
19,54,359.48,-466.77,171.86,331.32,357.33,357.33,358.0,79.06,172.6,124.06,72.98,76.13,76.13,84.27
