day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,143,23.89,3.65,35.64,23.89,23.89,23.89,25.28,79.65,199.08,153.38,79.65,79.65,79.65,84.27
1,70,38.19,-66.92,-5.61,35.85,38.14,38.14,36.29,79.57,200.81,159.81,82.92,79.65,79.65,84.27
2,118,62.0,-79.86,6.53,58.37,62.04,62.04,61.57,79.37,187.06,151.66,75.06,79.65,79.65,84.27
3,128,85.79,-84.61,31.59,81.85,85.93,85.93,86.85,79.3,189.64,147.19,78.27,79.65,79.65,84.27
4,130,109.56,-89.41,57.19,106.3,123.69,123.69,112.13,79.23,192.58,149.26,81.51,125.86,125.86,84.27
5,77,131.15,-148.95,28.16,120.96,109.58,109.58,130.15,79.16,195.06,151.16,89.06,130.15,130.15,84.27
6,83,154.87,-198.81,7.32,145.44,111.69,111.69,154.16,79.06,189.79,145.05,81.61,115.56,115.56,84.27
7,99,178.57,-230.63,8.5,170.89,136.06,136.06,179.44,78.99,186.89,140.32,84.84,106.61,106.61,84.27
8,155,202.24,-206.25,50.31,197.32,166.99,166.99,204.72,78.92,186.6,140.73,88.08,103.1,103.1,84.27
9,92,225.9,-246.6,41.71,222.58,185.35,185.35,230.0,78.86,189.08,142.95,95.33,105.2,105.2,84.27
10,133,249.54,-245.12,76.76,249.87,215.87,215.87,255.28,78.79,187.88,143.03,90.96,101.74,101.74,84.27
11,89,273.16,-288.87,62.45,272.93,232.51,232.51,280.56,78.72,189.63,143.36,94.2,103.37,103.37,84.27
12,108,296.75,-312.66,71.8,299.7,262.65,262.65,305.84,78.66,188.27,143.3,89.21,100.45,100.45,84.27
13,20,261.74,-424.66,-7.38,254.24,211.41,211.41,266.85,78.6,188.57,143.38,93.51,101.78,101.78,84.27
14,138,284.99,-412.2,33.42,273.82,241.4,241.4,292.13,77.52,179.35,136.54,65.25,100.0,100.0,84.27
15,106,308.23,-433.02,43.66,294.85,272.09,272.09,317.41,77.46,181.17,133.85,70.11,102.28,102.28,84.27
16,111,331.45,-449.14,57.61,316.83,303.42,303.42,342.69,77.4,181.6,138.18,73.28,104.44,104.44,84.27
17,72,349.32,-504.71,36.12,318.16,300.87,300.87,355.71,77.33,182.24,134.02,100.96,106.51,106.51,84.27
18,111,372.48,-520.06,56.1,344.51,331.37,331.37,380.99,77.21,180.5,128.21,87.81,101.69,101.69,84.27
19,80,395.62,-566.85,39.78,360.75,338.94,338.94,402.0,77.15,181.13,138.09,91.08,103.48,103.48,84.27
20,118,418.75,-574.95,65.44,385.94,368.92,368.92,427.28,77.09,180.14,133.12,83.97,99.94,99.94,84.27
21,119,441.86,-582.64,93.36,414.99,399.37,399.37,452.56,77.03,180.98,129.93,96.84,101.49,101.49,84.27
22,108,464.95,-601.89,108.47,445.03,430.26,430.26,477.84,76.97,181.78,133.49,100.14,102.98,102.98,84.27
23,112,488.02,-617.41,127.12,477.18,461.59,461.59,503.12,76.91,182.18,131.81,107.14,104.42,104.42,84.27
24,92,511.07,-590.03,153.57,491.81,479.52,479.52,528.4,76.85,91.28,82.75,110.53,105.8,105.8,84.27
25,123,534.11,-562.64,180.02,522.12,510.55,510.55,553.68,76.79,91.28,82.75,101.04,103.43,103.43,84.27
26,81,557.13,-545.54,199.3,530.09,518.29,518.29,575.69,76.73,91.28,82.75,104.32,104.66,104.66,84.27
27,39,542.46,-570.44,176.58,503.86,486.04,486.04,555.71,76.68,91.28,82.75,93.18,101.78,101.78,84.27
28,116,565.29,-543.05,203.03,527.24,515.66,515.66,580.99,76.11,91.28,82.75,77.92,98.73,98.73,84.27
29,138,588.11,-515.67,229.48,551.56,545.63,545.63,606.27,76.06,91.28,82.75,81.07,99.9,99.9,84.27
30,119,610.91,-488.28,255.94,579.16,575.95,575.95,631.55,76.0,91.28,82.75,91.99,101.04,101.04,84.27
31,108,633.69,-460.9,282.39,607.88,606.59,606.59,656.83,75.94,91.28,82.75,113.25,102.14,102.14,84.27
32,113,656.46,-433.51,308.84,640.4,637.55,637.55,682.11,75.89,91.28,82.75,108.37,103.22,103.22,84.27
33,98,679.21,-406.13,335.29,660.17,662.57,662.57,707.39,75.83,91.28,82.75,111.75,104.26,104.26,84.27
34,117,701.94,-378.74,361.74,691.35,693.51,693.51,732.67,75.78,91.28,82.75,103.92,103.12,103.12,84.27
