day,d,bm,fl,dcl,ai,mle,mle50,op,bm_q,fl_q,dcl_q,ai_q,mle_q,mle50_q,op_q
0,108,46.74,17.26,40.63,46.74,46.74,46.74,50.0,93.48,181.48,134.74,93.48,93.48,93.48,100.0
1,111,93.48,35.02,76.51,95.05,93.48,93.48,100.0,93.48,186.48,150.24,96.61,93.48,93.48,100.0
2,97,140.22,36.98,97.64,142.17,140.22,140.22,147.0,93.48,190.08,151.74,99.75,93.48,93.48,100.0
3,93,186.48,34.91,115.6,187.31,186.48,186.48,190.0,93.48,190.15,150.07,95.73,93.48,93.48,100.0
4,84,223.74,24.1,125.59,225.45,222.75,222.75,224.0,93.48,189.62,148.03,91.71,95.46,95.46,100.0
5,112,270.43,42.04,165.22,268.44,269.85,269.85,274.0,93.39,188.1,144.74,85.97,94.2,94.2,100.0
6,145,317.13,92.02,237.07,313.38,317.3,317.3,324.0,93.39,190.04,146.3,89.9,94.9,94.9,100.0
7,84,354.43,78.58,245.65,350.47,353.54,353.54,358.0,93.39,194.88,150.84,93.83,95.53,95.53,100.0
8,107,401.08,88.94,278.15,395.46,400.44,400.44,408.0,93.3,193.3,149.01,89.98,93.81,93.81,100.0
9,91,445.43,82.99,294.44,439.97,444.28,444.28,449.0,93.3,193.9,149.41,92.98,94.33,94.33,100.0
10,159,492.07,145.4,368.7,484.61,491.21,491.21,499.0,93.28,193.17,148.51,89.27,93.86,93.86,100.0
11,124,538.71,170.7,416.77,532.37,538.36,538.36,549.0,93.28,197.41,151.85,95.51,94.3,94.3,100.0
12,100,585.35,171.32,440.22,581.62,585.71,585.71,599.0,93.28,198.75,153.11,98.51,94.71,94.71,100.0
13,105,631.99,177.12,468.87,632.7,633.26,633.26,649.0,93.28,198.42,152.71,102.16,95.09,95.09,100.0
14,98,678.63,175.9,490.54,678.12,680.98,680.98,697.0,93.28,198.42,152.65,105.17,95.45,95.45,100.0
15,115,725.27,191.89,529.43,728.03,728.88,728.88,747.0,93.28,198.04,152.21,99.82,95.79,95.79,100.0
16,159,771.91,244.44,582.42,779.42,776.93,776.93,797.0,93.28,105.11,105.97,102.78,96.11,96.11,100.0
17,73,798.27,264.89,602.43,799.54,801.73,801.73,820.0,93.28,105.11,105.97,105.76,96.42,96.42,100.0
18,127,844.82,317.44,655.42,846.61,851.96,851.96,870.0,93.11,105.11,105.97,94.13,100.48,100.48,100.0
19,72,870.27,336.89,674.43,870.1,873.47,873.47,892.0,93.11,105.11,105.97,97.01,100.99,100.99,100.0
20,101,916.73,385.33,722.45,912.89,923.95,923.95,942.0,92.93,105.11,105.97,85.58,101.03,101.03,100.0
21,109,963.2,437.89,775.43,962.55,975.99,975.99,992.0,92.93,105.11,105.97,99.31,104.08,104.08,100.0
22,92,1008.73,477.33,814.45,1003.45,1015.63,1015.63,1034.0,92.93,105.11,105.97,102.21,104.73,104.73,100.0
23,145,1055.19,529.89,867.43,1055.53,1067.33,1067.33,1084.0,92.92,105.11,105.97,104.17,103.4,103.4,100.0
24,63,1071.73,540.33,877.45,1064.98,1078.34,1078.34,1097.0,92.92,105.11,105.97,107.1,103.97,103.97,100.0
25,55,1080.39,542.78,879.46,1075.3,1080.8,1080.8,1102.0,92.68,105.11,105.97,89.36,105.08,105.08,100.0
26,111,1126.58,595.33,932.45,1114.42,1133.9,1133.9,1152.0,92.38,105.11,105.97,78.24,106.19,106.19,100.0
27,50,1130.39,592.78,929.46,1123.9,1130.4,1130.4,1152.0,92.38,105.11,105.97,81.03,106.99,106.99,100.0
28,122,1176.42,645.33,982.45,1165.05,1184.06,1184.06,1202.0,92.05,105.11,105.97,82.3,107.31,107.31,100.0
29,138,1222.44,697.89,1035.43,1213.35,1238.15,1238.15,1252.0,92.05,105.11,105.97,96.6,108.18,108.18,100.0
